time,open,high,low,close,volume,return_next,body_pct,range_pct,upper_wick_pct,lower_wick_pct,close_position,atr14,atr_pct,atr_slope,atr_percentile_252,rsi14,rsi_slope,ema20,ema50,ema200,ema20_50_state,ema50_200_state,macd,macd_signal,macd_hist,adx14,bb_width,donchian_high_20,donchian_low_20,prev_low_sweep,prev_high_sweep,breakout_up,breakout_down,trend_regime,volatility_regime,market_physics_energy,market_entropy_proxy,hour,weekday,weekday_num,month,session
2015-06-19 00:00:00+00:00,122.944,123.213,122.555,122.674,95503,0.005502388444169171,0.0021961218115564484,0.005352030192607911,0.0021879880270691634,0.000967920353982299,0.18085106382979044,,0.0,0.0,0.5,50.0,0.0,122.674,122.674,122.674,0,0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,RANGE,NORMAL_VOL,20.10511562718991,0.3617021276595809,0,Friday,4,6,ASIA
2015-06-22 00:00:00+00:00,122.927,123.415,122.556,123.349,96238,0.0047426407996822295,0.0034329317399757336,0.006987887119998119,0.0005369040162047597,0.003018051363817626,0.9231664726426055,,0.0,0.0,0.5,50.0,0.0,122.73828571428572,122.7004705882353,122.68071641791046,1,1,0.05384615384615188,0.010769230769230377,0.0430769230769215,0.0,0.0,,,0,0,0,0,TREND_UP,NORMAL_VOL,20.10511562718991,0.15366705471478892,0,Monday,0,6,ASIA
2015-06-23 00:00:00+00:00,123.346,124.18,123.337,123.934,96856,-0.0008310875143221486,0.004767077975775411,0.00683443322037199,0.0019943897653755234,7.296547922105573e-05,0.7081850533807731,,0.0,0.0,0.5,50.0,0.0,122.85216326530613,122.74884429065746,122.69318690131433,1,1,0.14208634670171705,0.03703265395572771,0.10505369274598933,0.0,0.0,,,0,0,0,0,TREND_UP,NORMAL_VOL,20.10511562718991,0.5836298932384538,0,Tuesday,1,6,ASIA
2015-06-24 00:00:00+00:00,123.929,124.372,123.712,123.831,105195,-0.0017281617688623685,0.0007907753633128563,0.005325629997821306,0.003574627407628544,0.0009602272268799052,0.18030303030303088,,0.0,0.0,0.5,50.0,0.0,122.94538581146745,122.79128176945521,122.70450842468435,1,1,0.20138465909053593,0.06990305498268937,0.13148160410784657,0.0,0.0,,,0,0,0,0,TREND_UP,NORMAL_VOL,20.10511562718991,0.3606060606060617,0,Wednesday,2,6,ASIA
2015-06-25 00:00:00+00:00,123.835,123.952,123.315,123.617,96345,0.0017796904956437487,0.0017604069931763178,0.005143941535107203,0.00094480558808095,0.002438728953849935,0.4740973312401986,,0.0,0.0,0.5,50.0,0.0,123.00934906751816,122.82366287653541,122.7135879428467,1,1,0.22847724390695134,0.10161789276754177,0.12685935113940958,0.0,0.0,,,0,0,0,0,TREND_UP,NORMAL_VOL,20.10511562718991,0.9481946624803972,0,Thursday,3,6,ASIA
2015-06-26 00:00:00+00:00,123.618,123.984,123.22,123.837,92636,-0.010594571896929028,0.0017715866621366492,0.0061803297254444806,0.0011891472115710606,0.003219595851736771,0.8075916230366594,,0.0,0.0,0.5,50.0,0.0,123.08817296584976,122.86340158725952,122.72476617227112,1,1,0.2646497562969614,0.1342242654734257,0.13042549082353572,0.0,0.0,,,0,0,0,0,TREND_UP,NORMAL_VOL,20.10511562718991,0.38481675392668113,0,Friday,4,6,ASIA
2015-06-29 00:00:00+00:00,122.741,123.187,122.099,122.525,157416,-0.0003101407875945039,0.0017598031627573017,0.008864193708703644,0.003633667641619328,0.0034707229043270133,0.3915441176470628,,0.0,0.0,0.5,50.0,0.0,123.03453744529264,122.85013093677875,122.72277844916394,1,1,0.18531312348231666,0.1444420370752039,0.04087108640711276,0.0,0.0,,,0,0,0,0,TREND_UP,NORMAL_VOL,20.10511562718991,0.7830882352941256,0,Monday,0,6,ASIA
2015-06-30 00:00:00+00:00,122.53,122.72,121.935,122.487,130682,0.005518953031750318,0.00035093446502902447,0.006406594303435866,0.001550640659430325,0.004505019178976516,0.7031847133757897,,0.0,0.0,0.5,50.0,0.0,122.98239102193145,122.83589050788548,122.72043239494342,1,1,0.11801162343115834,0.1391559543463948,-0.02114433091523646,0.0,0.0,,,0,0,0,0,TREND_UP,NORMAL_VOL,20.10511562718991,0.5936305732484206,0,Tuesday,1,6,ASIA
2015-07-01 00:00:00+00:00,122.483,123.232,122.352,123.163,105112,-0.0009661992643894557,0.005551790860772455,0.007184670525705571,0.0005633434844019384,0.0010695361805311775,0.9215909090909057,,0.0,0.0,0.5,50.0,0.0,122.99959187698559,122.84871833110566,122.72483605270519,1,1,0.11786359206992358,0.13489748189110057,-0.017033889821176984,0.0,0.0,,,0,0,0,0,TREND_UP,NORMAL_VOL,20.10511562718991,0.15681818181818863,0,Wednesday,2,7,ASIA
2015-07-02 00:00:00+00:00,123.154,123.719,122.952,123.044,107165,-0.0014141282793146415,0.0008931906393620949,0.006227974730824788,0.004587751920359856,0.0007470321711028367,0.1199478487614071,,0.0,0.0,0.5,50.0,0.0,123.00382122203459,122.85637643576818,122.72801181337479,1,1,0.1069115607519393,0.1293002976632683,-0.022388736911329005,0.0,0.0,,,0,0,0,0,TREND_UP,NORMAL_VOL,20.10511562718991,0.23989569752281414,0,Thursday,3,7,ASIA
