time,open,high,low,close,tick_volume,spread,range,body,body_pct,upper_wick,lower_wick,sma_9,sma_21,sma_55,sma_200,atr_14,atr_pct,trend_9_21,trend_21_55,trend_55_200,session,volatility_state,spread_state
2007-03-21 00:00:00,1.9611,1.9691,1.9554,1.9679,6257.0,20.0,0.013700000000000045,0.006799999999999917,0.49635036496349594,0.0012000000000000899,0.005700000000000038,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-22 00:00:00,1.968,1.9724,1.9611,1.9643000000000002,6618.0,20.0,0.011299999999999866,0.0036999999999998145,0.32743362831857153,0.0043999999999999595,0.0032000000000000917,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-23 00:00:00,1.9644,1.9689999999999999,1.9586000000000001,1.9615,6516.0,20.0,0.010399999999999743,0.0028999999999999027,0.27884615384615136,0.0045999999999999375,0.0028999999999999027,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-26 00:00:00,1.9601,1.972,1.9569999999999999,1.9691,5681.0,20.0,0.015000000000000124,0.009000000000000119,0.600000000000003,0.0028999999999999027,0.0031000000000001027,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-27 00:00:00,1.9687000000000001,1.9701,1.9619,1.9654,5795.0,20.0,0.008199999999999985,0.0033000000000000806,0.4024390243902545,0.0013999999999998458,0.0035000000000000586,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-28 00:00:00,1.9651999999999998,1.9681,1.9597,1.9615,8407.0,20.0,0.008399999999999963,0.0036999999999998145,0.4404761904761703,0.0029000000000001247,0.0018000000000000238,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-29 00:00:00,1.9616,1.9658,1.9613,1.9628999999999999,5037.0,20.0,0.0044999999999999485,0.0012999999999998568,0.2888888888888604,0.0029000000000001247,0.00029999999999996696,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-30 00:00:00,1.9627,1.9716,1.9544000000000001,1.9679,6907.0,20.0,0.017199999999999882,0.0052000000000000934,0.30232558139535637,0.0037000000000000366,0.008299999999999752,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-02 00:00:00,1.9691,1.9801,1.9662,1.9773,5269.0,20.0,0.013900000000000023,0.008199999999999985,0.5899280575539547,0.0027999999999999137,0.0029000000000001247,1.9664222222222223,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-03 00:00:00,1.9776,1.9823,1.9727999999999999,1.9744000000000002,5072.0,20.0,0.009500000000000064,0.0031999999999998696,0.3368421052631419,0.0046999999999999265,0.0016000000000002679,1.9671444444444444,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
