time,open,high,low,close,tick_volume,spread,range,body,body_pct,upper_wick,lower_wick,sma_9,sma_21,sma_55,sma_200,atr_14,atr_pct,trend_9_21,trend_21_55,trend_55_200,session,volatility_state,spread_state
2007-03-22 00:00:00,0.8083,0.809,0.805,0.8055,3071.0,30.0,0.0040000000000000036,0.0028000000000000247,0.7000000000000055,0.0007000000000000339,0.0004999999999999449,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-23 00:00:00,0.8056,0.8077,0.8043,0.8047,2887.0,30.0,0.0033999999999999586,0.0009000000000000119,0.2647058823529479,0.0020999999999999908,0.00039999999999995595,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-26 00:00:00,0.8051,0.8105,0.8027,0.8098,2901.0,30.0,0.007800000000000029,0.0046999999999999265,0.6025641025640909,0.0007000000000000339,0.0024000000000000687,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-27 00:00:00,0.8099,0.8108,0.8065,0.8077,2832.0,30.0,0.0042999999999999705,0.0021999999999999797,0.511627906976743,0.0009000000000000119,0.0011999999999999789,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-28 00:00:00,0.8076,0.8081,0.8037,0.8052,3666.0,30.0,0.0044000000000000705,0.0023999999999999577,0.5454545454545271,0.000500000000000056,0.0015000000000000568,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-29 00:00:00,0.8054,0.8098,0.805,0.8073,2509.0,30.0,0.0047999999999999154,0.0019000000000000128,0.395833333333343,0.0024999999999999467,0.00039999999999995595,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-03-30 00:00:00,0.8072,0.8126,0.8056,0.8084,3147.0,30.0,0.007000000000000006,0.0011999999999999789,0.17142857142856827,0.0041999999999999815,0.0016000000000000458,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-02 00:00:00,0.8095,0.8181,0.8081,0.8169,3163.0,30.0,0.010000000000000009,0.007399999999999962,0.7399999999999956,0.0012000000000000899,0.0013999999999999568,,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-03 00:00:00,0.8167,0.8173,0.8115,0.8129,2774.0,30.0,0.005800000000000027,0.0038000000000000256,0.6551724137931048,0.0006000000000000449,0.0013999999999999568,0.808711111111111,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-04 00:00:00,0.8127,0.8194,0.8062,0.8184,4079.0,30.0,0.01319999999999999,0.005700000000000038,0.43181818181818504,0.0010000000000000009,0.00649999999999995,0.8101444444444444,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-05 00:00:00,0.8183,0.821,0.8163,0.8195,3092.0,30.0,0.0046999999999999265,0.0011999999999999789,0.2553191489361697,0.0014999999999999458,0.0020000000000000018,0.8117888888888889,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-06 00:00:00,0.8192,0.8201,0.8151,0.8162,1385.0,30.0,0.0050000000000000044,0.0030000000000000027,0.6,0.0009000000000000119,0.0010999999999999899,0.8125,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-09 00:00:00,0.8165,0.8174,0.8151,0.8167,1301.0,30.0,0.0022999999999999687,0.00019999999999997797,0.08695652173912204,0.0007000000000000339,0.0013999999999999568,0.8135,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-10 00:00:00,0.8169,0.8266,0.8158,0.8255,2931.0,30.0,0.010800000000000032,0.008600000000000052,0.7962962962962987,0.0010999999999999899,0.0010999999999999899,0.8157555555555556,,,,,,NA,NA,NA,ASIA,NORMAL,NORMAL
2007-04-11 00:00:00,0.8256,0.8266,0.8234,0.8253,2702.0,30.0,0.0031999999999999806,0.00029999999999996696,0.09374999999999024,0.0010000000000000009,0.0019000000000000128,0.8177555555555556,,,,0.0061928571428571345,0.7503764864724505,NA,NA,NA,ASIA,HIGH,NORMAL
2007-04-12 00:00:00,0.825,0.8295,0.8231,0.8291,3044.0,30.0,0.006399999999999961,0.0040999999999999925,0.6406250000000027,0.00040000000000006697,0.0018999999999999018,0.8200555555555555,,,,0.006407142857142849,0.7727828798869677,NA,NA,NA,ASIA,HIGH,NORMAL
2007-04-13 00:00:00,0.8289,0.8338,0.8289,0.8333,3146.0,30.0,0.0049000000000000155,0.0044000000000000705,0.8979591836734809,0.0004999999999999449,0.0,0.8218777777777778,,,,0.006199999999999991,0.7440297611904465,NA,NA,NA,ASIA,HIGH,NORMAL
2007-04-16 00:00:00,0.8342,0.8358,0.8311,0.8323,2811.0,30.0,0.0047000000000000375,0.0019000000000000128,0.40425531914893564,0.0015999999999999348,0.0012000000000000899,0.8240333333333333,,,,0.0062285714285714245,0.7483565335301483,NA,NA,NA,ASIA,HIGH,NORMAL
