time,open,high,low,close,tick_volume,spread,range,body,body_pct,upper_wick,lower_wick,sma_9,sma_21,sma_55,sma_200,atr_14,atr_pct,trend_9_21,trend_21_55,trend_55_200,session,volatility_state,spread_state
2022-07-06 00:00:00,11747.4,11943.3,11699.0,11873.1,90105.0,100.0,244.29999999999927,125.70000000000073,0.5145313139582526,70.19999999999891,48.399999999999636,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-07 00:00:00,11875.4,12138.2,11805.2,12090.2,122311.0,100.0,333.0,214.8000000000011,0.6450450450450483,48.0,70.19999999999891,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-08 00:00:00,12085.6,12180.6,11922.1,12123.2,128182.0,100.0,258.5,37.600000000000364,0.14545454545454686,57.399999999999636,163.5,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-11 00:00:00,12103.1,12106.6,11822.8,11872.3,127177.0,100.0,283.8000000000011,230.8000000000011,0.8132487667371395,3.5,49.5,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-12 00:00:00,11870.9,11998.3,11681.9,11746.8,138568.0,100.0,316.39999999999964,124.10000000000036,0.39222503160556416,127.39999999999964,64.89999999999964,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-13 00:00:00,11753.8,11935.7,11450.1,11700.6,144504.0,100.0,485.60000000000036,53.19999999999891,0.10955518945634034,181.90000000000146,250.5,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-14 00:00:00,11691.9,11804.4,11480.4,11774.6,150140.0,100.0,324.0,82.70000000000073,0.25524691358024915,29.799999999999272,211.5,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-15 00:00:00,11784.2,11985.2,11710.6,11976.7,130035.0,100.0,274.60000000000036,192.5,0.7010196649672241,8.5,73.60000000000036,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-18 00:00:00,12026.7,12157.8,11829.8,11886.3,122545.0,100.0,328.0,140.40000000000146,0.4280487804878093,131.09999999999854,56.5,11893.755555555555,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-19 00:00:00,11876.8,12296.2,11862.4,12286.9,122471.0,100.0,433.8000000000011,410.10000000000036,0.9453665283540786,9.300000000001091,14.399999999999636,11939.733333333334,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-20 00:00:00,12300.2,12489.6,12205.3,12398.8,133288.0,100.0,284.3000000000011,98.59999999999854,0.3468167428772359,90.80000000000109,94.90000000000146,11974.022222222222,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-21 00:00:00,12412.9,12627.2,12346.2,12543.0,140584.0,100.0,281.0,130.10000000000036,0.4629893238434177,84.20000000000073,66.69999999999891,12020.666666666666,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-22 00:00:00,12531.6,12667.9,12318.0,12398.7,124026.0,100.0,349.89999999999964,132.89999999999964,0.3798228065161468,136.29999999999927,80.70000000000073,12079.155555555555,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-25 00:00:00,12402.2,12472.2,12241.5,12299.4,124519.0,100.0,230.70000000000073,102.80000000000109,0.4456003467707012,70.0,57.899999999999636,12140.555555555555,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2022-07-26 00:00:00,12285.5,12308.0,12047.2,12168.9,116232.0,100.0,260.7999999999993,116.60000000000036,0.4470858895705548,22.5,121.69999999999891,12192.58888888889,,,,318.6428571428574,2.6185017309934127,NA,NA,NA,ASIA,HIGH,HIGH
2022-07-27 00:00:00,12170.9,12665.0,12170.9,12556.6,118132.0,100.0,494.10000000000036,385.7000000000007,0.7806112123052023,108.39999999999964,0.0,12279.477777777778,,,,330.29285714285743,2.6304322598701675,NA,NA,NA,ASIA,HIGH,HIGH
2022-07-28 00:00:00,12558.0,12925.2,12428.2,12899.5,127781.0,100.0,497.0,341.5,0.6871227364185111,25.700000000000728,129.79999999999927,12382.011111111111,,,,347.3285714285717,2.692573909287738,NA,NA,NA,ASIA,HIGH,HIGH
2022-07-29 00:00:00,12876.8,12984.7,12722.0,12951.9,121002.0,100.0,262.7000000000007,75.10000000000036,0.2858774267224977,32.80000000000109,154.79999999999927,12500.41111111111,,,,344.6357142857145,2.6608892462551017,NA,NA,NA,ASIA,HIGH,HIGH
2022-08-01 00:00:00,12960.2,13086.7,12830.3,12958.9,123355.0,100.0,256.40000000000146,1.3000000000010914,0.005070202808116552,126.5,128.60000000000036,12575.077777777777,,,,340.35000000000036,2.6263803254905924,NA,NA,NA,ASIA,HIGH,HIGH
2022-08-02 00:00:00,12943.1,13074.9,12795.1,12899.7,134321.0,100.0,279.7999999999993,43.399999999999636,0.1551107934238733,131.79999999999927,104.60000000000036,12630.733333333334,,,,325.65000000000026,2.5244773134258955,NA,NA,NA,ASIA,HIGH,HIGH
2022-08-03 00:00:00,12908.5,13288.6,12847.4,13227.3,124467.0,100.0,441.2000000000007,318.7999999999993,0.7225747960108766,61.30000000000109,61.100000000000364,12706.766666666666,12315.87619047619,,,334.0214285714289,2.525242706912438,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-04 00:00:00,13222.2,13332.1,13161.8,13303.8,121483.0,100.0,170.3000000000011,81.59999999999854,0.47915443335289504,28.30000000000109,60.400000000001455,12807.333333333334,12384.004761904762,,,326.57142857142895,2.4547229255658456,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-05 00:00:00,13301.1,13363.1,13067.0,13207.2,114014.0,100.0,296.10000000000036,93.89999999999964,0.3171225937183368,62.0,140.20000000000073,12908.2,12437.195238095239,,,324.29285714285754,2.455424746674977,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-08 00:00:00,13225.3,13399.1,13099.8,13191.3,122041.0,100.0,299.3000000000011,34.0,0.11359839625793476,173.8000000000011,91.5,13021.8,12488.057142857144,,,314.6857142857147,2.385554981584186,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-09 00:00:00,13186.4,13212.3,12943.2,13034.8,116915.0,100.0,269.09999999999854,151.60000000000036,0.563359345968046,25.899999999999636,91.59999999999854,13074.933333333332,12543.414285714287,,,313.60000000000025,2.4058673704237905,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-10 00:00:00,13028.9,13385.1,12960.6,13357.3,114298.0,100.0,424.5,328.39999999999964,0.7736160188457,27.80000000000109,68.29999999999927,13125.8,12620.104761904762,,,323.85000000000025,2.424516930816859,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-11 00:00:00,13351.5,13553.9,13268.1,13325.8,119058.0,100.0,285.7999999999993,25.700000000000728,0.08992302309307486,202.39999999999964,57.69999999999891,13167.344444444443,12697.49523809524,,,319.27142857142877,2.3958893917920783,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-12 00:00:00,13316.7,13560.4,13291.9,13557.6,102807.0,100.0,268.5,240.89999999999964,0.8972067039106132,2.7999999999992724,24.80000000000109,13233.866666666667,12782.400000000001,,,321.9714285714287,2.374840890507381,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-15 00:00:00,13540.5,13685.1,13476.2,13657.0,103065.0,100.0,208.89999999999964,116.5,0.5576831019626626,28.100000000000364,64.29999999999927,13318.011111111111,12862.414285714287,,,318.2642857142859,2.3304114059770513,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-16 00:00:00,13649.7,13722.1,13506.4,13644.1,109206.0,100.0,215.70000000000073,5.600000000000364,0.025961984237368313,72.39999999999964,137.70000000000073,13364.322222222221,12946.119047619048,,,298.2357142857145,2.1858218151854243,UP,NA,NA,ASIA,HIGH,HIGH
2022-08-17 00:00:00,13634.8,13648.6,13385.0,13489.1,122447.0,100.0,263.60000000000036,145.6999999999989,0.5527314112291302,13.800000000001091,104.10000000000036,13384.91111111111,13003.366666666667,,,281.564285714286,2.0873467148607836,UP,NA,NA,ASIA,HIGH,HIGH
