time,open,high,low,close,tick_volume,spread,range,body,body_pct,upper_wick,lower_wick,sma_9,sma_21,sma_55,sma_200,atr_14,atr_pct,trend_9_21,trend_21_55,trend_55_200,session,volatility_state,spread_state
2007-03-21 00:00:00,1.2117,1.2166,1.2083,1.209,5564.0,40.0,0.008299999999999974,0.0026999999999999247,0.32530120481926905,0.004899999999999904,0.000700000000000145,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2007-03-22 00:00:00,1.2088,1.2181,1.2075,1.2144,7123.0,40.0,0.010599999999999943,0.005599999999999827,0.5283018867924394,0.0037000000000000366,0.0013000000000000789,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2007-03-23 00:00:00,1.2143,1.2191,1.2111,1.2187999999999999,6437.0,40.0,0.008000000000000007,0.0044999999999999485,0.5624999999999931,0.000300000000000189,0.0031999999999998696,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2007-03-26 00:00:00,1.2189,1.2227000000000001,1.2117,1.2155,6991.0,40.0,0.01100000000000012,0.0034000000000000696,0.309090909090912,0.0038000000000000256,0.0038000000000000256,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2007-03-27 00:00:00,1.2153,1.2167,1.2104,1.2112,5963.0,40.0,0.006299999999999972,0.0040999999999999925,0.6507936507936525,0.0013999999999998458,0.0008000000000001339,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2007-03-28 00:00:00,1.2113,1.2178,1.2082,1.2164,6941.0,40.0,0.009600000000000053,0.005099999999999882,0.5312499999999848,0.0014000000000000679,0.0031000000000001027,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2007-03-29 00:00:00,1.2165,1.2187999999999999,1.2134,1.2178,5782.0,40.0,0.005399999999999849,0.0013000000000000789,0.24074074074076207,0.0009999999999998899,0.0030999999999998806,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2007-03-30 00:00:00,1.2177,1.2239,1.2088,1.2153,8103.0,40.0,0.015099999999999891,0.0023999999999999577,0.15894039735099172,0.006199999999999983,0.00649999999999995,,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2007-04-02 00:00:00,1.213,1.2173,1.2118,1.2149,5758.0,40.0,0.00550000000000006,0.0019000000000000128,0.34545454545454396,0.0023999999999999577,0.0012000000000000899,1.214811111111111,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
2007-04-03 00:00:00,1.215,1.2231,1.2144,1.2224,5891.0,40.0,0.008700000000000152,0.007399999999999851,0.8505747126436461,0.000700000000000145,0.000600000000000156,1.2163,,,,,,NA,NA,NA,ASIA,NORMAL,HIGH
