time,open,high,low,close,tick_volume,spread,real_volume
2007-03-22 00:00:00,1.1556,1.1591,1.1552,1.1576,3297,30,0
2007-03-23 00:00:00,1.1578,1.161,1.1556,1.1604,2713,30,0
2007-03-26 00:00:00,1.1607,1.1634,1.1591,1.1609,2784,30,0
2007-03-27 00:00:00,1.1608,1.1615,1.1552,1.1564,3593,30,0
2007-03-28 00:00:00,1.1566,1.1606,1.1555,1.1592,3705,30,0
2007-03-29 00:00:00,1.159,1.1613,1.1567,1.1584,2753,30,0
2007-03-30 00:00:00,1.1585,1.1591,1.1498,1.1538,4356,30,0
2007-04-02 00:00:00,1.152,1.1569,1.1511,1.1565,3201,30,0
2007-04-03 00:00:00,1.1564,1.1598,1.1548,1.1589,2781,30,0
2007-04-04 00:00:00,1.1588,1.1593,1.1543,1.1587,2816,30,0
2007-04-05 00:00:00,1.1586,1.1593,1.1485,1.1513,3215,30,0
2007-04-06 00:00:00,1.1512,1.1531,1.1496,1.1511,1163,30,0
2007-04-09 00:00:00,1.1503,1.153,1.1502,1.1522999999999999,1674,30,0
2007-04-10 00:00:00,1.1525,1.1528,1.1456,1.1471,3557,30,0
2007-04-11 00:00:00,1.147,1.1478,1.1379,1.138,3344,30,0
2007-04-12 00:00:00,1.1383,1.141,1.1336,1.1346,3514,30,0
2007-04-13 00:00:00,1.1345,1.1394,1.1329,1.1376,3266,30,0
2007-04-16 00:00:00,1.1364,1.1367,1.13,1.1320000000000001,2964,30,0
2007-04-17 00:00:00,1.1322,1.1342,1.1287,1.1311,3357,30,0
2007-04-18 00:00:00,1.1312,1.1339,1.1263,1.1275,3060,30,0
2007-04-19 00:00:00,1.1274,1.1307,1.1235,1.1293,3819,30,0
2007-04-20 00:00:00,1.1294,1.13,1.1211,1.1236,3383,30,0
2007-04-23 00:00:00,1.1223,1.1243,1.1214,1.1217,2899,30,0
2007-04-24 00:00:00,1.1218,1.1246,1.1191,1.1214,3772,30,0
2007-04-25 00:00:00,1.1216,1.1227,1.1133,1.1151,3530,30,0
2007-04-26 00:00:00,1.1149,1.1223,1.1142,1.1219,3703,30,0
2007-04-27 00:00:00,1.1221,1.1227,1.1128,1.1162,3997,30,0
2007-04-30 00:00:00,1.1153,1.1195,1.1046,1.1097,4022,30,0
2007-05-01 00:00:00,1.1097,1.1115,1.1047,1.1111,3890,30,0
2007-05-02 00:00:00,1.1112,1.1142,1.1062,1.1073,3552,30,0
2007-05-03 00:00:00,1.1076,1.1089,1.1053,1.1075,3125,30,0
2007-05-04 00:00:00,1.1074,1.1083,1.1031,1.1076,3523,30,0
2007-05-07 00:00:00,1.107,1.1073,1.1005,1.1021,2533,30,0
2007-05-08 00:00:00,1.102,1.1067,1.1004,1.1064,3144,30,0
2007-05-09 00:00:00,1.1065,1.1092,1.1042,1.1059,3497,30,0
2007-05-10 00:00:00,1.1058,1.1126,1.105,1.1118,3513,30,0
2007-05-11 00:00:00,1.1118999999999999,1.1167,1.109,1.1104,4092,30,0
2007-05-14 00:00:00,1.1108,1.1125,1.1054,1.1058,2843,30,0
2007-05-15 00:00:00,1.1059,1.1071,1.0963,1.0981,3966,30,0
2007-05-16 00:00:00,1.0982,1.1062,1.0967,1.1035,3638,30,0
2007-05-17 00:00:00,1.1036,1.1053,1.0966,1.0993,3581,30,0
2007-05-18 00:00:00,1.0991,1.0999,1.0875,1.0884,4377,30,0
2007-05-21 00:00:00,1.0887,1.0896,1.0822,1.0845,3537,30,0
2007-05-22 00:00:00,1.0846,1.0877,1.0828,1.0866,4009,30,0
2007-05-23 00:00:00,1.0867,1.0887,1.0812,1.0833,3331,30,0
2007-05-24 00:00:00,1.0829,1.0852,1.0802,1.0842,3611,30,0
2007-05-25 00:00:00,1.0843,1.0869,1.0775,1.0802,3414,30,0
2007-05-28 00:00:00,1.0796000000000001,1.0812,1.0788,1.0796000000000001,1073,30,0
2007-05-29 00:00:00,1.0795,1.0834,1.0709,1.0734,4273,30,0
2007-05-30 00:00:00,1.0735,1.0757,1.0686,1.0741,3920,30,0
2007-05-31 00:00:00,1.0739,1.0745,1.0664,1.0698,4093,30,0
2007-06-01 00:00:00,1.0695000000000001,1.0709,1.0598,1.0606,3553,30,0
2007-06-04 00:00:00,1.0611,1.0619,1.0547,1.0573,3327,30,0
2007-06-05 00:00:00,1.0574,1.0637,1.0562,1.0634,3594,30,0
2007-06-06 00:00:00,1.0631,1.0633,1.0561,1.0579,3803,30,0
2007-06-07 00:00:00,1.058,1.0664,1.0561,1.0648,4022,30,0
2007-06-08 00:00:00,1.0649,1.0712,1.0593,1.0606,4412,30,0
2007-06-11 00:00:00,1.0609,1.0633,1.0593,1.0599,2766,30,0
2007-06-12 00:00:00,1.0598,1.068,1.0588,1.0669,3700,30,0
2007-06-13 00:00:00,1.0667,1.0738,1.0645,1.0667,4702,30,0
2007-06-14 00:00:00,1.0669,1.0689,1.0645,1.0678,3767,30,0
2007-06-15 00:00:00,1.0679,1.069,1.0602,1.0677,4625,30,0
2007-06-18 00:00:00,1.0679,1.0751,1.065,1.0709,4044,30,0
2007-06-19 00:00:00,1.0711,1.0721,1.0614,1.0623,3922,30,0
2007-06-20 00:00:00,1.0624,1.0686,1.0617,1.0659,3468,30,0
2007-06-21 00:00:00,1.066,1.0757,1.0643,1.0741,4027,30,0
2007-06-22 00:00:00,1.0738,1.0749,1.0664,1.0682,4024,30,0
2007-06-25 00:00:00,1.0686,1.073,1.0678,1.07,3050,30,0
2007-06-26 00:00:00,1.0701,1.0724,1.067,1.07,3597,30,0
