time,open,high,low,close,tick_volume,sma_20,sma_50,ema_8,ema_21,ema_55,rsi_14,atr_14,atr_pct,bb_upper,bb_lower,bb_position,donchian_high_20,donchian_low_20,donchian_position,macd,macd_signal,fibo_382,fibo_500,fibo_618,fibo_zone,trigger_long_wick_rejection,trigger_bullish_engulfing,trend_proxy,volatility_proxy
2024-07-05 12:00:00,2366.43,2376.0,2352.3,2372.16,15229,,,2372.16,2372.16,2372.16,,,,,,,,,,0.0,0.0,,,,NONE,1,0,RANGE,NORMAL_VOL
2024-07-05 16:00:00,2372.15,2388.34,2370.72,2386.44,21280,,,2375.333333333333,2373.458181818182,2372.67,,,,,,,,,,1.1391452991451843,0.22782905982903687,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-05 20:00:00,2386.53,2392.91,2384.6,2391.06,12045,,,2378.828148148148,2375.0583471074383,2373.326785714286,,,,,,,,,,2.387203350621803,0.6597039179875901,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-08 00:00:00,2386.21,2390.19,2384.58,2386.69,6108,,,2380.575226337449,2376.115770097671,2373.8040433673473,,,,,,,,,,2.989218025133596,1.1256067394167912,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-08 04:00:00,2386.7,2391.13,2380.79,2384.97,12387,,,2381.5518427069046,2376.920700088792,2374.202827532799,,,,,,,,,,3.2896088040229188,1.5584071523380167,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-08 08:00:00,2385.04,2386.81,2371.96,2372.81,15321,,,2379.6092109942592,2376.54700008072,2374.1530836923416,,,,,,,,,,2.5174407954141316,1.7502138809532397,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-08 12:00:00,2372.91,2377.54,2368.33,2372.78,14186,,,2378.0916085510908,2376.204545527927,2374.104044989044,,,,,,,,,,1.881383913508671,1.776447887464326,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-08 16:00:00,2372.72,2379.56,2351.14,2358.68,19360,,,2373.7779177619595,2374.611405025388,2373.553186239435,,,,,,,,,,0.2368221523174725,1.4685227404349555,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-08 20:00:00,2358.67,2359.84,2354.89,2359.09,8716,,,2370.51393603708,2373.200368204898,2373.036643873741,,,,,,,,,,-1.021644437246323,0.9704893048986998,,,,NONE,1,0,TREND_UP,NORMAL_VOL
2024-07-09 00:00:00,2359.35,2363.66,2358.5,2361.88,4503,,,2368.5952835843955,2372.171243822634,2372.638192306822,,,,,,,,,,-1.7734157602690175,0.42170829186515635,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
2024-07-09 04:00:00,2362.02,2368.77,2360.5,2367.37,12554,,,2368.3229983434185,2371.7347671114853,2372.450042581578,,,,,,,,,,-1.904251802406634,-0.04348372698920172,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
