symbol,timeframe,time,open,high,low,close,volume,quantity,sma_20,sma_50,ema_8,ema_21,ema_55,rsi_14,atr_14,atr_pct,bb_upper,bb_lower,bb_position,donchian_high_20,donchian_low_20,donchian_position,macd,macd_signal,fibo_382,fibo_500,fibo_618,fibo_zone,trigger_long_wick_rejection,trigger_bullish_engulfing,trend_proxy,volatility_proxy
DOLB11,D1,2025-01-07,97.15,97.51,97.0,97.33,23747.34,244.0,,,97.33,97.33,97.33,,,,,,,,,,0.0,0.0,,,,NONE,0,0,RANGE,NORMAL_VOL
DOLB11,D1,2025-01-08,99.5,99.5,99.33,99.33,301781.41,3033.0,,,97.77444444444444,97.51181818181819,97.40142857142857,,,,,,,,,,0.15954415954416845,0.031908831908833694,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-01-09,97.0,98.64,97.0,97.9,244783.05,2501.0,,,97.80234567901235,97.54710743801654,97.41923469387754,,,,,,,,,,0.1686509038076025,0.05925724628858746,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-01-10,95.9,96.3,95.9,96.19,40176.85,418.0,,,97.44404663923183,97.4237340345605,97.37533345481049,,,,,,,,,,0.037453613372321115,0.0548965197053342,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-01-12,98.04,98.04,97.08,97.53,21023.19,216.0,,,97.4631473860692,97.43339457687318,97.38085725999582,,,,,,,,,,0.04113147854840804,0.05214351147394897,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-02-05,100.1,100.1,100.1,100.1,10110.1,101.0,,,98.04911463360938,97.67581325170289,97.47796950071026,,,,,,,,,,0.24855850706474314,0.09142651059210781,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-02-06,100.79,100.79,100.79,100.79,100.79,1.0,,,98.65820027058507,97.95892113791172,97.59625630425631,,,,,,,,,,0.4632827202092784,0.16579775251554196,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-02-07,96.7,96.72,96.61,96.71,150009.91,1551.0,,,98.22526687712173,97.84538285264702,97.56460429339002,,,,,,,,,,0.3007642807047546,0.1927910581533845,,,,NONE,1,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-02-09,98.52,98.52,98.18,98.45,787.46,8.0,,,98.27520757109468,97.90034804786093,97.59622556862608,,,,,,,,,,0.30881092461766,0.2159950314462396,,,,NONE,1,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-02-10,96.33,96.33,96.33,96.33,8766.03,91.0,,,97.84293922196254,97.75758913441902,97.55100322688943,,,,,,,,,,0.14247925332871603,0.2012918758227349,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-02-12,95.0,97.51,95.0,97.05,48735.6,502.0,,,97.66673050597086,97.69326284947184,97.53311025450053,,,,,,,,,,0.06797461909003744,0.1746284244761954,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-03-06,100.01,100.14,100.0,100.14,700.15,7.0,,,98.21634594908845,97.91569349951985,97.62621345969693,,,,,,,,,,0.25532312936925905,0.19076736545480816,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-03-07,97.85,100.83,96.38,96.38,239290.75,2465.0,,,97.80826907151324,97.7760849995635,97.58170583613632,,,,,,,,,,0.09925346500830301,0.17246458536550713,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-03-09,97.84,98.09,97.84,98.09,783.09,8.0,,,97.8708759445103,97.8046227268759,97.59985919913146,,2.2850000000000037,0.023294933224589698,,,,,,,0.11225582523822197,0.16042283334005009,,,,NONE,0,0,TREND_UP,NORMAL_VOL
DOLB11,D1,2025-03-10,96.73,96.77,96.27,96.37,27850.01,289.0,,,97.53734795684134,97.6742024789781,97.55593565630534,48.326359832636,2.3785714285714326,0.02468165848885994,,,,,,,-0.016044386265264166,0.12512938941898724,,,,NONE,0,0,TREND_UP,NORMAL_VOL
