time,open,high,low,close,tick_volume,spread,real_volume
2026-02-17T16:00:00+00:00,1.3671,1.36927,1.3646,1.36484,11795,2,0
2026-02-17T20:00:00+00:00,1.36486,1.36506,1.3633,1.36347,5346,3,0
2026-02-18T00:00:00+00:00,1.36326,1.36479,1.36282,1.36452,2864,3,0
2026-02-18T04:00:00+00:00,1.36455,1.36548,1.36443,1.36526,2360,0,0
2026-02-18T08:00:00+00:00,1.36527,1.36682,1.36493,1.3655599999999999,4030,0,0
2026-02-18T12:00:00+00:00,1.36557,1.36686,1.36372,1.3667799999999999,4806,0,0
2026-02-18T16:00:00+00:00,1.36682,1.36876,1.36594,1.36798,8996,3,0
2026-02-18T20:00:00+00:00,1.36798,1.37001,1.36776,1.36939,6704,2,0
2026-02-19T00:00:00+00:00,1.36931,1.37011,1.36819,1.36893,2118,3,0
2026-02-19T04:00:00+00:00,1.3689200000000001,1.3704399999999999,1.36867,1.37019,2242,1,0
2026-02-19T08:00:00+00:00,1.37019,1.37025,1.36716,1.36745,4054,1,0
2026-02-19T12:00:00+00:00,1.36744,1.37065,1.36674,1.3685800000000001,5727,2,0
2026-02-19T16:00:00+00:00,1.3685800000000001,1.37149,1.36758,1.36961,10750,2,0
2026-02-19T20:00:00+00:00,1.36961,1.37074,1.36791,1.36808,5479,2,0
2026-02-20T00:00:00+00:00,1.3677000000000001,1.37022,1.36722,1.36977,3241,3,0
2026-02-20T04:00:00+00:00,1.36974,1.37028,1.36844,1.3686,3354,3,0
2026-02-20T08:00:00+00:00,1.36864,1.37028,1.36808,1.36889,5682,1,0
2026-02-20T12:00:00+00:00,1.3688799999999999,1.3698299999999999,1.36795,1.36881,6060,2,0
2026-02-20T16:00:00+00:00,1.36882,1.37113,1.36701,1.3686,13320,1,0
2026-02-20T20:00:00+00:00,1.3686,1.36927,1.36689,1.3676599999999999,8222,3,0
2026-02-23T00:00:00+00:00,1.36639,1.36792,1.3648500000000001,1.36643,5122,3,0
2026-02-23T04:00:00+00:00,1.36645,1.36745,1.36605,1.36692,4007,1,0
2026-02-23T08:00:00+00:00,1.36691,1.36735,1.3662,1.36704,4661,2,0
2026-02-23T12:00:00+00:00,1.3670499999999999,1.36999,1.3670499999999999,1.36783,5826,1,0
2026-02-23T16:00:00+00:00,1.36782,1.36966,1.3667500000000001,1.369,10224,3,0
2026-02-23T20:00:00+00:00,1.36899,1.37039,1.36874,1.36969,5206,3,0
2026-02-24T00:00:00+00:00,1.3694600000000001,1.37174,1.3685800000000001,1.37064,3245,2,0
2026-02-24T04:00:00+00:00,1.37063,1.371,1.36963,1.36989,2999,2,0
2026-02-24T08:00:00+00:00,1.3699,1.37082,1.36962,1.36981,5033,1,0
2026-02-24T12:00:00+00:00,1.36981,1.37174,1.36961,1.3714,4811,0,0
2026-02-24T16:00:00+00:00,1.37142,1.37252,1.3700700000000001,1.37052,8200,2,0
2026-02-24T20:00:00+00:00,1.37054,1.37069,1.36945,1.36981,4274,3,0
2026-02-25T00:00:00+00:00,1.36982,1.37058,1.36914,1.36988,3097,3,0
2026-02-25T04:00:00+00:00,1.36992,1.36995,1.36758,1.36773,4839,1,0
2026-02-25T08:00:00+00:00,1.36773,1.36972,1.36742,1.36921,5087,2,0
2026-02-25T12:00:00+00:00,1.36921,1.37065,1.36848,1.37006,4970,1,0
2026-02-25T16:00:00+00:00,1.3700700000000001,1.37047,1.36746,1.36839,8270,0,0
2026-02-25T20:00:00+00:00,1.36838,1.3685800000000001,1.36722,1.36727,4346,3,0
2026-02-26T00:00:00+00:00,1.36773,1.36773,1.36615,1.36622,2700,3,0
2026-02-26T04:00:00+00:00,1.36622,1.36754,1.36591,1.36655,3482,1,0
2026-02-26T08:00:00+00:00,1.36654,1.3679000000000001,1.36595,1.36777,4597,0,0
2026-02-26T12:00:00+00:00,1.36778,1.36913,1.36721,1.36873,4570,1,0
2026-02-26T16:00:00+00:00,1.3688,1.37122,1.36795,1.36991,9440,2,0
2026-02-26T20:00:00+00:00,1.36992,1.37027,1.36825,1.3682699999999999,2795,3,0
2026-02-27T00:00:00+00:00,1.3677000000000001,1.3682,1.36765,1.36799,790,3,0
2026-02-27T04:00:00+00:00,1.36796,1.36796,1.36631,1.3664100000000001,2924,1,0
2026-02-27T08:00:00+00:00,1.3664,1.36777,1.36623,1.36692,4106,1,0
2026-02-27T12:00:00+00:00,1.36691,1.36848,1.366,1.36745,5925,0,0
2026-02-27T16:00:00+00:00,1.3673899999999999,1.36751,1.3625099999999999,1.3630200000000001,11055,3,0
2026-02-27T20:00:00+00:00,1.36301,1.36521,1.36256,1.3636599999999999,5827,3,0
2026-03-02T00:00:00+00:00,1.3642699999999999,1.36735,1.36337,1.36465,8106,3,0
2026-03-02T04:00:00+00:00,1.36464,1.36593,1.3641,1.3659,6484,2,0
2026-03-02T08:00:00+00:00,1.36589,1.36867,1.36422,1.36526,10004,3,0
2026-03-02T12:00:00+00:00,1.36524,1.36852,1.36407,1.36839,8674,2,0
2026-03-02T16:00:00+00:00,1.3684,1.37186,1.36653,1.37022,13100,2,0
2026-03-02T20:00:00+00:00,1.37022,1.37114,1.36598,1.36755,8058,3,0
2026-03-03T00:00:00+00:00,1.3676,1.3677000000000001,1.36613,1.36692,4442,3,0
2026-03-03T04:00:00+00:00,1.36693,1.36798,1.36603,1.3676300000000001,7406,3,0
2026-03-03T08:00:00+00:00,1.36762,1.37106,1.36672,1.37003,10417,2,0
2026-03-03T12:00:00+00:00,1.37,1.37219,1.3682400000000001,1.3708,11811,3,0
2026-03-03T16:00:00+00:00,1.37081,1.37528,1.36589,1.36764,16627,0,0
2026-03-03T20:00:00+00:00,1.3676300000000001,1.3685800000000001,1.36533,1.3676,9212,3,0
2026-03-04T00:00:00+00:00,1.3670200000000001,1.36999,1.36663,1.36894,6577,2,0
2026-03-04T04:00:00+00:00,1.36896,1.3695,1.36774,1.3689200000000001,9931,3,0
2026-03-04T08:00:00+00:00,1.36894,1.3695,1.36481,1.36755,9721,3,0
2026-03-04T12:00:00+00:00,1.36756,1.3679000000000001,1.36441,1.36714,10885,3,0
2026-03-04T16:00:00+00:00,1.36714,1.36904,1.36514,1.36636,11507,3,0
2026-03-04T20:00:00+00:00,1.36634,1.3672900000000001,1.36269,1.36412,6232,3,0
2026-03-05T00:00:00+00:00,1.36406,1.36471,1.3630499999999999,1.3645399999999999,4144,3,0
2026-03-05T04:00:00+00:00,1.3645399999999999,1.36639,1.3639999999999999,1.36638,6409,3,0
2026-03-05T08:00:00+00:00,1.36635,1.36706,1.36279,1.36465,10259,2,0
2026-03-05T12:00:00+00:00,1.36468,1.36507,1.36151,1.36482,8214,2,0
2026-03-05T16:00:00+00:00,1.3649,1.37161,1.36349,1.37016,13470,2,0
2026-03-05T20:00:00+00:00,1.3701699999999999,1.37053,1.36653,1.36742,10202,3,0
2026-03-06T00:00:00+00:00,1.36737,1.36761,1.36564,1.3657599999999999,3879,3,0
2026-03-06T04:00:00+00:00,1.36577,1.36646,1.36535,1.3664,4370,3,0
2026-03-06T08:00:00+00:00,1.3664,1.36726,1.36445,1.36694,13323,0,0
2026-03-06T12:00:00+00:00,1.36696,1.3672,1.36284,1.3648799999999999,26314,0,0
2026-03-06T16:00:00+00:00,1.3648799999999999,1.36745,1.3595,1.35986,50231,0,0
2026-03-06T20:00:00+00:00,1.35985,1.36012,1.3562400000000001,1.35675,27380,0,0
2026-03-09T00:00:00+00:00,1.3602699999999999,1.36066,1.35521,1.35906,25477,0,0
2026-03-09T04:00:00+00:00,1.35906,1.35914,1.35456,1.35522,27883,0,0
2026-03-09T08:00:00+00:00,1.35522,1.35813,1.35467,1.35499,34666,0,0
2026-03-09T12:00:00+00:00,1.35499,1.35788,1.35255,1.35728,54223,0,0
2026-03-09T16:00:00+00:00,1.35728,1.35906,1.35636,1.3584800000000001,62484,0,0
2026-03-09T20:00:00+00:00,1.3584800000000001,1.35987,1.35602,1.35725,43475,0,0
2026-03-10T00:00:00+00:00,1.3572,1.36018,1.35711,1.35958,22237,0,0
2026-03-10T04:00:00+00:00,1.35958,1.36009,1.35842,1.35843,20265,0,0
2026-03-10T08:00:00+00:00,1.35843,1.35865,1.35656,1.35822,26534,0,0
2026-03-10T12:00:00+00:00,1.35822,1.35856,1.3542,1.35766,42299,0,0
2026-03-10T16:00:00+00:00,1.35766,1.35803,1.35463,1.35693,50663,0,0
2026-03-10T20:00:00+00:00,1.35693,1.35858,1.35675,1.35769,40867,0,0
2026-03-11T00:00:00+00:00,1.35769,1.35854,1.35694,1.35715,11605,0,0
2026-03-11T04:00:00+00:00,1.35715,1.3572899999999999,1.35553,1.35606,11302,0,0
2026-03-11T08:00:00+00:00,1.35606,1.35747,1.35548,1.35727,25590,0,0
2026-03-11T12:00:00+00:00,1.35727,1.35962,1.35603,1.35872,42924,0,0
2026-03-11T16:00:00+00:00,1.3587099999999999,1.36053,1.35735,1.3584800000000001,52041,0,0
2026-03-11T20:00:00+00:00,1.3584800000000001,1.35975,1.35835,1.35869,17993,0,0
2026-03-12T00:00:00+00:00,1.35869,1.3605,1.35784,1.35823,19228,0,0
2026-03-12T04:00:00+00:00,1.35823,1.3594300000000001,1.3578299999999999,1.35934,16202,0,0
2026-03-12T08:00:00+00:00,1.35934,1.35938,1.35767,1.35862,20753,0,0
2026-03-12T12:00:00+00:00,1.35862,1.36115,1.35857,1.36083,30453,0,0
2026-03-12T16:00:00+00:00,1.36083,1.36342,1.35977,1.36256,61160,0,0
2026-03-12T20:00:00+00:00,1.36256,1.36452,1.36191,1.3633,22991,0,0
2026-03-13T00:00:00+00:00,1.3632900000000001,1.36462,1.3620999999999999,1.36317,12169,0,0
2026-03-13T04:00:00+00:00,1.36317,1.36478,1.36261,1.36465,14003,0,0
2026-03-13T08:00:00+00:00,1.36465,1.36719,1.36436,1.367,24582,0,0
2026-03-13T12:00:00+00:00,1.367,1.37158,1.3654899999999999,1.36859,51839,0,0
2026-03-13T16:00:00+00:00,1.36859,1.37415,1.3683100000000001,1.37324,64917,0,0
2026-03-13T20:00:00+00:00,1.37324,1.3734899999999999,1.37143,1.37143,27859,0,0
2026-03-16T00:00:00+00:00,1.37265,1.37266,1.37048,1.37054,19041,0,0
2026-03-16T04:00:00+00:00,1.37054,1.37188,1.37045,1.37169,10370,0,0
2026-03-16T08:00:00+00:00,1.37169,1.37228,1.3697599999999999,1.36995,21356,0,0
2026-03-16T12:00:00+00:00,1.36995,1.37022,1.36582,1.36613,35175,0,0
2026-03-16T16:00:00+00:00,1.36613,1.36889,1.36528,1.3679700000000001,45670,0,0
2026-03-16T20:00:00+00:00,1.3679700000000001,1.3688799999999999,1.36688,1.36795,31959,0,0
2026-03-17T00:00:00+00:00,1.36796,1.36904,1.36795,1.36826,7863,0,0
2026-03-17T04:00:00+00:00,1.36826,1.36988,1.36799,1.3697599999999999,10966,0,0
2026-03-17T08:00:00+00:00,1.3697599999999999,1.37012,1.36847,1.36957,17631,0,0
2026-03-17T12:00:00+00:00,1.36957,1.3709799999999999,1.36871,1.36899,13178,1,0
2026-03-17T16:00:00+00:00,1.36899,1.37228,1.36803,1.3691200000000001,19043,0,0
2026-03-17T20:00:00+00:00,1.3691200000000001,1.36993,1.36866,1.36894,5100,1,0
2026-03-18T00:00:00+00:00,1.36895,1.3697,1.3687,1.36927,9435,0,0
2026-03-18T04:00:00+00:00,1.36926,1.37016,1.36901,1.36989,6011,1,0
2026-03-18T08:00:00+00:00,1.36989,1.37127,1.3691,1.36917,8684,1,0
2026-03-18T12:00:00+00:00,1.36916,1.37241,1.3688,1.37113,21484,0,0
2026-03-18T16:00:00+00:00,1.37113,1.37154,1.36878,1.36974,22492,0,0
2026-03-18T20:00:00+00:00,1.36974,1.3737,1.3691200000000001,1.37191,15227,0,0
2026-03-19T00:00:00+00:00,1.3719000000000001,1.37377,1.37144,1.37212,8606,3,0
2026-03-19T04:00:00+00:00,1.37212,1.37318,1.3713899999999999,1.37301,8173,1,0
2026-03-19T08:00:00+00:00,1.37301,1.37476,1.37212,1.37341,17116,0,0
2026-03-19T12:00:00+00:00,1.37341,1.37481,1.3715,1.37189,26035,1,0
2026-03-19T16:00:00+00:00,1.37189,1.37404,1.37057,1.37271,34295,0,0
2026-03-19T20:00:00+00:00,1.37271,1.3744399999999999,1.37046,1.37292,17394,0,0
2026-03-20T00:00:00+00:00,1.37292,1.37426,1.37272,1.37329,9034,0,0
2026-03-20T04:00:00+00:00,1.37329,1.37397,1.37247,1.37396,7053,1,0
2026-03-20T08:00:00+00:00,1.37396,1.37408,1.37111,1.37195,13892,0,0
2026-03-20T12:00:00+00:00,1.37195,1.37289,1.36994,1.37243,20327,0,0
2026-03-20T16:00:00+00:00,1.37243,1.37476,1.37042,1.37077,30830,0,0
2026-03-20T20:00:00+00:00,1.37077,1.37287,1.3704,1.37238,16306,0,0
2026-03-23T00:00:00+00:00,1.3710200000000001,1.37324,1.37038,1.37089,16698,0,0
2026-03-23T04:00:00+00:00,1.37089,1.37323,1.37004,1.37317,11592,1,0
2026-03-23T08:00:00+00:00,1.37317,1.37518,1.37238,1.37496,18553,0,0
2026-03-23T12:00:00+00:00,1.37496,1.37546,1.36835,1.3709500000000001,50572,0,0
2026-03-23T16:00:00+00:00,1.37094,1.37304,1.36699,1.37279,37617,0,0
2026-03-23T20:00:00+00:00,1.3728099999999999,1.37357,1.37093,1.37194,13554,0,0
2026-03-24T00:00:00+00:00,1.37194,1.3749799999999999,1.37171,1.37494,13806,3,0
2026-03-24T04:00:00+00:00,1.37493,1.37602,1.37458,1.3756300000000001,13205,1,0
2026-03-24T08:00:00+00:00,1.3756300000000001,1.37616,1.37255,1.37406,25603,1,0
2026-03-24T12:00:00+00:00,1.37406,1.3761700000000001,1.3728500000000001,1.37428,23366,0,0
2026-03-24T16:00:00+00:00,1.37429,1.37854,1.37297,1.37785,30149,0,0
2026-03-24T20:00:00+00:00,1.37785,1.37835,1.37411,1.3756,18001,0,0
2026-03-25T00:00:00+00:00,1.37561,1.37672,1.37497,1.37669,11160,0,0
2026-03-25T04:00:00+00:00,1.37669,1.37779,1.37656,1.37777,9172,1,0
2026-03-25T08:00:00+00:00,1.37777,1.37952,1.3771499999999999,1.37938,12959,1,0
2026-03-25T12:00:00+00:00,1.37938,1.38,1.37726,1.37897,17252,1,0
2026-03-25T16:00:00+00:00,1.37897,1.381,1.37821,1.38097,21691,0,0
2026-03-25T20:00:00+00:00,1.38097,1.38195,1.37943,1.3805100000000001,9306,0,0
2026-03-26T00:00:00+00:00,1.3805,1.38247,1.3805,1.38233,5798,4,0
2026-03-26T04:00:00+00:00,1.38233,1.38316,1.38165,1.38256,7351,1,0
2026-03-26T08:00:00+00:00,1.38256,1.38384,1.38175,1.38286,11325,0,0
2026-03-26T12:00:00+00:00,1.38286,1.38495,1.3820999999999999,1.38279,14447,0,0
2026-03-26T16:00:00+00:00,1.38279,1.38578,1.38248,1.38547,18777,0,0
2026-03-26T20:00:00+00:00,1.38547,1.38656,1.3836,1.385,13562,0,0
2026-03-27T00:00:00+00:00,1.38547,1.38617,1.3844699999999999,1.38475,8089,5,0
2026-03-27T04:00:00+00:00,1.38475,1.38563,1.38449,1.38548,7861,1,0
2026-03-27T08:00:00+00:00,1.38548,1.38562,1.38453,1.38528,10550,0,0
2026-03-27T12:00:00+00:00,1.38529,1.38708,1.38468,1.38631,13578,1,0
2026-03-27T16:00:00+00:00,1.38631,1.38907,1.3850500000000001,1.38867,19508,0,0
2026-03-27T20:00:00+00:00,1.38867,1.3895,1.38788,1.3890500000000001,7834,0,0
2026-03-30T00:00:00+00:00,1.3874900000000001,1.39028,1.3874900000000001,1.38868,12802,2,0
2026-03-30T04:00:00+00:00,1.38868,1.3895,1.38858,1.38933,9992,5,0
2026-03-30T08:00:00+00:00,1.38934,1.39189,1.3885399999999999,1.39184,9547,0,0
2026-03-30T12:00:00+00:00,1.39184,1.39264,1.39072,1.39256,12452,0,0
2026-03-30T16:00:00+00:00,1.39256,1.39455,1.39146,1.39241,18231,0,0
2026-03-30T20:00:00+00:00,1.39241,1.39311,1.39168,1.39229,10258,0,0
2026-03-31T00:00:00+00:00,1.39113,1.39356,1.39113,1.39218,8195,2,0
2026-03-31T04:00:00+00:00,1.39218,1.39322,1.39163,1.39311,13465,1,0
2026-03-31T08:00:00+00:00,1.3931200000000001,1.39418,1.39258,1.3940000000000001,10752,1,0
2026-03-31T12:00:00+00:00,1.3940000000000001,1.39448,1.39309,1.39395,12626,0,0
2026-03-31T16:00:00+00:00,1.39395,1.39668,1.39241,1.39344,26729,0,0
2026-03-31T20:00:00+00:00,1.39344,1.39397,1.39055,1.39127,18404,0,0
2026-04-01T00:00:00+00:00,1.39108,1.39182,1.3896600000000001,1.38984,5590,1,0
2026-04-01T04:00:00+00:00,1.38984,1.39119,1.38977,1.3909099999999999,9308,3,0
2026-04-01T08:00:00+00:00,1.3909099999999999,1.39116,1.38864,1.389,15173,0,0
2026-04-01T12:00:00+00:00,1.38901,1.38991,1.3884400000000001,1.38951,14388,0,0
