strategy_id,file,compiled,error
p1412_l1_empty,p1412_l1_empty.nts,false,PENDING_PROFIT_VALIDATION
p1412_l2_close_open_logic,p1412_l2_close_open_logic.nts,false,PENDING_PROFIT_VALIDATION
p1412_l3_directional_if_only,p1412_l3_directional_if_only.nts,false,PENDING_PROFIT_VALIDATION
p1412_l4_single_media,p1412_l4_single_media.nts,false,PENDING_PROFIT_VALIDATION
p1412_l5_dual_media,p1412_l5_dual_media.nts,false,PENDING_PROFIT_VALIDATION
