classification,path,exists,references_total,reason
LEGACY_REVIEW,"tests/test_p19p8_generic_restart_suppression.py",True,0,"test file without app reference"
DANGEROUS_TO_TOUCH,"tests/test_p19p9_universal_whatsapp_output_guard.py",True,0,"runtime/router/provider/forensic marker"
LEGACY_REVIEW,"tests/test_p19p_automotive_execution_bias_guard.py",True,0,"test file without app reference"
CONNECTED_SUPPORT,"tests/test_p2071_2080_realtime_paper_runtime.py",True,1,"referenced by app code: 1"
LEGACY_REVIEW,"tests/test_p2071_2080b_repair.py",True,0,"test file without app reference"
CONNECTED_SUPPORT,"tests/test_p2081_2090_realtime_portfolio_governance.py",True,1,"referenced by app code: 1"
CONNECTED_SUPPORT,"tests/test_p2091_2100_realtime_intelligence_layer.py",True,1,"referenced by app code: 1"
CONNECTED_SUPPORT,"tests/test_p2101_2110_autonomous_paper_operations.py",True,1,"referenced by app code: 1"
CONNECTED_SUPPORT,"tests/test_p2111_2120_maximum_technical_capacity.py",True,1,"referenced by app code: 1"
LEGACY_REVIEW,"tests/test_p2121_plus_continuous_max_capacity_audit.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p2131_2150_ftmo_paper_compliance_assurance.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p2151_plus_readiness_dossier_gate_review.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p2223_broker_emulator.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p2224_2226_core.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p2227_2229.py",True,0,"test file without app reference"
ACTIVE_CORE,"tests/test_p445m_maintenance_checklist.py",True,0,"matches cognition/runtime core marker"
DANGEROUS_TO_TOUCH,"tests/test_p463k_memory_whatsapp_contract.py",True,0,"runtime/router/provider/forensic marker"
LEGACY_REVIEW,"tests/test_p464d_memory_quarantine_manifest.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p465d_semantic_retrieval_bridge.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p465g_retrieval_failsafe.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p465o_composite_retrieval_answer.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p472b_capability_recovery_bridge.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p472c_capability_pipeline_aux.disabled",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p473b_ready_capability_bridge.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p474a_capability_orchestrator.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p474b_orchestrator_diagnostic_mode.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p474c_orchestrator_diagnostic_runner.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p474d_capability_usage_ledger.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p474e_capability_effectiveness.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p475_universal_capability_registry.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p476_drive_capability_absorption.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p477_drive_processed_queue.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p478_batch_drive_processor.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p479_knowledge_extraction_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p480_capability_reconstruction_planner.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p481_runtime_review_queue.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p482_runtime_prioritization.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p483_safe_code_generation_gate.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p484_capability_reconstruction_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p485_drive_knowledge_graph.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p486_orphan_recovery_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p487_capability_merge_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p488_technical_gap_detector.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489_full_repository_intelligence.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489a_file_ingestion_pipeline.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489b2_routing_safety_audit.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489b_safe_physical_file_routing.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489c_limited_routing_execution.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489d_post_routing_validation.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489e_multi_extension_file_reader.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489f_content_extraction_to_knowledge.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489g_unknown_extension_classifier.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489h_specialized_parser_backlog.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489i_specialized_parser_plan.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p489j_file_intelligence_expansion_plan.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p490_sovereign_certification.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p491_idea_comprehension_depth_match.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p491b_zip_archive_reader_extractor.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p491e2_drive_absorption_resilient_audit.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p491e_continuous_drive_absorption_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p491f2_drive_scan_monitor.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p491f3_drive_scan_monitor_ascii_safe.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p491f_drive_recursive_paged_inventory.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55a_bovine_sports_genetics.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55b_bull_web_absorption.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55c_supabase_ingestion_writer.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55d_deduplicated_evidence_writer.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55e_source_queue_seeds.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55f_bull_candidate_ingestion.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55g_pedigree_edge_ingestion.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55h_media_event_ingestion.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55i_biomechanics_score_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55j_digital_judge_score_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55k_valuation_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55l_executive_decision_api.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55m1_valuation_dedup_cleaner.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55m_identity_merge_resolver.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55n_fastapi_routes.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55o_audit_endpoint.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55p_global_web_absorption_runtime.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55q_worker_fetch_parse.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55r_claim_to_entity_promoter.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55s_source_expansion_autopilot.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55t_real_fetcher_search_connector.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55u_real_result_claim_extractor.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55v_pedigree_extractor.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55w_video_metadata_extractor.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55x1_fake_animal_cleaner.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55x2_human_family_name_cleaner.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55x3_org_fragment_cleaner.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55x4_strict_animal_name_normalizer.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55x5_final_phrase_cleaner.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55x6_cross_duplicate_cleaner.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55x_genetic_graph_builder.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55y_country_comparator.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p55z_executive_snapshot.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b2_real_cv_pipeline.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b3_video_web_discovery_queue.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b4_youtube_acquisition_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b4a_duration_filter.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b5_judge_real_biomechanics_binder.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b5_youtube_url_resolver.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b6_real_valuation_binder.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b7_real_ranking_api.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b8_real_country_ranking_recalculator.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56b_video_computer_vision_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56c_pedigree_source_validation.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56d1_market_price_dedup_validator.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56d_market_valuation_real_prices.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56f1_animal_discovery_engine.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56f1a_strict_candidate_filter.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56f2_database_sanitizer.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p56f_autonomous_video_discovery_loop.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p7_integration_guardrails.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p7_isolated_adapters.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p8_12_planner_active_policy.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p8_15_real_planner.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p8_19_planner_sandbox.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p8_23_consumption_contract.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p8_shadow_implementation.py",True,0,"test file without app reference"
LEGACY_REVIEW,"tests/test_p9_runtime_consumption.py",True,0,"test file without app reference"
