time,open,high,low,close,tick_volume
2026-01-08 08:00:00,4425.49,4429.4,4416.01,4426.1,16824
2026-01-08 08:30:00,4426.12,4437.74,4426.12,4433.3,16840
2026-01-08 09:00:00,4433.31,4439.75,4430.78,4436.57,10927
2026-01-08 09:30:00,4436.58,4436.78,4428.48,4430.96,8593
2026-01-08 10:00:00,4430.96,4433.4,4425.34,4426.89,11373
2026-01-08 10:30:00,4426.89,4432.95,4419.87,4431.65,13616
2026-01-08 11:00:00,4431.67,4435.4,4426.08,4430.37,11103
2026-01-08 11:30:00,4430.37,4434.89,4429.07,4432.65,9344
2026-01-08 12:00:00,4432.64,4432.74,4423.06,4424.65,9373
2026-01-08 12:30:00,4424.65,4434.88,4423.71,4433.29,6919
2026-01-08 13:00:00,4433.26,4433.26,4424.75,4426.42,8127
2026-01-08 13:30:00,4426.41,4428.12,4422.17,4422.84,7898
2026-01-08 14:00:00,4422.86,4422.97,4407.73,4420.53,15222
2026-01-08 14:30:00,4420.53,4431.34,4420.16,4427.73,12317
2026-01-08 15:00:00,4427.73,4436.03,4417.32,4434.51,16636
2026-01-08 15:30:00,4434.51,4435.63,4421.8,4423.8,15720
2026-01-08 16:00:00,4423.8,4430.18,4419.16,4427.81,15102
2026-01-08 16:30:00,4427.75,4439.39,4421.87,4433.0,26277
2026-01-08 17:00:00,4433.0,4453.98,4427.85,4447.65,21526
2026-01-08 17:30:00,4447.65,4456.43,4446.76,4454.11,18671
2026-01-08 18:00:00,4454.11,4457.93,4446.98,4453.6,16235
2026-01-08 18:30:00,4453.58,4464.49,4451.91,4463.26,14462
2026-01-08 19:00:00,4463.28,4465.39,4457.65,4461.66,11603
2026-01-08 19:30:00,4461.67,4464.05,4458.91,4463.37,9203
2026-01-08 20:00:00,4463.37,4463.38,4449.38,4452.14,11347
2026-01-08 20:30:00,4452.14,4454.99,4447.97,4449.63,10335
2026-01-08 21:00:00,4449.63,4451.22,4444.65,4447.77,10268
2026-01-08 21:30:00,4447.77,4452.86,4447.66,4452.12,8156
2026-01-08 22:00:00,4452.08,4473.74,4451.47,4469.97,11207
2026-01-08 22:30:00,4469.97,4478.13,4469.97,4476.04,14016
2026-01-08 23:00:00,4476.07,4479.52,4472.68,4475.16,3405
2026-01-08 23:30:00,4475.08,4478.58,4472.63,4477.8,2720
2026-01-09 01:00:00,4477.8,4483.92,4475.16,4477.18,7421
2026-01-09 01:30:00,4477.18,4477.48,4472.74,4475.56,5079
2026-01-09 02:00:00,4475.56,4476.71,4463.47,4465.8,6385
2026-01-09 02:30:00,4465.8,4468.64,4460.03,4462.83,8003
2026-01-09 03:00:00,4462.83,4465.61,4452.87,4457.32,16758
2026-01-09 03:30:00,4457.32,4470.0,4456.1,4468.91,13387
2026-01-09 04:00:00,4468.9,4476.45,4468.81,4472.28,10778
2026-01-09 04:30:00,4472.28,4475.62,4465.62,4469.47,12253
2026-01-09 05:00:00,4469.45,4469.97,4461.08,4463.45,12386
2026-01-09 05:30:00,4463.45,4465.81,4460.49,4464.14,6273
2026-01-09 06:00:00,4464.14,4465.69,4460.74,4462.79,5398
2026-01-09 06:30:00,4462.79,4466.8,4461.6,4464.71,4593
2026-01-09 07:00:00,4464.71,4466.77,4458.24,4464.63,5349
2026-01-09 07:30:00,4464.67,4471.75,4464.48,4468.04,10650
2026-01-09 08:00:00,4468.06,4473.58,4466.03,4473.58,11015
2026-01-09 08:30:00,4473.58,4477.42,4472.81,4474.2,9493
2026-01-09 09:00:00,4474.2,4475.54,4468.76,4470.29,7090
2026-01-09 09:30:00,4470.29,4473.51,4468.64,4470.38,5613
2026-01-09 10:00:00,4470.38,4476.91,4466.34,4473.27,8099
2026-01-09 10:30:00,4473.27,4473.91,4464.05,4468.57,8002
2026-01-09 11:00:00,4468.57,4477.63,4468.43,4473.89,7790
2026-01-09 11:30:00,4473.88,4475.15,4470.78,4471.18,5678
2026-01-09 12:00:00,4471.18,4474.25,4469.07,4469.07,4203
2026-01-09 12:30:00,4469.07,4472.8,4467.1,4472.62,5727
2026-01-09 13:00:00,4472.62,4474.75,4469.92,4470.66,5113
2026-01-09 13:30:00,4470.66,4476.19,4468.73,4475.38,6241
2026-01-09 14:00:00,4475.38,4480.45,4467.04,4467.72,8703
2026-01-09 14:30:00,4467.7,4468.68,4461.04,4466.02,8508
2026-01-09 15:00:00,4466.07,4474.66,4462.08,4472.57,14936
2026-01-09 15:30:00,4472.57,4491.9,4458.95,4482.79,22846
2026-01-09 16:00:00,4482.79,4496.47,4480.61,4494.4,19304
2026-01-09 16:30:00,4494.38,4498.12,4479.33,4494.03,24131
2026-01-09 17:00:00,4494.03,4510.99,4490.34,4505.37,23094
2026-01-09 17:30:00,4505.45,4517.2,4505.38,4512.33,18944
2026-01-09 18:00:00,4512.33,4514.34,4499.86,4503.72,18558
2026-01-09 18:30:00,4503.72,4508.14,4500.89,4506.58,12753
2026-01-09 19:00:00,4506.58,4511.73,4502.05,4503.88,11354
