time,open,high,low,close,volume
2015-08-21 20:00:00+00:00,1.31588,1.31874,1.3153,1.31854,28195
2015-08-24 00:00:00+00:00,1.31789,1.32371,1.3177,1.32272,14476
2015-08-24 04:00:00+00:00,1.3227,1.32557,1.32179,1.32427,22361
2015-08-24 08:00:00+00:00,1.32425,1.32577,1.32129,1.32415,25293
2015-08-24 12:00:00+00:00,1.32414,1.32717,1.32277,1.32478,31875
2015-08-24 16:00:00+00:00,1.32484,1.32898,1.31416,1.31958,51141
2015-08-24 20:00:00+00:00,1.31958,1.32843,1.31943,1.32799,32604
2015-08-25 00:00:00+00:00,1.32791,1.32911,1.32685,1.32724,12456
2015-08-25 04:00:00+00:00,1.32727,1.32764,1.3245,1.32535,13490
2015-08-25 08:00:00+00:00,1.32535,1.32978,1.3208,1.32235,29431
2015-08-25 12:00:00+00:00,1.32234,1.32256,1.3144,1.32045,36457
2015-08-25 16:00:00+00:00,1.32051,1.33256,1.31994,1.3314,42000
2015-08-25 20:00:00+00:00,1.33143,1.3353,1.33056,1.33322,25869
2015-08-26 00:00:00+00:00,1.33325,1.33487,1.3323,1.33358,14852
2015-08-26 04:00:00+00:00,1.33357,1.33437,1.33054,1.33091,17696
2015-08-26 08:00:00+00:00,1.33088,1.33219,1.32731,1.32833,28881
2015-08-26 12:00:00+00:00,1.32833,1.33041,1.32504,1.32822,33830
2015-08-26 16:00:00+00:00,1.32821,1.3336,1.32763,1.33122,41496
2015-08-26 20:00:00+00:00,1.33121,1.33428,1.32849,1.32849,24591
2015-08-27 00:00:00+00:00,1.3286,1.33051,1.3286,1.32921,12436
2015-08-27 04:00:00+00:00,1.32922,1.32941,1.32651,1.32883,12454
2015-08-27 08:00:00+00:00,1.3288,1.32947,1.32126,1.32233,28063
2015-08-27 12:00:00+00:00,1.32227,1.32555,1.31859,1.32429,29035
2015-08-27 16:00:00+00:00,1.32431,1.32785,1.31788,1.31961,41685
2015-08-27 20:00:00+00:00,1.31963,1.32462,1.31883,1.31939,25335
2015-08-28 00:00:00+00:00,1.31959,1.3204,1.31848,1.31866,7618
2015-08-28 04:00:00+00:00,1.31866,1.31947,1.31666,1.31877,12487
2015-08-28 08:00:00+00:00,1.31877,1.32367,1.31811,1.32287,28476
2015-08-28 12:00:00+00:00,1.32287,1.32988,1.32049,1.32888,38286
2015-08-28 16:00:00+00:00,1.32888,1.33001,1.32025,1.32088,47154
2015-08-28 20:00:00+00:00,1.32088,1.32434,1.3197,1.31986,23002
2015-08-31 00:00:00+00:00,1.32084,1.32422,1.32069,1.32341,8660
2015-08-31 04:00:00+00:00,1.32349,1.32512,1.32264,1.32322,13126
2015-08-31 08:00:00+00:00,1.32321,1.32718,1.32259,1.32582,19530
2015-08-31 12:00:00+00:00,1.32582,1.32852,1.32286,1.32851,21375
2015-08-31 16:00:00+00:00,1.32851,1.33266,1.31958,1.32106,30862
2015-08-31 20:00:00+00:00,1.32106,1.32118,1.31165,1.31387,20561
2015-09-01 00:00:00+00:00,1.31357,1.31522,1.31324,1.31445,8859
2015-09-01 04:00:00+00:00,1.31445,1.31526,1.3123,1.31476,13966
2015-09-01 08:00:00+00:00,1.31475,1.32329,1.31346,1.3213,30712
2015-09-01 12:00:00+00:00,1.3213,1.3225,1.31179,1.3163,37524
2015-09-01 16:00:00+00:00,1.31636,1.32126,1.31221,1.31754,42326
2015-09-01 20:00:00+00:00,1.31753,1.32575,1.31631,1.32568,27827
2015-09-02 00:00:00+00:00,1.32587,1.32587,1.3233,1.32371,14773
2015-09-02 04:00:00+00:00,1.32371,1.32452,1.32229,1.32247,17779
2015-09-02 08:00:00+00:00,1.3225,1.32523,1.32169,1.3241,26838
2015-09-02 12:00:00+00:00,1.32409,1.32772,1.3217,1.32181,32893
2015-09-02 16:00:00+00:00,1.32178,1.33238,1.31987,1.3268,43087
2015-09-02 20:00:00+00:00,1.32685,1.32943,1.3256,1.32663,33794
2015-09-03 00:00:00+00:00,1.3268,1.32742,1.32596,1.32673,10555
2015-09-03 04:00:00+00:00,1.32671,1.32758,1.32594,1.32659,14216
