time,open,high,low,close,tick_volume,spread,real_volume
2026-04-27 17:35:00,24139.7,24169.7,24131.7,24145.2,813,50,0
2026-04-27 17:40:00,24145.7,24152.2,24123.2,24145.7,730,50,0
2026-04-27 17:45:00,24146.2,24150.7,24127.2,24131.7,664,50,0
2026-04-27 17:50:00,24131.2,24136.7,24105.2,24113.7,617,50,0
2026-04-27 17:55:00,24114.2,24115.2,24087.2,24091.2,719,50,0
2026-04-27 18:00:00,24093.7,24097.7,24049.2,24054.7,765,50,0
2026-04-27 18:05:00,24054.2,24067.7,24045.7,24066.7,621,50,0
2026-04-27 18:10:00,24066.2,24087.7,24060.7,24082.7,611,50,0
2026-04-27 18:15:00,24083.2,24100.7,24076.2,24082.7,648,50,0
2026-04-27 18:20:00,24083.7,24086.7,24051.7,24067.2,766,50,0
2026-04-27 18:25:00,24066.2,24095.2,24061.2,24094.7,573,50,0
2026-04-27 18:30:00,24094.2,24109.1,24078.6,24083.1,545,50,0
2026-04-27 18:35:00,24084.1,24094.6,24079.6,24093.1,535,80,0
2026-04-27 18:40:00,24092.1,24110.6,24088.6,24103.6,442,80,0
2026-04-27 18:45:00,24103.1,24116.1,24101.6,24101.6,446,80,0
2026-04-27 18:50:00,24102.1,24121.1,24098.6,24120.6,385,80,0
2026-04-27 18:55:00,24121.1,24146.1,24117.6,24141.6,287,80,0
2026-04-27 19:00:00,24144.1,24148.1,24126.1,24139.1,326,80,0
2026-04-27 19:05:00,24140.1,24146.6,24136.1,24138.1,239,80,0
2026-04-27 19:10:00,24138.6,24152.6,24138.1,24148.1,238,80,0
2026-04-27 19:15:00,24148.6,24156.1,24144.1,24147.6,204,80,0
2026-04-27 19:20:00,24148.1,24150.1,24133.6,24134.1,247,80,0
2026-04-27 19:25:00,24134.6,24136.6,24129.6,24133.1,171,80,0
2026-04-27 19:30:00,24133.6,24136.1,24128.6,24132.6,189,80,0
2026-04-27 19:35:00,24133.1,24135.1,24129.6,24135.1,187,80,0
2026-04-27 19:40:00,24134.6,24135.6,24124.6,24126.1,163,80,0
2026-04-27 19:45:00,24125.6,24140.6,24125.1,24138.1,165,80,0
2026-04-27 19:50:00,24137.1,24139.1,24130.1,24136.1,146,80,0
2026-04-27 19:55:00,24136.6,24139.6,24131.6,24137.6,166,80,0
2026-04-27 20:00:00,24138.1,24148.6,24138.1,24145.6,115,80,0
2026-04-27 20:05:00,24145.1,24152.1,24143.6,24145.6,158,80,0
2026-04-27 20:10:00,24145.1,24145.6,24135.6,24141.6,156,80,0
2026-04-27 20:15:00,24142.1,24144.6,24109.6,24120.6,202,80,0
2026-04-27 20:20:00,24120.1,24147.6,24115.1,24129.1,273,80,0
2026-04-27 20:25:00,24127.6,24146.6,24127.6,24143.6,258,80,0
2026-04-27 20:30:00,24142.6,24165.1,24141.6,24161.6,246,80,0
2026-04-27 20:35:00,24162.1,24162.1,24142.6,24143.6,220,80,0
2026-04-27 20:40:00,24144.1,24144.1,24134.1,24135.1,198,80,0
2026-04-27 20:45:00,24134.6,24137.1,24129.6,24132.1,139,80,0
2026-04-27 20:50:00,24132.6,24136.6,24129.6,24131.6,147,80,0
2026-04-27 20:55:00,24132.1,24140.1,24132.1,24135.1,103,80,0
2026-04-27 21:00:00,24134.6,24136.1,24124.1,24125.1,138,80,0
2026-04-27 21:05:00,24124.1,24133.6,24122.1,24130.1,113,80,0
2026-04-27 21:10:00,24130.6,24138.1,24130.1,24135.1,92,80,0
2026-04-27 21:15:00,24136.1,24143.6,24135.1,24141.1,116,80,0
2026-04-27 21:20:00,24140.6,24150.1,24136.1,24147.6,122,80,0
2026-04-27 21:25:00,24147.1,24151.6,24143.6,24149.6,147,80,0
2026-04-27 21:30:00,24148.6,24149.6,24142.6,24145.6,144,80,0
2026-04-27 21:35:00,24145.1,24152.6,24145.1,24151.1,81,80,0
2026-04-27 21:40:00,24150.6,24151.1,24138.1,24139.1,126,80,0
2026-04-27 21:45:00,24138.6,24142.1,24134.6,24139.1,99,80,0
2026-04-27 21:50:00,24138.6,24143.6,24136.1,24137.6,74,80,0
2026-04-27 21:55:00,24136.6,24140.1,24135.6,24136.1,99,80,0
