signal_id,edge_id,symbol,timeframe,signal,candle_time,candle_hash,dataset_hash,status,created_at,order_file
"70ec065f-12b3-43e4-bc9d-d5f1cbf5fa82","EDGE_GBPUSD_M30_EMA_CROSS_SESSION_FILTER","GBPUSD","M30","SELL","2026-06-15 20:00:00","271841034365B272655F2013DF7BE4927D0C382D6163BE4F1B0D38D4CDBE4815","769A0972321721F6019916D000660214D7970156A99F7FD7C4815B8A2E347105","PENDING","2026-06-20T21:02:32","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\Common\Files\mt5_order.txt"
