"symbol","class","timeframe","strategy","family","params","trades","pf","winrate","maxdd","payoff","netprofit","status","approved"
"USDJPY","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=89","112","0,9452","21,43","6,14","3,4657","-1,142","BACKTESTED","False"
"USDJPY","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=89","112","0,9452","21,43","6,14","3,4657","-1,142","BACKTESTED","False"
"USDJPY","FOREX","H1","EMA_CROSS","TREND","fast=9;slow=144","65","0,9446","27,69","13,381","2,4664","-1,442","BACKTESTED","False"
"USDJPY","FOREX","H1","SMA_CROSS","TREND","fast=9;slow=144","65","0,9446","27,69","13,381","2,4664","-1,442","BACKTESTED","False"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=21","288","0,9442","36,81","0,02582","1,5945","-0,00803","BACKTESTED","False"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=21","288","0,9442","36,81","0,02582","1,5945","-0,00803","BACKTESTED","False"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=9;slow=34","182","0,9423","36,26","0,10091","1,6419","-0,03337","BACKTESTED","False"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=9;slow=34","182","0,9423","36,26","0,10091","1,6419","-0,03337","BACKTESTED","False"
"GBPUSD","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=55","96","0,9414","35,42","0,03957","1,7167","-0,00758","BACKTESTED","False"
"GBPUSD","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=55","96","0,9414","35,42","0,03957","1,7167","-0,00758","BACKTESTED","False"
"GBPUSD","FOREX","H4","SMA_CROSS","TREND","fast=5;slow=144","96","0,9414","21,88","0,10351","3,3622","-0,02443","BACKTESTED","False"
"GBPUSD","FOREX","H4","EMA_CROSS","TREND","fast=5;slow=144","96","0,9414","21,88","0,10351","3,3622","-0,02443","BACKTESTED","False"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=21","285","0,9401","32,63","0,06692","1,9308","-0,01993","BACKTESTED","False"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=21","285","0,9401","32,63","0,06692","1,9308","-0,01993","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=21;slow=34","171","0,9394","39,18","49,265","1,4582","-12,846","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=21;slow=34","171","0,9394","39,18","49,265","1,4582","-12,846","BACKTESTED","False"
"EURUSD","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=21","293","0,9381","33,45","0,06981","1,857","-0,016","BACKTESTED","False"
"EURUSD","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=21","293","0,9381","33,45","0,06981","1,857","-0,016","BACKTESTED","False"
"GBPUSD","FOREX","M5","EMA_CROSS","TREND","fast=8;slow=89","111","0,9377","28,83","0,01785","2,2271","-0,00351","BACKTESTED","False"
"GBPUSD","FOREX","M5","SMA_CROSS","TREND","fast=8;slow=89","111","0,9377","28,83","0,01785","2,2271","-0,00351","BACKTESTED","False"
"USDJPY","FOREX","H4","EMA_CROSS","TREND","fast=9;slow=144","77","0,9355","23,38","41,765","3,0664","-4,654","BACKTESTED","False"
"USDJPY","FOREX","H4","SMA_CROSS","TREND","fast=9;slow=144","77","0,9355","23,38","41,765","3,0664","-4,654","BACKTESTED","False"
"USDJPY","FOREX","M5","SMA_CROSS","TREND","fast=13;slow=21","276","0,9354","35,87","1,332","1,6535","-0,432","BACKTESTED","False"
"USDJPY","FOREX","M5","EMA_CROSS","TREND","fast=13;slow=21","276","0,9354","35,87","1,332","1,6535","-0,432","BACKTESTED","False"
"USDJPY","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=144","61","0,9346","29,51","44,069","2,2327","-4,353","BACKTESTED","False"
"USDJPY","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=144","61","0,9346","29,51","44,069","2,2327","-4,353","BACKTESTED","False"
"GBPUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","102","0,9333","37,25","0,16638","1,5718","-0,03385","BACKTESTED","False"
"GBPUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","102","0,9333","37,25","0,16638","1,5718","-0,03385","BACKTESTED","False"
"USDCHF","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=21","274","0,9321","31,02","0,03967","2,0726","-0,01966","BACKTESTED","False"
"USDCHF","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=21","274","0,9321","31,02","0,03967","2,0726","-0,01966","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=5;slow=34","224","0,9315","32,59","0,66539","1,9268","-0,19053","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=5;slow=34","224","0,9315","32,59","0,66539","1,9268","-0,19053","BACKTESTED","False"
"USDJPY","FOREX","H4","SMA_CROSS","TREND","fast=5;slow=21","292","0,9266","35,62","27,327","1,675","-10,411","BACKTESTED","False"
"USDJPY","FOREX","H4","EMA_CROSS","TREND","fast=8;slow=21","270","0,9266","34,81","22,847","1,7349","-9,644","BACKTESTED","False"
"USDJPY","FOREX","H4","SMA_CROSS","TREND","fast=8;slow=21","270","0,9266","34,81","22,847","1,7349","-9,644","BACKTESTED","False"
"USDJPY","FOREX","H4","EMA_CROSS","TREND","fast=5;slow=21","292","0,9266","35,62","27,327","1,675","-10,411","BACKTESTED","False"
"GBPUSD","FOREX","H1","EMA_CROSS","TREND","fast=9;slow=34","182","0,9263","30,22","0,06505","2,1222","-0,02734","BACKTESTED","False"
"GBPUSD","FOREX","H1","SMA_CROSS","TREND","fast=9;slow=34","182","0,9263","30,22","0,06505","2,1222","-0,02734","BACKTESTED","False"
"GBPUSD","FOREX","M5","SMA_CROSS","TREND","fast=9;slow=89","105","0,9258","30,48","0,01895","2,112","-0,00415","BACKTESTED","False"
"GBPUSD","FOREX","M5","EMA_CROSS","TREND","fast=9;slow=89","105","0,9258","30,48","0,01895","2,112","-0,00415","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=9;slow=21","254","0,9243","34,65","0,6227","1,7436","-0,24616","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=9;slow=21","254","0,9243","34,65","0,6227","1,7436","-0,24616","BACKTESTED","False"
"GBPUSD","FOREX","M5","EMA_CROSS","TREND","fast=9;slow=144","60","0,9234","28,33","0,0196","2,3356","-0,00333","BACKTESTED","False"
"GBPUSD","FOREX","M5","SMA_CROSS","TREND","fast=9;slow=144","60","0,9234","28,33","0,0196","2,3356","-0,00333","BACKTESTED","False"
"EURUSD","FOREX","D1","SMA_CROSS","TREND","fast=8;slow=21","278","0,9216","36,69","0,76351","1,5903","-0,2063","BACKTESTED","False"
"EURUSD","FOREX","D1","EMA_CROSS","TREND","fast=8;slow=21","278","0,9216","36,69","0,76351","1,5903","-0,2063","BACKTESTED","False"
"USDJPY","FOREX","M5","SMA_CROSS","TREND","fast=8;slow=34","196","0,9213","29,59","1,662","2,1603","-0,445","BACKTESTED","False"
"USDJPY","FOREX","M5","EMA_CROSS","TREND","fast=8;slow=34","196","0,9213","29,59","1,662","2,1603","-0,445","BACKTESTED","False"
"GBPUSD","FOREX","H1","SMA_CROSS","TREND","fast=13;slow=21","272","0,9197","38,24","0,07163","1,4857","-0,03696","BACKTESTED","False"
"GBPUSD","FOREX","H1","EMA_CROSS","TREND","fast=13;slow=21","272","0,9197","38,24","0,07163","1,4857","-0,03696","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=13;slow=21","266","0,9194","40,6","0,49551","1,345","-0,26319","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=13;slow=21","266","0,9194","40,6","0,49551","1,345","-0,26319","BACKTESTED","False"
"USDCHF","FOREX","H1","SMA_CROSS","TREND","fast=21;slow=55","103","0,9189","32,04","0,07355","1,9492","-0,01433","BACKTESTED","False"
"USDCHF","FOREX","H1","EMA_CROSS","TREND","fast=21;slow=55","103","0,9189","32,04","0,07355","1,9492","-0,01433","BACKTESTED","False"
"USDJPY","FOREX","M5","EMA_CROSS","TREND","fast=8;slow=21","300","0,9184","31,67","1,718","1,9528","-0,575","BACKTESTED","False"
"USDJPY","FOREX","M5","SMA_CROSS","TREND","fast=8;slow=21","300","0,9184","31,67","1,718","1,9528","-0,575","BACKTESTED","False"
"USDCHF","FOREX","M5","EMA_CROSS","TREND","fast=5;slow=55","164","0,918","28,66","0,01903","2,2853","-0,0051","BACKTESTED","False"
"USDCHF","FOREX","M5","SMA_CROSS","TREND","fast=5;slow=55","164","0,918","28,66","0,01903","2,2853","-0,0051","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=13;slow=21","284","0,9172","39,79","0,02547","1,3637","-0,00711","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=13;slow=21","284","0,9172","39,79","0,02547","1,3637","-0,00711","BACKTESTED","False"
"EURUSD","FOREX","D1","EMA_CROSS","TREND","fast=21;slow=89","78","0,917","30,77","0,21265","2,0632","-0,10798","BACKTESTED","False"
"EURUSD","FOREX","D1","SMA_CROSS","TREND","fast=21;slow=89","78","0,917","30,77","0,21265","2,0632","-0,10798","BACKTESTED","False"
"GBPUSD","FOREX","H1","SMA_CROSS","TREND","fast=8;slow=21","264","0,9164","33,71","0,08328","1,7916","-0,038","BACKTESTED","False"
"GBPUSD","FOREX","H1","EMA_CROSS","TREND","fast=8;slow=21","264","0,9164","33,71","0,08328","1,7916","-0,038","BACKTESTED","False"
"EURUSD","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=21","296","0,9133","33,78","0,0516","1,7901","-0,03034","BACKTESTED","False"
"EURUSD","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=21","296","0,9133","33,78","0,0516","1,7901","-0,03034","BACKTESTED","False"
"GBPUSD","FOREX","H1","SMA_CROSS","TREND","fast=8;slow=34","184","0,9126","30,43","0,07039","2,086","-0,03311","BACKTESTED","False"
"GBPUSD","FOREX","H1","EMA_CROSS","TREND","fast=8;slow=34","184","0,9126","30,43","0,07039","2,086","-0,03311","BACKTESTED","False"
"USDCHF","FOREX","M5","EMA_CROSS","TREND","fast=8;slow=34","185","0,9119","30,81","0,02591","2,0319","-0,00583","BACKTESTED","False"
"USDCHF","FOREX","M5","SMA_CROSS","TREND","fast=8;slow=34","185","0,9119","30,81","0,02591","2,0319","-0,00583","BACKTESTED","False"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=21","256","0,911","40,62","0,1847","1,3314","-0,06594","BACKTESTED","False"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=21","256","0,911","40,62","0,1847","1,3314","-0,06594","BACKTESTED","False"
"EURUSD","FOREX","M30","EMA_CROSS","TREND","fast=13;slow=21","251","0,9086","37,85","0,06083","1,492","-0,02227","BACKTESTED","False"
"EURUSD","FOREX","M30","SMA_CROSS","TREND","fast=13;slow=21","251","0,9086","37,85","0,06083","1,492","-0,02227","BACKTESTED","False"
"USDCHF","FOREX","M5","SMA_CROSS","TREND","fast=8;slow=55","140","0,9076","25,71","0,01928","2,5967","-0,00539","BACKTESTED","False"
"USDCHF","FOREX","M5","EMA_CROSS","TREND","fast=8;slow=55","140","0,9076","25,71","0,01928","2,5967","-0,00539","BACKTESTED","False"
"USDJPY","FOREX","H4","SMA_CROSS","TREND","fast=9;slow=21","252","0,9075","36,11","26,541","1,6056","-11,929","BACKTESTED","False"
"USDJPY","FOREX","H4","EMA_CROSS","TREND","fast=9;slow=21","252","0,9075","36,11","26,541","1,6056","-11,929","BACKTESTED","False"
"GBPUSD","FOREX","M5","EMA_CROSS","TREND","fast=13;slow=89","91","0,9073","34,07","0,01945","1,7561","-0,00518","BACKTESTED","False"
"GBPUSD","FOREX","M5","SMA_CROSS","TREND","fast=13;slow=89","91","0,9073","34,07","0,01945","1,7561","-0,00518","BACKTESTED","False"
"USDCHF","FOREX","M30","EMA_CROSS","TREND","fast=21;slow=55","99","0,907","39,39","0,03572","1,3954","-0,01126","BACKTESTED","False"
"USDCHF","FOREX","M30","SMA_CROSS","TREND","fast=21;slow=55","99","0,907","39,39","0,03572","1,3954","-0,01126","BACKTESTED","False"
"USDJPY","FOREX","M5","EMA_CROSS","TREND","fast=21;slow=34","166","0,9069","38,55","1,523","1,4454","-0,505","BACKTESTED","False"
"USDJPY","FOREX","M5","SMA_CROSS","TREND","fast=21;slow=34","166","0,9069","38,55","1,523","1,4454","-0,505","BACKTESTED","False"
"USDJPY","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=21","268","0,9061","38,81","28,531","1,4289","-12,878","BACKTESTED","False"
"USDJPY","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=21","268","0,9061","38,81","28,531","1,4289","-12,878","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=8;slow=34","196","0,9029","31,12","0,16326","1,9982","-0,05515","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=8;slow=34","196","0,9029","31,12","0,16326","1,9982","-0,05515","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=21;slow=89","66","0,9025","33,33","0,02064","1,805","-0,004","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=21;slow=89","66","0,9025","33,33","0,02064","1,805","-0,004","BACKTESTED","False"
"USDJPY","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=21","293","0,9024","33,45","7,35","1,7956","-3,671","BACKTESTED","False"
"USDJPY","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=21","293","0,9024","33,45","7,35","1,7956","-3,671","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=5;slow=144","78","0,9009","28,21","0,01837","2,2931","-0,00416","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=5;slow=144","78","0,9009","28,21","0,01837","2,2931","-0,00416","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=8;slow=55","146","0,8968","31,51","0,02022","1,9495","-0,00667","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=8;slow=55","146","0,8968","31,51","0,02022","1,9495","-0,00667","BACKTESTED","False"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=21","301","0,896","39,2","0,03615","1,3896","-0,01452","BACKTESTED","False"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=21","301","0,896","39,2","0,03615","1,3896","-0,01452","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=8;slow=34","188","0,8957","33,51","0,02372","1,7773","-0,00797","BACKTESTED","False"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=9;slow=89","86","0,8957","33,72","0,1054","1,7605","-0,04229","BACKTESTED","False"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=9;slow=89","86","0,8957","33,72","0,1054","1,7605","-0,04229","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=8;slow=34","188","0,8957","33,51","0,02372","1,7773","-0,00797","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=8;slow=55","142","0,8942","29,58","0,14141","2,129","-0,05102","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=8;slow=55","142","0,8942","29,58","0,14141","2,129","-0,05102","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=8;slow=21","258","0,8919","36,05","0,6281","1,5825","-0,35036","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=8;slow=21","258","0,8919","36,05","0,6281","1,5825","-0,35036","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=5;slow=21","296","0,8896","38,18","0,81131","1,4407","-0,36942","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=5;slow=21","296","0,8896","38,18","0,81131","1,4407","-0,36942","BACKTESTED","False"
"EURUSD","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=89","112","0,8893","25","0,03557","2,6678","-0,01444","BACKTESTED","False"
"EURUSD","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=89","112","0,8893","25","0,03557","2,6678","-0,01444","BACKTESTED","False"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=13;slow=21","251","0,8884","36,65","0,06139","1,5354","-0,03934","BACKTESTED","False"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=13;slow=21","251","0,8884","36,65","0,06139","1,5354","-0,03934","BACKTESTED","False"
"GBPUSD","FOREX","M15","SMA_CROSS","TREND","fast=5;slow=21","299","0,8851","31,44","0,04349","1,9208","-0,02575","BACKTESTED","False"
"GBPUSD","FOREX","M15","EMA_CROSS","TREND","fast=5;slow=21","299","0,8851","31,44","0,04349","1,9208","-0,02575","BACKTESTED","False"
"GBPUSD","FOREX","H1","SMA_CROSS","TREND","fast=9;slow=21","254","0,8834","33,46","0,0792","1,7565","-0,05337","BACKTESTED","False"
"GBPUSD","FOREX","H1","EMA_CROSS","TREND","fast=9;slow=21","254","0,8834","33,46","0,0792","1,7565","-0,05337","BACKTESTED","False"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=144","45","0,8833","37,78","0,01702","1,4548","-0,00589","BACKTESTED","False"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=144","45","0,8833","37,78","0,01702","1,4548","-0,00589","BACKTESTED","False"
"GBPUSD","FOREX","M5","SMA_CROSS","TREND","fast=5;slow=144","88","0,882","23,86","0,0168","2,8141","-0,00596","BACKTESTED","False"
"GBPUSD","FOREX","M5","EMA_CROSS","TREND","fast=5;slow=144","88","0,882","23,86","0,0168","2,8141","-0,00596","BACKTESTED","False"
"GBPUSD","FOREX","H4","SMA_CROSS","TREND","fast=8;slow=144","76","0,8815","28,95","0,13019","2,1637","-0,04942","BACKTESTED","False"
"GBPUSD","FOREX","H4","EMA_CROSS","TREND","fast=8;slow=144","76","0,8815","28,95","0,13019","2,1637","-0,04942","BACKTESTED","False"
"EURUSD","FOREX","H1","SMA_CROSS","TREND","fast=13;slow=55","100","0,881","37","0,11684","1,5","-0,0267","BACKTESTED","False"
"EURUSD","FOREX","H1","EMA_CROSS","TREND","fast=13;slow=55","100","0,881","37","0,11684","1,5","-0,0267","BACKTESTED","False"
"USDJPY","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=55","170","0,8778","21,76","6,371","3,1554","-3,333","BACKTESTED","False"
"USDJPY","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=55","170","0,8778","21,76","6,371","3,1554","-3,333","BACKTESTED","False"
"GBPUSD","FOREX","H4","EMA_CROSS","TREND","fast=9;slow=144","72","0,8773","31,94","0,11749","1,8691","-0,05086","BACKTESTED","False"
"GBPUSD","FOREX","H4","SMA_CROSS","TREND","fast=9;slow=144","72","0,8773","31,94","0,11749","1,8691","-0,05086","BACKTESTED","False"
"USDJPY","FOREX","H1","EMA_CROSS","TREND","fast=21;slow=89","73","0,8771","39,73","16,549","1,3308","-3,93","BACKTESTED","False"
"USDJPY","FOREX","H1","SMA_CROSS","TREND","fast=21;slow=89","73","0,8771","39,73","16,549","1,3308","-3,93","BACKTESTED","False"
"GBPUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=89","83","0,877","30,12","0,03647","2,0347","-0,01272","BACKTESTED","False"
"GBPUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=89","83","0,877","30,12","0,03647","2,0347","-0,01272","BACKTESTED","False"
"USDCHF","FOREX","H1","EMA_CROSS","TREND","fast=9;slow=89","108","0,8754","31,48","0,06518","1,9053","-0,02037","BACKTESTED","False"
"USDCHF","FOREX","H1","SMA_CROSS","TREND","fast=9;slow=89","108","0,8754","31,48","0,06518","1,9053","-0,02037","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=9;slow=55","136","0,8742","29,41","0,14155","2,0763","-0,05998","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=9;slow=55","136","0,8742","29,41","0,14155","2,0763","-0,05998","BACKTESTED","False"
"GBPUSD","FOREX","H4","EMA_CROSS","TREND","fast=5;slow=55","158","0,8717","29,11","0,14619","2,1224","-0,08779","BACKTESTED","False"
"GBPUSD","FOREX","H4","SMA_CROSS","TREND","fast=5;slow=55","158","0,8717","29,11","0,14619","2,1224","-0,08779","BACKTESTED","False"
"USDJPY","FOREX","M30","SMA_CROSS","TREND","fast=13;slow=89","76","0,8713","23,68","7,44","2,8076","-2,54","BACKTESTED","False"
"USDJPY","FOREX","M30","EMA_CROSS","TREND","fast=13;slow=89","76","0,8713","23,68","7,44","2,8076","-2,54","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=5;slow=55","181","0,8704","27,07","0,02855","2,327","-0,00934","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=5;slow=55","181","0,8704","27,07","0,02855","2,327","-0,00934","BACKTESTED","False"
"EURUSD","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=55","163","0,8697","25,15","0,03681","2,5668","-0,02361","BACKTESTED","False"
"EURUSD","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=55","163","0,8697","25,15","0,03681","2,5668","-0,02361","BACKTESTED","False"
"USDJPY","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=34","213","0,869","29,11","5,371","2,1166","-4,085","BACKTESTED","False"
"USDJPY","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=34","213","0,869","29,11","5,371","2,1166","-4,085","BACKTESTED","False"
"GBPUSD","FOREX","M5","SMA_CROSS","TREND","fast=13;slow=144","56","0,868","28,57","0,02061","2,17","-0,00586","BACKTESTED","False"
"GBPUSD","FOREX","M5","EMA_CROSS","TREND","fast=13;slow=144","56","0,868","28,57","0,02061","2,17","-0,00586","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=34","172","0,8677","35,47","0,14277","1,5789","-0,07243","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=34","172","0,8677","35,47","0,14277","1,5789","-0,07243","BACKTESTED","False"
"GBPUSD","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=34","160","0,867","35","0,17108","1,5946","-0,10323","BACKTESTED","False"
"GBPUSD","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=34","160","0,867","35","0,17108","1,5946","-0,10323","BACKTESTED","False"
"EURUSD","FOREX","H1","SMA_CROSS","TREND","fast=21;slow=144","51","0,8669","35,29","0,04365","1,5892","-0,0175","BACKTESTED","False"
"EURUSD","FOREX","H1","EMA_CROSS","TREND","fast=21;slow=144","51","0,8669","35,29","0,04365","1,5892","-0,0175","BACKTESTED","False"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=8;slow=55","135","0,8664","30,37","0,04093","1,9864","-0,03123","BACKTESTED","False"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=8;slow=55","135","0,8664","30,37","0,04093","1,9864","-0,03123","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=9;slow=21","266","0,8639","36,09","0,01983","1,5208","-0,01202","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=9;slow=21","266","0,8639","36,09","0,01983","1,5208","-0,01202","BACKTESTED","False"
"GBPUSD","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=55","154","0,8638","27,27","0,07814","2,3035","-0,04628","BACKTESTED","False"
"GBPUSD","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=55","154","0,8638","27,27","0,07814","2,3035","-0,04628","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=55","118","0,8636","32,2","0,16717","1,8182","-0,06132","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=55","118","0,8636","32,2","0,16717","1,8182","-0,06132","BACKTESTED","False"
"GBPUSD","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=34","218","0,8624","27,52","0,09089","2,2711","-0,05663","BACKTESTED","False"
"GBPUSD","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=34","218","0,8624","27,52","0,09089","2,2711","-0,05663","BACKTESTED","False"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=55","127","0,8621","30,71","0,05326","1,9452","-0,03198","BACKTESTED","False"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=55","127","0,8621","30,71","0,05326","1,9452","-0,03198","BACKTESTED","False"
"EURUSD","FOREX","M30","EMA_CROSS","TREND","fast=13;slow=55","111","0,8479","29,73","0,05623","2,0042","-0,0249","BACKTESTED","False"
"EURUSD","FOREX","M30","SMA_CROSS","TREND","fast=13;slow=55","111","0,8479","29,73","0,05623","2,0042","-0,0249","BACKTESTED","False"
"GBPUSD","FOREX","M5","EMA_CROSS","TREND","fast=21;slow=55","104","0,8457","33,65","0,02604","1,6673","-0,01077","BACKTESTED","False"
"GBPUSD","FOREX","M5","SMA_CROSS","TREND","fast=21;slow=55","104","0,8457","33,65","0,02604","1,6673","-0,01077","BACKTESTED","False"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=9;slow=89","86","0,8456","31,4","0,03377","1,8478","-0,01169","BACKTESTED","False"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=9;slow=89","86","0,8456","31,4","0,03377","1,8478","-0,01169","BACKTESTED","False"
"GBPUSD","FOREX","M5","SMA_CROSS","TREND","fast=9;slow=21","279","0,842","31,9","0,02736","1,7785","-0,01863","BACKTESTED","False"
"GBPUSD","FOREX","M5","EMA_CROSS","TREND","fast=9;slow=21","279","0,842","31,9","0,02736","1,7785","-0,01863","BACKTESTED","False"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=89","116","0,8382","28,45","0,03865","2,1083","-0,03267","BACKTESTED","False"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=89","116","0,8382","28,45","0,03865","2,1083","-0,03267","BACKTESTED","False"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=5;slow=89","100","0,8355","33","0,03719","1,6963","-0,01287","BACKTESTED","False"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=5;slow=89","100","0,8355","33","0,03719","1,6963","-0,01287","BACKTESTED","False"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=5;slow=144","86","0,8354","24,42","0,02432","2,5858","-0,01052","BACKTESTED","False"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=5;slow=144","86","0,8354","24,42","0,02432","2,5858","-0,01052","BACKTESTED","False"
"USDJPY","FOREX","M5","SMA_CROSS","TREND","fast=5;slow=21","322","0,8345","27,95","2,811","2,1141","-1,323","BACKTESTED","False"
"USDJPY","FOREX","M5","EMA_CROSS","TREND","fast=5;slow=21","322","0,8345","27,95","2,811","2,1141","-1,323","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","109","0,8335","38,53","0,17714","1,3296","-0,07502","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","109","0,8335","38,53","0,17714","1,3296","-0,07502","BACKTESTED","False"
