trade_id,entry_reason,stop_reason,target_reason,exit_reason
"NZDUSD_M15_EMA_CROSS_21,55_4008_4095","EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000591,target calculado por confluência: 2x ATR (0.583399) + RR 2:1 baseado no swing/stop (0.57684),saída por sinal oposto: novo cruzamento BUY em 2026-06-08 13:45:00
"NZDUSD_M15_EMA_CROSS_21,55_4095_4131","EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000583,target calculado por confluência: 2x ATR (0.582696) + RR 2:1 baseado no swing/stop (0.58583),saída por sinal oposto: novo cruzamento SELL em 2026-06-08 22:45:00
"NZDUSD_M15_EMA_CROSS_21,55_4131_4161","EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000343,target calculado por confluência: 2x ATR (0.580214) + RR 2:1 baseado no swing/stop (0.5779),saída por sinal oposto: novo cruzamento BUY em 2026-06-09 06:15:00
"NZDUSD_M15_EMA_CROSS_21,55_4161_4214","EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000411,target calculado por confluência: 2x ATR (0.582123) + RR 2:1 baseado no swing/stop (0.58418),saída por sinal oposto: novo cruzamento SELL em 2026-06-09 19:30:00
"NZDUSD_M15_EMA_CROSS_21,55_4214_4299","EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000848,target calculado por confluência: 2x ATR (0.578874) + RR 2:1 baseado no swing/stop (0.57257),saída por sinal oposto: novo cruzamento BUY em 2026-06-10 16:45:00
"NZDUSD_M15_EMA_CROSS_21,55_4299_4319","EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000757,target calculado por confluência: 2x ATR (0.584034) + RR 2:1 baseado no swing/stop (0.58742),saída por sinal oposto: novo cruzamento SELL em 2026-06-10 21:45:00
"NZDUSD_M15_EMA_CROSS_21,55_4319_4412","EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000539,target calculado por confluência: 2x ATR (0.579833) + RR 2:1 baseado no swing/stop (0.57623),saída por sinal oposto: novo cruzamento BUY em 2026-06-11 21:00:00
"NZDUSD_M15_EMA_CROSS_21,55_4412_4577","EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000808,target calculado por confluência: 2x ATR (0.582876) + RR 2:1 baseado no swing/stop (0.58978),saída por sinal oposto: novo cruzamento SELL em 2026-06-15 14:15:00
"NZDUSD_M15_EMA_CROSS_21,55_4577_4668","EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000389,target calculado por confluência: 2x ATR (0.583201) + RR 2:1 baseado no swing/stop (0.581),saída por sinal oposto: novo cruzamento BUY em 2026-06-16 13:00:00
"NZDUSD_M15_EMA_CROSS_21,55_4668_4737","EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000399,target calculado por confluência: 2x ATR (0.583919) + RR 2:1 baseado no swing/stop (0.58842),saída por sinal oposto: novo cruzamento SELL em 2026-06-17 06:15:00
"NZDUSD_M15_EMA_CROSS_21,55_4737_4845","EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000364,target calculado por confluência: 2x ATR (0.582053) + RR 2:1 baseado no swing/stop (0.58122),saída por sinal oposto: novo cruzamento BUY em 2026-06-18 09:15:00
"NZDUSD_M15_EMA_CROSS_21,55_4845_4847","EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000375,target calculado por confluência: 2x ATR (0.58037) + RR 2:1 baseado no swing/stop (0.58212),saída por sinal oposto: novo cruzamento SELL em 2026-06-18 09:45:00
"USDCHF_M15_SMA_CROSS_13,55_57_104","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000491,target calculado por confluência: 2x ATR (0.790209) + RR 2:1 baseado no swing/stop (0.78917),saída por sinal oposto: novo cruzamento BUY em 2026-04-10 00:00:00
"USDCHF_M15_SMA_CROSS_13,55_104_143","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000597,target calculado por confluência: 2x ATR (0.790724) + RR 2:1 baseado no swing/stop (0.79281),saída por sinal oposto: novo cruzamento SELL em 2026-04-10 09:45:00
"USDCHF_M15_SMA_CROSS_13,55_143_189","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000318,target calculado por confluência: 2x ATR (0.789604) + RR 2:1 baseado no swing/stop (0.78854),saída por sinal oposto: novo cruzamento BUY em 2026-04-10 21:15:00
"USDCHF_M15_SMA_CROSS_13,55_189_244","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000579,target calculado por confluência: 2x ATR (0.789927) + RR 2:1 baseado no swing/stop (0.79541),saída por sinal oposto: novo cruzamento SELL em 2026-04-13 11:00:00
"USDCHF_M15_SMA_CROSS_13,55_244_383","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000489,target calculado por confluência: 2x ATR (0.789251) + RR 2:1 baseado no swing/stop (0.78615),saída por sinal oposto: novo cruzamento BUY em 2026-04-14 21:45:00
"USDCHF_M15_SMA_CROSS_13,55_383_435","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000371,target calculado por confluência: 2x ATR (0.781863) + RR 2:1 baseado no swing/stop (0.78534),saída por sinal oposto: novo cruzamento SELL em 2026-04-15 10:45:00
"USDCHF_M15_SMA_CROSS_13,55_435_445","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000366,target calculado por confluência: 2x ATR (0.780339) + RR 2:1 baseado no swing/stop (0.77945),saída por sinal oposto: novo cruzamento BUY em 2026-04-15 13:15:00
"USDCHF_M15_SMA_CROSS_13,55_445_467","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000617,target calculado por confluência: 2x ATR (0.783714) + RR 2:1 baseado no swing/stop (0.78776),saída por sinal oposto: novo cruzamento SELL em 2026-04-15 18:45:00
"USDCHF_M15_SMA_CROSS_13,55_467_477","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000641,target calculado por confluência: 2x ATR (0.780259) + RR 2:1 baseado no swing/stop (0.77832),saída por sinal oposto: novo cruzamento BUY em 2026-04-15 21:15:00
"USDCHF_M15_SMA_CROSS_13,55_477_491","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.00043,target calculado por confluência: 2x ATR (0.78259) + RR 2:1 baseado no swing/stop (0.78391),saída por sinal oposto: novo cruzamento SELL em 2026-04-16 00:45:00
"USDCHF_M15_SMA_CROSS_13,55_491_532","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000386,target calculado por confluência: 2x ATR (0.781047) + RR 2:1 baseado no swing/stop (0.78016),saída por sinal oposto: novo cruzamento BUY em 2026-04-16 11:00:00
"USDCHF_M15_SMA_CROSS_13,55_532_585","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000419,target calculado por confluência: 2x ATR (0.783219) + RR 2:1 baseado no swing/stop (0.78744),saída por sinal oposto: novo cruzamento SELL em 2026-04-17 00:15:00
"USDCHF_M15_SMA_CROSS_13,55_585_610","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000326,target calculado por confluência: 2x ATR (0.782127) + RR 2:1 baseado no swing/stop (0.77926),saída por sinal oposto: novo cruzamento BUY em 2026-04-17 06:30:00
"USDCHF_M15_SMA_CROSS_13,55_610_613","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.00028,target calculado por confluência: 2x ATR (0.7841) + RR 2:1 baseado no swing/stop (0.78482),saída por sinal oposto: novo cruzamento SELL em 2026-04-17 07:15:00
"USDCHF_M15_SMA_CROSS_13,55_613_615","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000274,target calculado por confluência: 2x ATR (0.782653) + RR 2:1 baseado no swing/stop (0.78198),saída por sinal oposto: novo cruzamento BUY em 2026-04-17 07:45:00
"USDCHF_M15_SMA_CROSS_13,55_615_617","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000249,target calculado por confluência: 2x ATR (0.783789) + RR 2:1 baseado no swing/stop (0.78407),saída por sinal oposto: novo cruzamento SELL em 2026-04-17 08:15:00
"USDCHF_M15_SMA_CROSS_13,55_617_624","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000259,target calculado por confluência: 2x ATR (0.782701) + RR 2:1 baseado no swing/stop (0.78204),saída por sinal oposto: novo cruzamento BUY em 2026-04-17 10:00:00
"USDCHF_M15_SMA_CROSS_13,55_624_632","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000289,target calculado por confluência: 2x ATR (0.784227) + RR 2:1 baseado no swing/stop (0.78469),saída por sinal oposto: novo cruzamento SELL em 2026-04-17 12:00:00
"USDCHF_M15_SMA_CROSS_13,55_632_680","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000414,target calculado por confluência: 2x ATR (0.781763) + RR 2:1 baseado no swing/stop (0.77975),saída por sinal oposto: novo cruzamento BUY em 2026-04-20 00:00:00
"USDCHF_M15_SMA_CROSS_13,55_680_727","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000581,target calculado por confluência: 2x ATR (0.782603) + RR 2:1 baseado no swing/stop (0.78662),saída por sinal oposto: novo cruzamento SELL em 2026-04-20 11:45:00
"USDCHF_M15_SMA_CROSS_13,55_727_798","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000519,target calculado por confluência: 2x ATR (0.780961) + RR 2:1 baseado no swing/stop (0.77898),saída por sinal oposto: novo cruzamento BUY em 2026-04-21 05:30:00
"USDCHF_M15_SMA_CROSS_13,55_798_894","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000264,target calculado por confluência: 2x ATR (0.779557) + RR 2:1 baseado no swing/stop (0.78123),saída por sinal oposto: novo cruzamento SELL em 2026-04-22 05:30:00
"USDCHF_M15_SMA_CROSS_13,55_894_899","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000334,target calculado por confluência: 2x ATR (0.779903) + RR 2:1 baseado no swing/stop (0.77963),saída por sinal oposto: novo cruzamento BUY em 2026-04-22 06:45:00
"USDCHF_M15_SMA_CROSS_13,55_899_900","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000306,target calculado por confluência: 2x ATR (0.781391) + RR 2:1 baseado no swing/stop (0.78262),saída por sinal oposto: novo cruzamento SELL em 2026-04-22 07:00:00
"USDCHF_M15_SMA_CROSS_13,55_900_927","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000304,target calculado por confluência: 2x ATR (0.780003) + RR 2:1 baseado no swing/stop (0.77975),saída por sinal oposto: novo cruzamento BUY em 2026-04-22 13:45:00
"USDCHF_M15_SMA_CROSS_13,55_927_1014","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000454,target calculado por confluência: 2x ATR (0.781797) + RR 2:1 baseado no swing/stop (0.78383),saída por sinal oposto: novo cruzamento SELL em 2026-04-23 11:30:00
"USDCHF_M15_SMA_CROSS_13,55_1014_1023","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000425,target calculado por confluência: 2x ATR (0.78376) + RR 2:1 baseado no swing/stop (0.78227),saída por sinal oposto: novo cruzamento BUY em 2026-04-23 13:45:00
"USDCHF_M15_SMA_CROSS_13,55_1023_1039","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000558,target calculado por confluência: 2x ATR (0.786666) + RR 2:1 baseado no swing/stop (0.78855),saída por sinal oposto: novo cruzamento SELL em 2026-04-23 17:45:00
"USDCHF_M15_SMA_CROSS_13,55_1039_1052","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000744,target calculado por confluência: 2x ATR (0.782041) + RR 2:1 baseado no swing/stop (0.77789),saída por sinal oposto: novo cruzamento BUY em 2026-04-23 21:00:00
"USDCHF_M15_SMA_CROSS_13,55_1052_1118","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000856,target calculado por confluência: 2x ATR (0.786943) + RR 2:1 baseado no swing/stop (0.78933),saída por sinal oposto: novo cruzamento SELL em 2026-04-24 13:30:00
"USDCHF_M15_SMA_CROSS_13,55_1118_1169","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000494,target calculado por confluência: 2x ATR (0.785113) + RR 2:1 baseado no swing/stop (0.78298),saída por sinal oposto: novo cruzamento BUY em 2026-04-27 02:15:00
"USDCHF_M15_SMA_CROSS_13,55_1169_1183","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000602,target calculado por confluência: 2x ATR (0.787574) + RR 2:1 baseado no swing/stop (0.79017),saída por sinal oposto: novo cruzamento SELL em 2026-04-27 05:45:00
"USDCHF_M15_SMA_CROSS_13,55_1183_1239","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000344,target calculado por confluência: 2x ATR (0.784133) + RR 2:1 baseado no swing/stop (0.78146),saída por sinal oposto: novo cruzamento BUY em 2026-04-27 19:45:00
"USDCHF_M15_SMA_CROSS_13,55_1239_1341","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000526,target calculado por confluência: 2x ATR (0.786423) + RR 2:1 baseado no swing/stop (0.78997),saída por sinal oposto: novo cruzamento SELL em 2026-04-28 21:15:00
"USDCHF_M15_SMA_CROSS_13,55_1341_1388","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000453,target calculado por confluência: 2x ATR (0.788264) + RR 2:1 baseado no swing/stop (0.78573),saída por sinal oposto: novo cruzamento BUY em 2026-04-29 09:00:00
"USDCHF_M15_SMA_CROSS_13,55_1388_1468","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000259,target calculado por confluência: 2x ATR (0.790007) + RR 2:1 baseado no swing/stop (0.79195),saída por sinal oposto: novo cruzamento SELL em 2026-04-30 05:00:00
"USDCHF_M15_SMA_CROSS_13,55_1468_1471","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000331,target calculado por confluência: 2x ATR (0.790217) + RR 2:1 baseado no swing/stop (0.78934),saída por sinal oposto: novo cruzamento BUY em 2026-04-30 05:45:00
"USDCHF_M15_SMA_CROSS_13,55_1471_1492","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000392,target calculado por confluência: 2x ATR (0.792244) + RR 2:1 baseado no swing/stop (0.79444),saída por sinal oposto: novo cruzamento SELL em 2026-04-30 11:00:00
"USDCHF_M15_SMA_CROSS_13,55_1492_1576","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000575,target calculado por confluência: 2x ATR (0.78816) + RR 2:1 baseado no swing/stop (0.78335),saída por sinal oposto: novo cruzamento BUY em 2026-05-01 08:00:00
"USDCHF_M15_SMA_CROSS_13,55_1576_1593","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000262,target calculado por confluência: 2x ATR (0.782884) + RR 2:1 baseado no swing/stop (0.7849),saída por sinal oposto: novo cruzamento SELL em 2026-05-01 12:15:00
"USDCHF_M15_SMA_CROSS_13,55_1593_1632","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000844,target calculado por confluência: 2x ATR (0.780063) + RR 2:1 baseado no swing/stop (0.77919),saída por sinal oposto: novo cruzamento BUY em 2026-05-01 22:00:00
"USDCHF_M15_SMA_CROSS_13,55_1632_1674","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000484,target calculado por confluência: 2x ATR (0.782299) + RR 2:1 baseado no swing/stop (0.78821),saída por sinal oposto: novo cruzamento SELL em 2026-05-04 08:30:00
"USDCHF_M15_SMA_CROSS_13,55_1674_1681","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000364,target calculado por confluência: 2x ATR (0.780203) + RR 2:1 baseado no swing/stop (0.77919),saída por sinal oposto: novo cruzamento BUY em 2026-05-04 10:15:00
"USDCHF_M15_SMA_CROSS_13,55_1681_1781","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000415,target calculado por confluência: 2x ATR (0.78315) + RR 2:1 baseado no swing/stop (0.78708),saída por sinal oposto: novo cruzamento SELL em 2026-05-05 11:15:00
"USDCHF_M15_SMA_CROSS_13,55_1781_1960","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000441,target calculado por confluência: 2x ATR (0.782247) + RR 2:1 baseado no swing/stop (0.77979),saída por sinal oposto: novo cruzamento BUY em 2026-05-07 08:00:00
"USDCHF_M15_SMA_CROSS_13,55_1960_1970","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000272,target calculado por confluência: 2x ATR (0.779474) + RR 2:1 baseado no swing/stop (0.78121),saída por sinal oposto: novo cruzamento SELL em 2026-05-07 10:30:00
"USDCHF_M15_SMA_CROSS_13,55_1970_2010","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000454,target calculado por confluência: 2x ATR (0.776883) + RR 2:1 baseado no swing/stop (0.77481),saída por sinal oposto: novo cruzamento BUY em 2026-05-07 20:30:00
"USDCHF_M15_SMA_CROSS_13,55_2010_2062","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000605,target calculado por confluência: 2x ATR (0.78066) + RR 2:1 baseado no swing/stop (0.78519),saída por sinal oposto: novo cruzamento SELL em 2026-05-08 09:30:00
"USDCHF_M15_SMA_CROSS_13,55_2062_2130","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000377,target calculado por confluência: 2x ATR (0.778326) + RR 2:1 baseado no swing/stop (0.77546),saída por sinal oposto: novo cruzamento BUY em 2026-05-11 02:30:00
"USDCHF_M15_SMA_CROSS_13,55_2130_2184","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000534,target calculado por confluência: 2x ATR (0.778609) + RR 2:1 baseado no swing/stop (0.7803),saída por sinal oposto: novo cruzamento SELL em 2026-05-11 16:00:00
"USDCHF_M15_SMA_CROSS_13,55_2184_2211","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000454,target calculado por confluência: 2x ATR (0.776813) + RR 2:1 baseado no swing/stop (0.77506),saída por sinal oposto: novo cruzamento BUY em 2026-05-11 22:45:00
"USDCHF_M15_SMA_CROSS_13,55_2211_2220","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000277,target calculado por confluência: 2x ATR (0.778764) + RR 2:1 baseado no swing/stop (0.78097),saída por sinal oposto: novo cruzamento SELL em 2026-05-12 01:00:00
"USDCHF_M15_SMA_CROSS_13,55_2220_2229","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000432,target calculado por confluência: 2x ATR (0.776846) + RR 2:1 baseado no swing/stop (0.77631),saída por sinal oposto: novo cruzamento BUY em 2026-05-12 03:15:00
"USDCHF_M15_SMA_CROSS_13,55_2229_2308","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000415,target calculado por confluência: 2x ATR (0.77927) + RR 2:1 baseado no swing/stop (0.78222),saída por sinal oposto: novo cruzamento SELL em 2026-05-12 23:00:00
"USDCHF_M15_SMA_CROSS_13,55_2308_2351","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000326,target calculado por confluência: 2x ATR (0.780019) + RR 2:1 baseado no swing/stop (0.77737),saída por sinal oposto: novo cruzamento BUY em 2026-05-13 09:45:00
"USDCHF_M15_SMA_CROSS_13,55_2351_2406","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000242,target calculado por confluência: 2x ATR (0.781684) + RR 2:1 baseado no swing/stop (0.78364),saída por sinal oposto: novo cruzamento SELL em 2026-05-13 23:30:00
"USDCHF_M15_SMA_CROSS_13,55_2406_2442","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000226,target calculado por confluência: 2x ATR (0.781177) + RR 2:1 baseado no swing/stop (0.77959),saída por sinal oposto: novo cruzamento BUY em 2026-05-14 08:30:00
"USDCHF_M15_SMA_CROSS_13,55_2442_2635","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000204,target calculado por confluência: 2x ATR (0.782329) + RR 2:1 baseado no swing/stop (0.78322),saída por sinal oposto: novo cruzamento SELL em 2026-05-18 08:45:00
"USDCHF_M15_SMA_CROSS_13,55_2635_2717","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.000294,target calculado por confluência: 2x ATR (0.786121) + RR 2:1 baseado no swing/stop (0.78469),saída por sinal oposto: novo cruzamento BUY em 2026-05-19 05:15:00
"USDCHF_M15_SMA_CROSS_13,55_2717_2803","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.000328,target calculado por confluência: 2x ATR (0.786016) + RR 2:1 baseado no swing/stop (0.78844),saída por sinal oposto: novo cruzamento SELL em 2026-05-20 02:45:00
