"trade_id","symbol","entry_action","timeframe","d1_bias","h4_bias","h1_bias","m30_bias","m15_bias","alignment_score","result","pnl","mode","real_orders"
"USDCAD_H1_EMA_CROSS_13,55_1208_1309","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00397","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1309_1376","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00174","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1376_1403","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0041","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1403_1507","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00289","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1507_1613","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00721","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1613_1616","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00279","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1616_1873","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.02043","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1873_1907","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00089","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1907_1909","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00086","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1909_1949","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00136","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1949_2046","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00716","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2046_2049","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00256","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2049_2051","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00208","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2051_2314","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.01815","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2314_2321","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00148","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2321_2379","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-4e-05","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2379_2605","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.02985","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2605_2720","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00413","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2720_2803","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00605","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2803_2969","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00808","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2969_2986","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00363","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2986_3023","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00086","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3023_3031","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00234","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3031_3033","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00197","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3033_3100","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00197","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3100_3143","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00303","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3143_3175","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0018","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3175_3187","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00286","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3187_3271","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00686","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3271_3444","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.01177","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3444_3449","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00228","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3449_3457","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00326","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3457_3460","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0029","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3460_3461","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00114","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3461_3466","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00135","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3466_3618","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.01784","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3618_3642","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00016","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3642_3696","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00044","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3696_3802","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.0033","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3802_3817","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00619","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3817_3993","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.01416","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3993_4038","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.0004","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4038_4079","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00092","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4079_4125","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00217","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4125_4180","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00416","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4180_4211","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.0014","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4211_4227","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00372","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4227_4472","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.0106","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4472_4477","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00241","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4477_4612","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00213","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4612_4652","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00328","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4652_4822","USDCAD","BUY","H1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.01148","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4822_4833","USDCAD","SELL","H1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00118","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_80_99","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-16.34","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_99_136","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-73.92","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_136_266","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","119.86","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_266_295","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-27.28","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_295_404","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","222.96","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_404_425","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-53.28","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_425_533","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","237.04","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_533_637","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","555.25","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_637_718","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","146.28","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_718_795","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","48.12","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_795_881","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","155.6","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_881_921","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-12.23","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_921_970","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","9.17","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_970_1033","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","59.68","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1033_1072","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","8.78","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1072_1150","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","73.81","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1150_1235","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","61.41","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1235_1240","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-19.87","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1240_1339","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","156.58","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1339_1375","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-14.32","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1375_1420","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","9.69","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1420_1432","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","6.19","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1432_1436","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-21.79","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1436_1463","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-28.77","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1463_1538","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","139.1","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1538_1607","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","161.65","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1607_1631","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-29.58","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1631_1647","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-1.72","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1647_1663","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-22.7","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1663_1699","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","21.26","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1699_1736","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-8.79","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1736_1769","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-62.73","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1769_1838","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","33.02","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1838_1889","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","14.68","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1889_1897","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-52.47","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1897_2006","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","96.19","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2006_2033","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-18.56","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2033_2151","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","316.33","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2151_2171","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-103.17","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2171_2223","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","173.98","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2223_2249","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-3.45","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2249_2260","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-8.45","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2260_2320","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","102.03","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2320_2384","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","70.05","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2384_2558","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","146.52","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2558_2600","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-64.94","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2600_2638","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-32.13","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2638_2667","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-35.98","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2667_2716","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","42.23","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2716_2752","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-63.45","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2752_2785","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-19.79","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2785_2804","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-16.4","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2804_2808","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-106.16","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2808_2849","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-84.14","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2849_2923","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","69.59","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2923_2953","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-20.61","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2953_2973","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-31.94","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2973_3013","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-50.06","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3013_3039","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-56.91","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3039_3069","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-22.63","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3069_3091","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-29.96","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3091_3136","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","30.28","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3136_3159","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-24.16","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3159_3205","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","38.37","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3205_3206","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.94","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3206_3239","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-27.86","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3239_3278","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-27.11","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3278_3397","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","104.69","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3397_3443","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-24.24","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3443_3465","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-57.09","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3465_3486","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-45.38","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3486_3536","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","35.2","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3536_3649","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","168.8","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3649_3675","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-4.78","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3675_3692","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-33.89","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3692_3725","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-34.67","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3725_3756","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-23.69","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3756_3787","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-6.95","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3787_3808","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-21.61","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3808_3837","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-25.72","PAPER_ONLY","FORBIDDEN"
