"trade_id","symbol","entry_action","timeframe","d1_bias","h4_bias","h1_bias","m30_bias","m15_bias","alignment_score","result","pnl","mode","real_orders"
"XAUUSD_M30_SMA_CROSS_20,50_3837_3856","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-26.89","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3856_3936","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","107.39","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3936_3973","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-30.49","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3973_4029","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","11.29","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4029_4068","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-25.35","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4068_4090","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-22.23","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4090_4107","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-1.46","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4107_4131","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-47.45","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4131_4177","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-35.49","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4177_4295","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","34.75","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4295_4361","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","12.18","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4361_4405","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-18.9","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4405_4433","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-42.97","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4433_4492","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","20.96","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4492_4528","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-22.43","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4528_4605","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","104.18","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4605_4643","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-63.92","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4643_4737","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","125.75","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4737_4837","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","159.75","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4837_4857","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-31.11","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4857_4889","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-19.44","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4889_4908","XAUUSD","SELL","M30","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-39.22","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4908_4916","XAUUSD","BUY","M30","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-110.69","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_34_40","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.02132","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_40_99","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.01721","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_99_115","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00899","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_115_119","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.01005","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_119_153","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00772","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_153_196","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00223","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_196_252","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.012","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_252_262","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.01064","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_262_346","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.03273","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_346_354","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.01176","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_354_363","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.01347","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_363_375","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.01327","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_375_444","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.0549","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_444_453","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.02619","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_453_551","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.04391","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_551_557","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.03254","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_557_558","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.01515","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_558_632","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.07713","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_632_655","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00947","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_655_695","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.0095","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_695_718","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00656","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_718_755","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00283","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_755_819","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.02384","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_819_872","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.01726","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_872_904","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00338","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_904_919","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00248","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_919_953","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.0043","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_953_976","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00524","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_976_993","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00865","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_993_1058","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.0152","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1058_1138","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.05505","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1138_1140","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00428","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1140_1151","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.01035","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1151_1269","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.09163","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1269_1275","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.02586","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1275_1319","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00363","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1319_1359","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00419","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1359_1386","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.0023","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1386_1393","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.01124","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1393_1420","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00679","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1420_1449","EURUSD","SELL","D1","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00164","PAPER_ONLY","FORBIDDEN"
"EURUSD_D1_EMA_CROSS_9,34_1449_1475","EURUSD","BUY","D1","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00134","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_128_169","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00156","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_169_182","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00283","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_182_242","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00027","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_242_261","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00153","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_261_267","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00154","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_267_449","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00621","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_449_462","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.001","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_462_531","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00048","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_531_646","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00085","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_646_676","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00074","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_676_744","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00066","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_744_855","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00125","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_855_889","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00098","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_889_937","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00025","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_937_938","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00076","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_938_952","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00056","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_952_953","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00016","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_953_956","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00024","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_956_1121","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00297","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1121_1277","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00223","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1277_1366","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00097","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1366_1368","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00096","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1368_1495","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00408","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1495_1595","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.005","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1595_1604","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00116","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1604_1640","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00076","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1640_1643","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00156","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1643_1685","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00097","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1685_1782","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00206","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_1782_2008","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00809","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2008_2067","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00084","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2067_2123","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00026","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2123_2184","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0008","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2184_2235","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00029","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2235_2309","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.0002","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2309_2341","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00132","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2341_2446","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-3e-05","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2446_2467","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00092","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2467_2641","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00782","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2641_2716","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00016","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2716_2837","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00168","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2837_2926","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00173","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2926_2933","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00183","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2933_2947","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00162","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2947_2969","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0024","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_2969_3024","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00196","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3024_3083","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00081","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3083_3176","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-8e-05","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3176_3289","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00203","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3289_3395","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.0026","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3395_3421","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00204","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3421_3423","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00084","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3423_3425","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00043","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3425_3582","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00796","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3582_3697","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00312","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3697_3702","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00058","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3702_3771","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00012","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3771_3779","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00118","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3779_3903","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00459","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3903_3935","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00055","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3935_3988","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00041","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_3988_4008","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00279","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4008_4095","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00305","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4095_4131","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00063","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4131_4161","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0004","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4161_4214","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00073","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4214_4299","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00195","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4299_4319","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00161","PAPER_ONLY","FORBIDDEN"
