"trade_id","edge_id","symbol","timeframe","strategy","result","pnl","regime","quality","mode","real_orders"
"USDCAD_H1_EMA_CROSS_13,55_692_693","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.0006","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_693_706","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00224","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_706_819","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00594","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_819_822","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00082","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_822_855","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00226","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_855_881","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00166","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_881_900","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.0022","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_900_963","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00041","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_963_977","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00165","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_977_1015","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00101","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1015_1016","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00138","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1016_1063","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.0015","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1063_1208","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00706","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1208_1309","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00397","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1309_1376","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00174","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1376_1403","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.0041","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1403_1507","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00289","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1507_1613","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00721","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1613_1616","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00279","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1616_1873","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.02043","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1873_1907","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00089","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1907_1909","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00086","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1909_1949","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00136","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_1949_2046","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00716","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2046_2049","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00256","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2049_2051","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00208","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2051_2314","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.01815","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2314_2321","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00148","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2321_2379","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-4e-05","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2379_2605","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.02985","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2605_2720","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00413","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2720_2803","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00605","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2803_2969","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00808","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2969_2986","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00363","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_2986_3023","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00086","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3023_3031","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00234","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3031_3033","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00197","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3033_3100","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00197","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3100_3143","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00303","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3143_3175","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.0018","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3175_3187","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00286","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3187_3271","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00686","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3271_3444","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.01177","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3444_3449","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00228","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3449_3457","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00326","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3457_3460","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.0029","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3460_3461","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00114","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3461_3466","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00135","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3466_3618","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.01784","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3618_3642","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00016","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3642_3696","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00044","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3696_3802","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.0033","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3802_3817","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00619","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3817_3993","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.01416","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_3993_4038","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.0004","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4038_4079","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00092","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4079_4125","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00217","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4125_4180","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00416","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4180_4211","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.0014","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4211_4227","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00372","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4227_4472","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.0106","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4472_4477","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00241","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4477_4612","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.00213","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4612_4652","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00328","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4652_4822","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","WIN","0.01148","NORMAL_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"USDCAD_H1_EMA_CROSS_13,55_4822_4833","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","EMA_CROSS","LOSS","-0.00118","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_80_99","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-16.34","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_99_136","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-73.92","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_136_266","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","119.86","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_266_295","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-27.28","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_295_404","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","222.96","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_404_425","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-53.28","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_425_533","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","237.04","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_533_637","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","555.25","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_637_718","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","146.28","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_718_795","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","48.12","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_795_881","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","155.6","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_881_921","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-12.23","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_921_970","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","9.17","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_970_1033","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","59.68","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1033_1072","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","8.78","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1072_1150","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","73.81","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1150_1235","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","61.41","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1235_1240","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-19.87","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1240_1339","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","156.58","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1339_1375","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-14.32","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1375_1420","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","9.69","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1420_1432","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","6.19","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1432_1436","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-21.79","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1436_1463","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-28.77","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1463_1538","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","139.1","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1538_1607","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","161.65","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1607_1631","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-29.58","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1631_1647","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-1.72","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1647_1663","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-22.7","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1663_1699","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","21.26","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1699_1736","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-8.79","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1736_1769","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-62.73","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1769_1838","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","33.02","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1838_1889","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","14.68","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1889_1897","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-52.47","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1897_2006","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","96.19","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2006_2033","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-18.56","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2033_2151","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","316.33","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2151_2171","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-103.17","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2171_2223","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","173.98","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2223_2249","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-3.45","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2249_2260","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-8.45","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2260_2320","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","102.03","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2320_2384","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","70.05","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2384_2558","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","146.52","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2558_2600","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-64.94","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2600_2638","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-32.13","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2638_2667","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-35.98","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2667_2716","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","WIN","42.23","VOLATILE_TREND","CONFIRMED","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2716_2752","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-63.45","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2752_2785","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","LOSS","-19.79","CHOPPY_REVERSAL","WEAK","PAPER_ONLY","FORBIDDEN"
