"symbol","timeframe","strategy","params","filter","filter_params","trades","pf","winrate","payoff","maxdd","netprofit","approved"
"EURUSD","M15","SMA_CROSS","fast=13;slow=55","SESSION_FILTER","session=LONDON_NY","48","1,1717","39,58","1,7884","0,01286","0,00983","False"
"EURUSD","M15","SMA_CROSS","fast=13;slow=55","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","48","1,1717","39,58","1,7884","0,01286","0,00983","False"
"USDCHF","M15","EMA_CROSS","fast=21;slow=34","SESSION_FILTER","session=NY","28","1,1661","50","1,1661","0,01104","0,00647","False"
"USDCHF","M15","SMA_CROSS","fast=21;slow=34","SESSION_FILTER","session=NY","28","1,1661","50","1,1661","0,01104","0,00647","False"
"EURUSD","H1","SMA_CROSS","fast=21;slow=89","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","25","1,1453","40","1,7179","0,03253","0,01428","False"
"EURUSD","H1","SMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=LONDON_NY","25","1,1453","40","1,7179","0,03253","0,01428","False"
"EURUSD","H1","EMA_CROSS","fast=21;slow=89","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","25","1,1453","40","1,7179","0,03253","0,01428","False"
"EURUSD","H1","EMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=LONDON_NY","25","1,1453","40","1,7179","0,03253","0,01428","False"
"EURUSD","H4","SMA_CROSS","fast=21;slow=55","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","51","1,1304","52,94","0,9629","0,07388","0,03471","False"
"EURUSD","H4","SMA_CROSS","fast=21;slow=55","SESSION_FILTER","session=LONDON_NY","51","1,1304","52,94","0,9629","0,07388","0,03471","False"
"EURUSD","H4","EMA_CROSS","fast=21;slow=55","SESSION_FILTER","session=LONDON_NY","51","1,1304","52,94","0,9629","0,07388","0,03471","False"
"EURUSD","H4","EMA_CROSS","fast=21;slow=55","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","51","1,1304","52,94","0,9629","0,07388","0,03471","False"
"GBPUSD","M15","EMA_CROSS","fast=13;slow=55","SESSION_FILTER","session=NY","15","1,096","53,33","0,959","0,01757","0,00223","False"
"GBPUSD","M15","SMA_CROSS","fast=13;slow=55","SESSION_FILTER","session=NY","15","1,096","53,33","0,959","0,01757","0,00223","False"
"EURUSD","H1","EMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=NY","14","1,0756","50","1,0756","0,04294","0,00481","False"
"EURUSD","H1","SMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=NY","14","1,0756","50","1,0756","0,04294","0,00481","False"
"EURUSD","M15","EMA_CROSS","fast=21;slow=34","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","55","0,9812","47,27","1,0944","0,02318","-0,00118","False"
"EURUSD","M15","SMA_CROSS","fast=21;slow=34","SESSION_FILTER","session=LONDON_NY","55","0,9812","47,27","1,0944","0,02318","-0,00118","False"
"EURUSD","M15","SMA_CROSS","fast=21;slow=34","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","55","0,9812","47,27","1,0944","0,02318","-0,00118","False"
"EURUSD","M15","EMA_CROSS","fast=21;slow=34","SESSION_FILTER","session=LONDON_NY","55","0,9812","47,27","1,0944","0,02318","-0,00118","False"
"EURUSD","M15","EMA_CROSS","fast=13;slow=55","SESSION_FILTER","session=LONDON","31","0,6788","32,26","1,4255","0,03535","-0,0186","False"
"EURUSD","M15","SMA_CROSS","fast=13;slow=55","SESSION_FILTER","session=LONDON","31","0,6788","32,26","1,4255","0,03535","-0,0186","False"
"EURUSD","H4","SMA_CROSS","fast=21;slow=55","SESSION_FILTER","session=NY","15","0,6545","53,33","0,5727","0,13974","-0,05732","False"
"EURUSD","H4","EMA_CROSS","fast=21;slow=55","SESSION_FILTER","session=NY","15","0,6545","53,33","0,5727","0,13974","-0,05732","False"
"USDCHF","M15","EMA_CROSS","fast=21;slow=34","SESSION_FILTER","session=LONDON","33","0,6487","39,39","0,9981","0,03373","-0,01934","False"
"USDCHF","M15","SMA_CROSS","fast=21;slow=34","SESSION_FILTER","session=LONDON","33","0,6487","39,39","0,9981","0,03373","-0,01934","False"
"EURUSD","H1","SMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=LONDON","9","0,6171","33,33","1,2343","0,06392","-0,03241","False"
"EURUSD","H1","EMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=LONDON","9","0,6171","33,33","1,2343","0,06392","-0,03241","False"
"EURUSD","M15","EMA_CROSS","fast=21;slow=34","SESSION_FILTER","session=LONDON","23","0,4928","43,48","0,6407","0,04344","-0,02588","False"
"EURUSD","M15","SMA_CROSS","fast=21;slow=34","SESSION_FILTER","session=LONDON","23","0,4928","43,48","0,6407","0,04344","-0,02588","False"
"USDJPY","H4","SMA_CROSS","fast=21;slow=55","SESSION_FILTER","session=NY","13","0,0643","15,38","0,3536","40,376","-40,376","False"
"USDJPY","H4","EMA_CROSS","fast=21;slow=55","SESSION_FILTER","session=NY","13","0,0643","15,38","0,3536","40,376","-40,376","False"
"GBPUSD","D1","EMA_CROSS","fast=13;slow=89","SESSION_FILTER","session=LONDON","0","0","0","0","0","0","False"
"GBPUSD","D1","EMA_CROSS","fast=21;slow=89","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","0","0","0","0","0","0","False"
"GBPUSD","D1","EMA_CROSS","fast=13;slow=89","SESSION_FILTER","session=NY","0","0","0","0","0","0","False"
"GBPUSD","D1","SMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=LONDON","0","0","0","0","0","0","False"
"GBPUSD","D1","SMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=NY","0","0","0","0","0","0","False"
"GBPUSD","D1","SMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=LONDON_NY","0","0","0","0","0","0","False"
"GBPUSD","D1","EMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=LONDON_NY","0","0","0","0","0","0","False"
"GBPUSD","D1","EMA_CROSS","fast=13;slow=89","SESSION_FILTER","session=LONDON_NY","0","0","0","0","0","0","False"
"GBPUSD","D1","SMA_CROSS","fast=13;slow=89","SESSION_FILTER","session=NY","0","0","0","0","0","0","False"
"GBPUSD","D1","EMA_CROSS","fast=13;slow=89","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","0","0","0","0","0","0","False"
"GBPUSD","D1","EMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=LONDON","0","0","0","0","0","0","False"
"GBPUSD","D1","SMA_CROSS","fast=13;slow=89","SESSION_FILTER","session=LONDON","0","0","0","0","0","0","False"
"GBPUSD","D1","SMA_CROSS","fast=13;slow=89","SESSION_FILTER","session=LONDON_NY","0","0","0","0","0","0","False"
"GBPUSD","D1","EMA_CROSS","fast=21;slow=89","SESSION_FILTER","session=NY","0","0","0","0","0","0","False"
"GBPUSD","D1","SMA_CROSS","fast=21;slow=89","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","0","0","0","0","0","0","False"
"GBPUSD","D1","SMA_CROSS","fast=13;slow=89","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","0","0","0","0","0","0","False"
