symbol,timeframe,strategy,params,trades,pf,winrate,payoff,netprofit,tier,dataset,mode,real_orders
US500,M5,SMA_SCALP,"5,13",876,0.9508,34.82,1.7581,-166.9,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M5_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M2,SMA_SCALP,"5,13",815,0.9494,36.81,1.595,-0.00586,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M5,EMA_SCALP,"5,13",755,0.9485,29.4,2.2729,-0.00934,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
XAUUSD,M5,EMA_SCALP,"13,34",289,0.9478,28.03,2.4337,-111.14,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
GER40,M5,EMA_SCALP,"13,34",316,0.9372,25.63,2.7192,-603.3,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M5_raw.csv,PAPER_ONLY,FORBIDDEN
UK100,M5,SMA_SCALP,"5,13",863,0.9366,37.43,1.5484,-415.2,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M5_raw.csv,PAPER_ONLY,FORBIDDEN
US500,M2,EMA_SCALP,"5,13",777,0.9354,27.28,2.4842,-142.2,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M2,SMA_SCALP,"9,21",535,0.9354,35.33,1.6877,-0.00707,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M2,SMA_SCALP,"8,21",549,0.9335,34.06,1.7872,-0.00711,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M2,SMA_SCALP,"8,21",565,0.9322,35.4,1.678,-0.00704,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M2_raw.csv,PAPER_ONLY,FORBIDDEN
GBPUSD,M2,SMA_SCALP,"8,21",551,0.9317,34.85,1.7324,-0.01034,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M2,SMA_SCALP,"5,13",922,0.9305,36.55,1.5765,-0.009,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
US100,M5,EMA_SCALP,"9,21",433,0.9301,29.1,2.2589,-1084.6,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M5_raw.csv,PAPER_ONLY,FORBIDDEN
US500,M2,SMA_SCALP,"8,21",529,0.9256,35.54,1.6494,-147.2,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M2,SMA_SCALP,"9,21",545,0.9254,35.41,1.659,-0.00761,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M2_raw.csv,PAPER_ONLY,FORBIDDEN
XAUUSD,M2,EMA_SCALP,"5,13",802,0.9253,25.69,2.6771,-173.74,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M2,EMA_SCALP,"5,13",799,0.9252,28.16,2.3357,-0.00857,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
US100,M5,EMA_SCALP,"8,21",477,0.9245,28.72,2.2876,-1199.0,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M5_raw.csv,PAPER_ONLY,FORBIDDEN
EURUSD,M2,SMA_SCALP,"8,21",537,0.9236,33.52,1.8112,-0.00873,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M2,EMA_SCALP,"9,21",453,0.9224,28.48,2.2524,-0.00724,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M2,SMA_SCALP,"9,21",542,0.9195,37.82,1.4712,-0.00799,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M5,EMA_SCALP,"13,34",320,0.9189,25.0,2.7568,-0.00944,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
GER40,M5,SMA_SCALP,"13,34",326,0.9169,34.66,1.712,-865.9,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M5_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M5,SMA_SCALP,"8,21",545,0.9149,35.6,1.6222,-0.0128,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
US500,M5,SMA_SCALP,"8,21",537,0.9149,34.82,1.6781,-231.4,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M5_raw.csv,PAPER_ONLY,FORBIDDEN
GBPUSD,M2,SMA_SCALP,"5,13",873,0.9133,34.25,1.7166,-0.01654,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M2,EMA_SCALP,"13,34",310,0.9117,28.39,2.2793,-0.00643,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
GER40,M2,SMA_SCALP,"5,13",896,0.9116,35.49,1.6196,-888.2,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M2_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M5,SMA_SCALP,"5,13",852,0.9112,35.68,1.6246,-0.0169,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M5,SMA_SCALP,"5,13",879,0.9085,36.41,1.5644,-0.01732,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M5_raw.csv,PAPER_ONLY,FORBIDDEN
GBPUSD,M5,EMA_SCALP,"5,13",784,0.9081,28.83,2.2301,-0.02495,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M2,EMA_SCALP,"9,21",476,0.9079,28.78,2.2267,-0.00829,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M5,EMA_SCALP,"5,13",766,0.9047,28.72,2.2206,-0.01683,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M2,EMA_SCALP,"8,21",487,0.9041,28.75,2.2086,-0.0093,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M2,EMA_SCALP,"5,13",800,0.904,27.75,2.3414,-0.01109,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M2_raw.csv,PAPER_ONLY,FORBIDDEN
XAUUSD,M5,SMA_SCALP,"5,13",903,0.8981,36.43,1.5669,-412.09,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M5,SMA_SCALP,"5,13",906,0.8935,34.11,1.6829,-2.382,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M5_raw.csv,PAPER_ONLY,FORBIDDEN
GBPUSD,M5,SMA_SCALP,"8,21",559,0.8916,33.63,1.7358,-0.02483,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M2,EMA_SCALP,"5,13",767,0.8912,27.9,2.2614,-0.01241,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
US500,M5,SMA_SCALP,"9,21",531,0.8911,36.91,1.5004,-301.3,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M5_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M2,EMA_SCALP,"8,21",504,0.8897,27.98,2.2779,-0.01029,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M5,SMA_SCALP,"8,21",556,0.8887,35.43,1.6014,-0.01773,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M2,SMA_SCALP,"5,13",914,0.8863,35.78,1.5367,-1.416,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M2_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M5,SMA_SCALP,"5,13",893,0.8844,34.94,1.613,-0.02472,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M2,SMA_SCALP,"8,21",552,0.8792,34.42,1.6566,-0.01239,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
GBPUSD,M5,SMA_SCALP,"9,21",561,0.879,34.22,1.6664,-0.02805,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M2,SMA_SCALP,"9,21",541,0.8781,36.78,1.4871,-0.01199,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
GBPUSD,M2,EMA_SCALP,"5,13",809,0.8726,27.19,2.3085,-0.02253,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M5,SMA_SCALP,"8,21",553,0.8707,32.91,1.7462,-0.01906,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M5_raw.csv,PAPER_ONLY,FORBIDDEN
EURUSD,M5,SMA_SCALP,"5,13",898,0.8699,35.52,1.5571,-0.0286,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M2,SMA_SCALP,"13,34",343,0.8688,32.07,1.8246,-0.01188,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M2,SMA_SCALP,"8,21",547,0.8659,36.93,1.4446,-0.01376,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M5,EMA_SCALP,"9,21",460,0.8607,26.96,2.3321,-0.0199,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
UK100,M2,SMA_SCALP,"9,21",542,0.8586,31.73,1.8219,-404.6,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M2_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M2,SMA_SCALP,"13,34",348,0.8586,33.91,1.659,-0.0112,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M5,SMA_SCALP,"9,21",525,0.8503,35.05,1.5574,-0.02328,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
US500,M5,EMA_SCALP,"13,34",313,0.8476,27.48,2.2374,-310.5,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M5_raw.csv,PAPER_ONLY,FORBIDDEN
NZDUSD,M5,EMA_SCALP,"8,21",480,0.8463,27.71,2.2015,-0.02264,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
EURUSD,M5,EMA_SCALP,"8,21",509,0.846,26.52,2.3248,-0.02359,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
GBPUSD,M5,EMA_SCALP,"13,34",291,0.8439,25.77,2.4192,-0.02648,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
US500,M5,EMA_SCALP,"9,21",477,0.8431,26.42,2.3285,-399.3,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M5,SMA_SCALP,"9,21",549,0.8425,33.52,1.6576,-0.02342,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M5,SMA_SCALP,"13,34",351,0.8401,31.62,1.7863,-0.01964,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M5,SMA_SCALP,"9,21",542,0.8391,35.61,1.4955,-0.02508,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
EURUSD,M5,EMA_SCALP,"9,21",483,0.8389,26.09,2.3636,-0.02392,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
US100,M2,SMA_SCALP,"5,13",887,0.8381,33.15,1.6877,-2797.3,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M2_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M5,EMA_SCALP,"9,21",448,0.8345,27.23,2.2232,-0.02476,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
US500,M5,EMA_SCALP,"8,21",497,0.8325,25.55,2.4058,-441.9,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M5,SMA_SCALP,"5,13",904,0.8267,33.52,1.5989,-0.03756,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M5,EMA_SCALP,"5,13",745,0.8219,28.86,1.9954,-0.03074,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M5_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M5,SMA_SCALP,"9,21",551,0.8202,34.66,1.5417,-0.03065,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M5,SMA_SCALP,"8,21",558,0.8197,34.95,1.5049,-0.02906,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M5,EMA_SCALP,"8,21",474,0.8135,26.16,2.2897,-0.02878,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
EURUSD,M5,SMA_SCALP,"9,21",573,0.8094,34.38,1.5284,-0.03341,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M5,SMA_SCALP,"13,34",362,0.8088,31.77,1.709,-0.02714,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
US500,M5,SMA_SCALP,"13,34",349,0.8086,37.54,1.3209,-446.5,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M5,EMA_SCALP,"13,34",319,0.8035,25.71,2.3125,-0.02257,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
EURUSD,M5,SMA_SCALP,"13,34",349,0.8034,30.95,1.778,-0.02725,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
EURUSD,M5,SMA_SCALP,"8,21",585,0.7975,32.65,1.6242,-0.03576,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
US500,M2,SMA_SCALP,"5,13",937,0.7956,33.62,1.5533,-566.4,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M2,EMA_SCALP,"5,13",812,0.7936,25.99,2.2416,-2.481,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M2_raw.csv,PAPER_ONLY,FORBIDDEN
EURUSD,M5,EMA_SCALP,"5,13",858,0.7929,25.17,2.3456,-0.04349,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M2,EMA_SCALP,"13,34",319,0.7879,23.51,2.5214,-1.628,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M2,EMA_SCALP,"13,34",309,0.7728,24.27,2.3596,-0.01987,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M2_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M5,EMA_SCALP,"13,34",307,0.7556,28.01,1.933,-0.02787,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M5,EMA_SCALP,"9,21",453,0.7384,26.71,2.0138,-0.0387,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M5_raw.csv,PAPER_ONLY,FORBIDDEN
EURUSD,M5,EMA_SCALP,"13,34",303,0.7353,25.74,2.121,-0.0355,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M5,SMA_SCALP,"13,34",354,0.729,31.64,1.562,-0.03757,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
AUDUSD,M5,EMA_SCALP,"13,34",314,0.7278,25.48,2.1197,-0.03724,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCHF,M5,EMA_SCALP,"8,21",481,0.7167,25.16,2.1265,-0.04362,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M5,SMA_SCALP,"9,21",587,0.7122,31.52,1.5206,-5.744,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M5,EMA_SCALP,"9,21",509,0.7002,23.97,2.2098,-0.05093,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M5,SMA_SCALP,"8,21",599,0.6939,31.39,1.4949,-6.121,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M5,EMA_SCALP,"8,21",535,0.6794,23.93,2.1549,-0.05669,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M5,EMA_SCALP,"5,13",834,0.671,22.9,2.2413,-7.653,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDCAD,M5,EMA_SCALP,"5,13",830,0.6585,25.54,1.9071,-0.07415,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M5,SMA_SCALP,"13,34",367,0.6392,33.79,1.2217,-5.793,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M5,EMA_SCALP,"8,21",573,0.5469,21.82,1.9424,-9.198,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M5,EMA_SCALP,"9,21",535,0.5466,21.68,1.9697,-9.148,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M5_raw.csv,PAPER_ONLY,FORBIDDEN
USDJPY,M5,EMA_SCALP,"13,34",333,0.4921,23.42,1.6087,-8.595,D,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M5_raw.csv,PAPER_ONLY,FORBIDDEN
