"symbol","class","timeframe","strategy","family","params","base_trades","base_pf","base_winrate","base_payoff","base_netprofit","filter","filter_params","status"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","ADX_FILTER","adx=21;min=20","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","ATR_FILTER","atr=14;min_mult=1.0","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","ATR_FILTER","atr=14;min_mult=1.5","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","SESSION_FILTER","session=LONDON","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","SESSION_FILTER","session=NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","SESSION_FILTER","session=LONDON_NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","VOLATILITY_FILTER","range_ma=20;min_ratio=1.0","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","ADX_FILTER","adx=14;min=18","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","ADX_FILTER","adx=14;min=22","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","ADX_FILTER","adx=21;min=20","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","ATR_FILTER","atr=14;min_mult=1.0","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","ATR_FILTER","atr=14;min_mult=1.5","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","SESSION_FILTER","session=LONDON","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","SESSION_FILTER","session=NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","SESSION_FILTER","session=LONDON_NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","VOLATILITY_FILTER","range_ma=20;min_ratio=1.0","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","1,4503","11019","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ADX_FILTER","adx=14;min=18","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ADX_FILTER","adx=14;min=22","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ADX_FILTER","adx=21;min=20","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ATR_FILTER","atr=14;min_mult=1.0","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ATR_FILTER","atr=14;min_mult=1.5","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","SESSION_FILTER","session=LONDON","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","SESSION_FILTER","session=NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","SESSION_FILTER","session=LONDON_NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","VOLATILITY_FILTER","range_ma=20;min_ratio=1.0","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ADX_FILTER","adx=14;min=18","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ADX_FILTER","adx=14;min=22","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ADX_FILTER","adx=21;min=20","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ATR_FILTER","atr=14;min_mult=1.0","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","ATR_FILTER","atr=14;min_mult=1.5","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","SESSION_FILTER","session=LONDON","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","SESSION_FILTER","session=NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","SESSION_FILTER","session=LONDON_NY","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","VOLATILITY_FILTER","range_ma=20;min_ratio=1.0","PENDING_FILTER_BACKTEST"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","1,4769","2255","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ADX_FILTER","adx=14;min=18","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ADX_FILTER","adx=14;min=22","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ADX_FILTER","adx=21;min=20","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ATR_FILTER","atr=14;min_mult=1.0","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ATR_FILTER","atr=14;min_mult=1.5","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","SESSION_FILTER","session=LONDON","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","SESSION_FILTER","session=NY","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","SESSION_FILTER","session=LONDON_NY","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","VOLATILITY_FILTER","range_ma=20;min_ratio=1.0","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ADX_FILTER","adx=14;min=18","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ADX_FILTER","adx=14;min=22","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ADX_FILTER","adx=21;min=20","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ATR_FILTER","atr=14;min_mult=1.0","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","ATR_FILTER","atr=14;min_mult=1.5","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","SESSION_FILTER","session=LONDON","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","SESSION_FILTER","session=NY","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","SESSION_FILTER","session=LONDON_NY","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","VOLATILITY_FILTER","range_ma=20;min_ratio=1.0","PENDING_FILTER_BACKTEST"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","1,4252","2103","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ADX_FILTER","adx=14;min=18","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ADX_FILTER","adx=14;min=22","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ADX_FILTER","adx=21;min=20","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ATR_FILTER","atr=14;min_mult=1.0","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ATR_FILTER","atr=14;min_mult=1.5","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","SESSION_FILTER","session=LONDON","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","SESSION_FILTER","session=NY","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","SESSION_FILTER","session=LONDON_NY","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","VOLATILITY_FILTER","range_ma=20;min_ratio=1.0","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ADX_FILTER","adx=14;min=18","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ADX_FILTER","adx=14;min=22","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ADX_FILTER","adx=21;min=20","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ATR_FILTER","atr=14;min_mult=1.0","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","ATR_FILTER","atr=14;min_mult=1.5","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","SESSION_FILTER","session=LONDON","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","SESSION_FILTER","session=NY","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","SESSION_FILTER","session=LONDON_NY","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","VOLATILITY_FILTER","range_ma=20;min_ratio=1.0","PENDING_FILTER_BACKTEST"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","1,7652","4865","COMBO_FILTER","adx=14;min=18;session=LONDON_NY","PENDING_FILTER_BACKTEST"
