"symbol","class","timeframe","dataset_file","status","source_required"
"USOIL","COMMODITIES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\USOIL\USOIL_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"USOIL","COMMODITIES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\USOIL\USOIL_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"USOIL","COMMODITIES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\USOIL\USOIL_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"USOIL","COMMODITIES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\USOIL\USOIL_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UKOIL","COMMODITIES","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\UKOIL\UKOIL_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UKOIL","COMMODITIES","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\UKOIL\UKOIL_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UKOIL","COMMODITIES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\UKOIL\UKOIL_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UKOIL","COMMODITIES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\UKOIL\UKOIL_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UKOIL","COMMODITIES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\UKOIL\UKOIL_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UKOIL","COMMODITIES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\UKOIL\UKOIL_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NGAS","COMMODITIES","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\NGAS\NGAS_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NGAS","COMMODITIES","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\NGAS\NGAS_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NGAS","COMMODITIES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\NGAS\NGAS_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NGAS","COMMODITIES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\NGAS\NGAS_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NGAS","COMMODITIES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\NGAS\NGAS_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NGAS","COMMODITIES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\COMMODITIES\NGAS\NGAS_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US30","INDICES","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US30\US30_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US30","INDICES","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US30\US30_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US30","INDICES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US30\US30_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US30","INDICES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US30\US30_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US30","INDICES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US30\US30_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US30","INDICES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US30\US30_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US100","INDICES","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US100\US100_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US100","INDICES","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US100\US100_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US100","INDICES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US100\US100_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US100","INDICES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US100\US100_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US100","INDICES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US100\US100_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US100","INDICES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US100\US100_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US500","INDICES","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US500\US500_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US500","INDICES","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US500\US500_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US500","INDICES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US500\US500_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US500","INDICES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US500\US500_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US500","INDICES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US500\US500_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"US500","INDICES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\US500\US500_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GER40","INDICES","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\GER40\GER40_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GER40","INDICES","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\GER40\GER40_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GER40","INDICES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\GER40\GER40_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GER40","INDICES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\GER40\GER40_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GER40","INDICES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\GER40\GER40_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GER40","INDICES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\GER40\GER40_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UK100","INDICES","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\UK100\UK100_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UK100","INDICES","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\UK100\UK100_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UK100","INDICES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\UK100\UK100_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UK100","INDICES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\UK100\UK100_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UK100","INDICES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\UK100\UK100_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"UK100","INDICES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\UK100\UK100_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"FRA40","INDICES","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\FRA40\FRA40_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"FRA40","INDICES","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\FRA40\FRA40_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"FRA40","INDICES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\FRA40\FRA40_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"FRA40","INDICES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\FRA40\FRA40_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"FRA40","INDICES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\FRA40\FRA40_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"FRA40","INDICES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\FRA40\FRA40_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"JPN225","INDICES","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\JPN225\JPN225_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"JPN225","INDICES","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\JPN225\JPN225_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"JPN225","INDICES","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\JPN225\JPN225_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"JPN225","INDICES","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\JPN225\JPN225_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"JPN225","INDICES","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\JPN225\JPN225_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"JPN225","INDICES","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\INDICES\JPN225\JPN225_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"BTCUSD","FOREX","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\BTCUSD\BTCUSD_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"BTCUSD","FOREX","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\BTCUSD\BTCUSD_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"BTCUSD","FOREX","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\BTCUSD\BTCUSD_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"BTCUSD","FOREX","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\BTCUSD\BTCUSD_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"BTCUSD","FOREX","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\BTCUSD\BTCUSD_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"BTCUSD","FOREX","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\BTCUSD\BTCUSD_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"ETHUSD","FOREX","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\ETHUSD\ETHUSD_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"ETHUSD","FOREX","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\ETHUSD\ETHUSD_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"ETHUSD","FOREX","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\ETHUSD\ETHUSD_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"ETHUSD","FOREX","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\ETHUSD\ETHUSD_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"ETHUSD","FOREX","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\ETHUSD\ETHUSD_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"ETHUSD","FOREX","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\ETHUSD\ETHUSD_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"LTCUSD","FOREX","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\LTCUSD\LTCUSD_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"LTCUSD","FOREX","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\LTCUSD\LTCUSD_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"LTCUSD","FOREX","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\LTCUSD\LTCUSD_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"LTCUSD","FOREX","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\LTCUSD\LTCUSD_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"LTCUSD","FOREX","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\LTCUSD\LTCUSD_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"LTCUSD","FOREX","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\LTCUSD\LTCUSD_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"XRPUSD","FOREX","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\XRPUSD\XRPUSD_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"XRPUSD","FOREX","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\XRPUSD\XRPUSD_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"XRPUSD","FOREX","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\XRPUSD\XRPUSD_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"XRPUSD","FOREX","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\XRPUSD\XRPUSD_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"XRPUSD","FOREX","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\XRPUSD\XRPUSD_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"XRPUSD","FOREX","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\FOREX\XRPUSD\XRPUSD_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AAPL","STOCKS","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AAPL\AAPL_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AAPL","STOCKS","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AAPL\AAPL_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AAPL","STOCKS","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AAPL\AAPL_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AAPL","STOCKS","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AAPL\AAPL_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AAPL","STOCKS","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AAPL\AAPL_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AAPL","STOCKS","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AAPL\AAPL_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"MSFT","STOCKS","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\MSFT\MSFT_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"MSFT","STOCKS","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\MSFT\MSFT_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"MSFT","STOCKS","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\MSFT\MSFT_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"MSFT","STOCKS","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\MSFT\MSFT_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"MSFT","STOCKS","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\MSFT\MSFT_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"MSFT","STOCKS","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\MSFT\MSFT_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NVDA","STOCKS","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\NVDA\NVDA_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NVDA","STOCKS","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\NVDA\NVDA_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NVDA","STOCKS","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\NVDA\NVDA_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
