"FullPath","Name","Extension","SizeKB","Modified","Keyword"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tools\extract_knowledge_from_document.py","extract_knowledge_from_document.py",".py","0,8","19/06/2026 15:18:10","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\CANARY_RUNTIME_LEDGER.jsonl","CANARY_RUNTIME_LEDGER.jsonl",".jsonl","392,51","18/06/2026 20:36:14","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_25_DRIVE_ZEROING_REAL_LAYER_LEDGER.txt","P4_25_DRIVE_ZEROING_REAL_LAYER_LEDGER.txt",".txt","1,46","01/06/2026 14:07:57","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11K_C_SAFE_PROBE_20260526_132151\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,23","03/06/2026 14:44:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1B_CONTEXT_RECOVERY_DECISION_MEMORY_20260527_150301\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,45","03/06/2026 14:44:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1C3_FINAL_CONSOLIDATED_GATE_20260527_160006\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,56","03/06/2026 14:44:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1903D_J\P1903D_EVENT_CANONICAL_LEDGER.json","P1903D_EVENT_CANONICAL_LEDGER.json",".json","10,58","18/06/2026 08:02:04","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2002A_J\P2002D_EVENT_LEDGER_PLAN.json","P2002D_EVENT_LEDGER_PLAN.json",".json","1,39","18/06/2026 08:02:08","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2261_FTMO_ASSET_UNIVERSE_20260618_145427\edge_factory_config.json","edge_factory_config.json",".json","0,58","18/06/2026 14:54:27","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2264B_P2266_FULL_DATA_BACKTEST_PIPELINE_20260618_162142\run_edge_ranking.ps1","run_edge_ranking.ps1",".ps1","0,54","18/06/2026 16:21:43","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2264B_P2266_FULL_DATA_BACKTEST_PIPELINE_20260618_162142\edge_ranking\p2266_approved_edges.csv","p2266_approved_edges.csv",".csv","0","18/06/2026 20:58:22","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2264B_P2266_FULL_DATA_BACKTEST_PIPELINE_20260618_162142\edge_ranking\P2265C_TOP_CANDIDATES\near_edges_relaxed.csv","near_edges_relaxed.csv",".csv","119,77","18/06/2026 21:44:15","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2264B_P2266_FULL_DATA_BACKTEST_PIPELINE_20260618_162142\edge_ranking\P2265D_SANITY_FILTER\p2265d_near_edges.csv","p2265d_near_edges.csv",".csv","0","18/06/2026 21:50:15","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2264B_P2266_FULL_DATA_BACKTEST_PIPELINE_20260618_162142\edge_ranking\P2265E_DECIMAL_FIX\p2265e_near_edges.csv","p2265e_near_edges.csv",".csv","2,72","18/06/2026 21:52:13","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2264B_P2266_FULL_DATA_BACKTEST_PIPELINE_20260618_162142\edge_ranking\P2265F_FOCUSED_FILTER_EXPANSION\p2265f_focused_near_edges.csv","p2265f_focused_near_edges.csv",".csv","2,72","19/06/2026 14:21:08","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2264B_P2266_FULL_DATA_BACKTEST_PIPELINE_20260618_162142\edge_ranking\P2265G_FILTER_BACKTEST\p2265g_filtered_near_edges.csv","p2265g_filtered_near_edges.csv",".csv","19,68","19/06/2026 14:46:36","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2264B_P2266_FULL_DATA_BACKTEST_PIPELINE_20260618_162142\edge_ranking\P2265G_FILTER_BACKTEST\p2266_filtered_approved_edges.csv","p2266_filtered_approved_edges.csv",".csv","0","19/06/2026 14:46:36","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2264B_P2266_FULL_DATA_BACKTEST_PIPELINE_20260618_162142\edge_ranking\P2266_P2270_PAPER_PORTFOLIO_EDGE_PACK_20260619_152952\paper_edges\approved_paper_edges.csv","approved_paper_edges.csv",".csv","1","19/06/2026 15:29:52","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\ledger\hypothesis_ledger.jsonl","hypothesis_ledger.jsonl",".jsonl","160,82","18/06/2026 08:02:10","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_ledger\hypothesis_ledger.jsonl","hypothesis_ledger.jsonl",".jsonl","33,66","18/06/2026 08:02:09","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.47B_LEDGER\scientific_ledger.jsonl","scientific_ledger.jsonl",".jsonl","13,07","18/06/2026 08:02:09","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,27","08/06/2026 15:00:47","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0001\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 12:28:47","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0002\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 12:45:36","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0003\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 13:02:41","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0004\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 13:18:43","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0005\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 13:34:22","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0006\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 13:50:01","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0007\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 14:07:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0008\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 14:25:55","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0009\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 14:43:22","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0010\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,26","08/06/2026 15:00:04","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,27","10/06/2026 19:49:52","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0033\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 15:48:27","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0034\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 16:08:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0035\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 16:27:48","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0036\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 16:44:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0037\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 17:03:24","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0038\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 17:22:01","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0039\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 17:41:39","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0040\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 18:00:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0041\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 18:20:25","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0042\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 18:37:34","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0043\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 18:54:41","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0044\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 19:12:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0045\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 19:29:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0046\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 19:47:37","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0047\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 20:04:26","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0048\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 20:21:37","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0049\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 20:38:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0050\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 20:56:30","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0051\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 21:15:22","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0052\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 21:32:37","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0053\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 21:49:47","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0054\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 22:07:24","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0055\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 22:24:01","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0056\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 22:40:24","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0057\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 22:55:47","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0058\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 23:12:03","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0059\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 23:28:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0060\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","08/06/2026 23:44:02","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0061\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 00:00:55","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0062\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 00:18:54","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0063\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 00:36:54","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0064\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 00:54:25","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0065\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 01:11:37","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0066\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 01:27:24","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0067\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 01:42:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0068\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 01:58:33","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0069\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 02:13:59","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0070\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 02:31:45","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0071\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 02:48:46","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0072\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 03:07:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0073\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 03:26:55","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0074\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 03:46:24","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0075\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 04:04:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0076\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 04:22:54","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0077\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 04:38:54","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0078\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 04:55:21","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0079\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 05:11:45","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0080\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 05:27:55","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0081\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 05:45:59","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0082\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 06:04:33","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0083\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 06:22:55","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0084\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 06:40:40","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0085\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 06:57:32","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0086\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 07:13:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0087\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 07:29:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0088\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 07:47:36","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0089\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 08:08:42","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0090\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 08:28:59","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0091\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 08:49:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0092\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 09:09:38","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0093\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 09:28:55","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0094\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 09:50:03","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0095\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","0,28","09/06/2026 10:09:44","edge"
