time,open,high,low,close,volume
2015-06-19 00:00:00+00:00,1.58782,1.58942,1.58734,1.58936,9683
2015-06-19 04:00:00+00:00,1.58935,1.5895899999999998,1.58754,1.58766,10446
2015-06-19 08:00:00+00:00,1.58766,1.5877400000000002,1.58453,1.5852,29844
2015-06-19 12:00:00+00:00,1.58521,1.58756,1.58346,1.58672,29810
2015-06-19 16:00:00+00:00,1.58673,1.58954,1.5862699999999998,1.58717,29015
2015-06-19 20:00:00+00:00,1.5871499999999998,1.58924,1.58672,1.5876,14596
2015-06-22 00:00:00+00:00,1.58714,1.58827,1.58675,1.58782,6539
2015-06-22 04:00:00+00:00,1.5878100000000002,1.59055,1.58779,1.59009,8903
2015-06-22 08:00:00+00:00,1.59012,1.59093,1.58474,1.58709,27588
2015-06-22 12:00:00+00:00,1.5871,1.5879,1.5805,1.58278,31296
2015-06-22 16:00:00+00:00,1.58278,1.58436,1.58047,1.58289,36382
2015-06-22 20:00:00+00:00,1.58289,1.58369,1.58118,1.5822500000000002,17360
2015-06-23 00:00:00+00:00,1.5822500000000002,1.58309,1.58124,1.58183,7570
2015-06-23 04:00:00+00:00,1.58183,1.58204,1.5764200000000002,1.57725,16318
2015-06-23 08:00:00+00:00,1.57726,1.58124,1.57629,1.57905,31843
2015-06-23 12:00:00+00:00,1.57905,1.58096,1.57338,1.57444,35807
2015-06-23 16:00:00+00:00,1.57445,1.57585,1.57101,1.57194,37256
2015-06-23 20:00:00+00:00,1.57193,1.57318,1.57084,1.57286,18369
2015-06-24 00:00:00+00:00,1.57282,1.57441,1.57223,1.57357,8675
2015-06-24 04:00:00+00:00,1.57355,1.57447,1.57296,1.57381,10064
2015-06-24 08:00:00+00:00,1.5738,1.58021,1.57367,1.57918,32754
2015-06-24 12:00:00+00:00,1.57918,1.57944,1.57316,1.57505,33702
2015-06-24 16:00:00+00:00,1.57505,1.57536,1.56667,1.56828,35937
2015-06-24 20:00:00+00:00,1.56827,1.57089,1.56768,1.57031,17895
2015-06-25 00:00:00+00:00,1.5704,1.5712000000000002,1.56913,1.56956,8581
2015-06-25 04:00:00+00:00,1.56954,1.57037,1.56869,1.56941,11203
2015-06-25 08:00:00+00:00,1.56941,1.57248,1.56762,1.56936,26455
2015-06-25 12:00:00+00:00,1.56936,1.57501,1.56805,1.57457,35976
2015-06-25 16:00:00+00:00,1.57456,1.57698,1.57177,1.57367,31019
2015-06-25 20:00:00+00:00,1.57368,1.57545,1.57288,1.57455,15861
2015-06-26 00:00:00+00:00,1.57468,1.5752000000000002,1.57322,1.57348,9702
2015-06-26 04:00:00+00:00,1.57348,1.57523,1.5733,1.57378,10952
2015-06-26 08:00:00+00:00,1.57379,1.57663,1.57191,1.57505,22769
2015-06-26 12:00:00+00:00,1.57504,1.57555,1.57166,1.57193,27557
2015-06-26 16:00:00+00:00,1.57193,1.57608,1.57081,1.57338,34165
2015-06-26 20:00:00+00:00,1.57338,1.57469,1.57182,1.57455,13744
2015-06-29 00:00:00+00:00,1.5696,1.57286,1.56613,1.57038,18278
2015-06-29 04:00:00+00:00,1.57039,1.57219,1.5699999999999998,1.57054,12965
2015-06-29 08:00:00+00:00,1.57055,1.5743,1.56843,1.57027,44389
2015-06-29 12:00:00+00:00,1.57027,1.57436,1.56826,1.5735,37902
2015-06-29 16:00:00+00:00,1.5735,1.57878,1.57008,1.57391,40368
2015-06-29 20:00:00+00:00,1.57392,1.57611,1.57216,1.57352,24149
2015-06-30 00:00:00+00:00,1.5736,1.57374,1.5724200000000002,1.573,11149
2015-06-30 04:00:00+00:00,1.57299,1.57324,1.5718800000000002,1.57298,12960
2015-06-30 08:00:00+00:00,1.57299,1.57433,1.56924,1.57199,31516
2015-06-30 12:00:00+00:00,1.572,1.5758100000000002,1.56996,1.57571,41872
2015-06-30 16:00:00+00:00,1.57571,1.57755,1.57008,1.57233,41385
2015-06-30 20:00:00+00:00,1.5723,1.57442,1.57008,1.57065,20627
2015-07-01 00:00:00+00:00,1.57036,1.57148,1.5675,1.5698,15835
2015-07-01 04:00:00+00:00,1.5698,1.5704,1.5691000000000002,1.57011,9647
2015-07-01 08:00:00+00:00,1.5701,1.57322,1.56468,1.5663399999999998,27834
2015-07-01 12:00:00+00:00,1.56635,1.56721,1.56341,1.5648,34721
2015-07-01 16:00:00+00:00,1.5647600000000002,1.56504,1.56054,1.56165,34633
2015-07-01 20:00:00+00:00,1.56165,1.5620500000000002,1.5588,1.5614599999999998,20978
2015-07-02 00:00:00+00:00,1.5614400000000002,1.56181,1.55997,1.56068,10426
2015-07-02 04:00:00+00:00,1.56071,1.56165,1.55981,1.56152,8365
2015-07-02 08:00:00+00:00,1.56151,1.56176,1.55808,1.5603,26840
2015-07-02 12:00:00+00:00,1.56031,1.56394,1.55618,1.56121,35758
2015-07-02 16:00:00+00:00,1.56124,1.56221,1.55969,1.56081,33500
2015-07-02 20:00:00+00:00,1.56084,1.56113,1.55916,1.56068,11746
2015-07-03 00:00:00+00:00,1.56057,1.56224,1.56019,1.56121,8338
2015-07-03 04:00:00+00:00,1.56121,1.56148,1.5601699999999998,1.56109,10528
2015-07-03 08:00:00+00:00,1.5611000000000002,1.56406,1.56057,1.5626600000000002,25772
2015-07-03 12:00:00+00:00,1.5626600000000002,1.56433,1.56086,1.5619,31377
2015-07-03 16:00:00+00:00,1.56187,1.56191,1.55627,1.55803,23694
2015-07-03 20:00:00+00:00,1.55804,1.56053,1.55556,1.5577299999999998,10977
2015-07-06 00:00:00+00:00,1.55417,1.55713,1.55368,1.5551,12028
2015-07-06 04:00:00+00:00,1.5551,1.55678,1.55494,1.55564,11119
2015-07-06 08:00:00+00:00,1.55564,1.55969,1.55314,1.55599,32007
2015-07-06 12:00:00+00:00,1.556,1.55675,1.55414,1.55506,32494
2015-07-06 16:00:00+00:00,1.55505,1.56278,1.5544099999999998,1.56199,30750
2015-07-06 20:00:00+00:00,1.5620500000000002,1.5626600000000002,1.56008,1.56016,12465
2015-07-07 00:00:00+00:00,1.56012,1.5609,1.55897,1.55952,9101
2015-07-07 04:00:00+00:00,1.55952,1.55978,1.55832,1.55902,11757
2015-07-07 08:00:00+00:00,1.55901,1.56043,1.55032,1.55067,29587
2015-07-07 12:00:00+00:00,1.55067,1.55105,1.54209,1.54317,43187
2015-07-07 16:00:00+00:00,1.54317,1.54487,1.54132,1.54257,44140
2015-07-07 20:00:00+00:00,1.54256,1.54864,1.54228,1.54609,24063
2015-07-08 00:00:00+00:00,1.5461200000000002,1.54651,1.54471,1.54478,11588
2015-07-08 04:00:00+00:00,1.54478,1.54534,1.54266,1.54379,15519
2015-07-08 08:00:00+00:00,1.54379,1.54666,1.53999,1.54059,31341
2015-07-08 12:00:00+00:00,1.54061,1.5414,1.53516,1.5366,31801
2015-07-08 16:00:00+00:00,1.5366,1.5377,1.5329700000000002,1.53342,42582
2015-07-08 20:00:00+00:00,1.53338,1.53734,1.53305,1.53606,19555
2015-07-09 00:00:00+00:00,1.5360200000000002,1.5373,1.53559,1.5363,12104
2015-07-09 04:00:00+00:00,1.5363,1.5383,1.53567,1.5381,11716
2015-07-09 08:00:00+00:00,1.53811,1.54199,1.53749,1.53864,30334
2015-07-09 12:00:00+00:00,1.53867,1.54099,1.53657,1.53853,32959
2015-07-09 16:00:00+00:00,1.53854,1.54093,1.53499,1.53522,30919
2015-07-09 20:00:00+00:00,1.53531,1.53876,1.53429,1.5379,17146
2015-07-10 00:00:00+00:00,1.5379,1.53849,1.53633,1.53707,10311
2015-07-10 04:00:00+00:00,1.53708,1.5407,1.53697,1.53996,12408
2015-07-10 08:00:00+00:00,1.5399500000000002,1.54593,1.5392,1.5455100000000002,29537
2015-07-10 12:00:00+00:00,1.5455100000000002,1.55501,1.54529,1.55227,37559
2015-07-10 16:00:00+00:00,1.55228,1.55284,1.5473,1.54812,34836
2015-07-10 20:00:00+00:00,1.54812,1.55338,1.5466,1.5512899999999998,14143
2015-07-13 00:00:00+00:00,1.55028,1.55216,1.54937,1.55061,7595
2015-07-13 04:00:00+00:00,1.55061,1.55216,1.5493,1.54961,13055
2015-07-13 08:00:00+00:00,1.54965,1.55525,1.54957,1.55252,36494
2015-07-13 12:00:00+00:00,1.5525,1.55884,1.55201,1.55302,36360
2015-07-13 16:00:00+00:00,1.55303,1.55478,1.54986,1.55092,30574
2015-07-13 20:00:00+00:00,1.55092,1.55101,1.54806,1.54842,15742
2015-07-14 00:00:00+00:00,1.54844,1.54916,1.54722,1.5476100000000002,12182
2015-07-14 04:00:00+00:00,1.54759,1.54903,1.54757,1.54814,10649
2015-07-14 08:00:00+00:00,1.54814,1.54814,1.54502,1.54638,31404
2015-07-14 12:00:00+00:00,1.54638,1.56311,1.54636,1.56043,39088
2015-07-14 16:00:00+00:00,1.5605,1.56105,1.55569,1.55844,30591
2015-07-14 20:00:00+00:00,1.55841,1.56384,1.5583399999999998,1.56348,15219
2015-07-15 00:00:00+00:00,1.56348,1.56464,1.56285,1.56442,9816
2015-07-15 04:00:00+00:00,1.56443,1.56531,1.56376,1.56434,11770
2015-07-15 08:00:00+00:00,1.56432,1.56744,1.56019,1.56402,32108
2015-07-15 12:00:00+00:00,1.56402,1.56465,1.56016,1.5605099999999998,31647
2015-07-15 16:00:00+00:00,1.5605099999999998,1.56444,1.55761,1.5627,42290
2015-07-15 20:00:00+00:00,1.5627,1.56486,1.5620500000000002,1.56365,15986
2015-07-16 00:00:00+00:00,1.56363,1.56404,1.56226,1.56287,13289
2015-07-16 04:00:00+00:00,1.56287,1.56317,1.56094,1.56222,13248
2015-07-16 08:00:00+00:00,1.56222,1.565,1.56075,1.56158,29537
2015-07-16 12:00:00+00:00,1.56159,1.56296,1.55596,1.55867,38547
2015-07-16 16:00:00+00:00,1.5586799999999998,1.56187,1.55761,1.56074,30785
2015-07-16 20:00:00+00:00,1.56067,1.56296,1.56037,1.56066,13680
2015-07-17 00:00:00+00:00,1.56056,1.56137,1.56028,1.56038,8116
2015-07-17 04:00:00+00:00,1.56036,1.56378,1.56021,1.56325,8459
2015-07-17 08:00:00+00:00,1.56325,1.56723,1.56229,1.5645,26252
2015-07-17 12:00:00+00:00,1.5644900000000002,1.56525,1.55691,1.55812,31023
2015-07-17 16:00:00+00:00,1.55811,1.56419,1.5552700000000002,1.56254,28672
2015-07-17 20:00:00+00:00,1.56254,1.56312,1.55992,1.56054,9515
2015-07-20 00:00:00+00:00,1.56002,1.56109,1.55881,1.56069,5963
2015-07-20 04:00:00+00:00,1.56066,1.5607,1.55822,1.5595,8034
2015-07-20 08:00:00+00:00,1.5595,1.56269,1.55665,1.5571000000000002,22141
2015-07-20 12:00:00+00:00,1.55711,1.55792,1.5537999999999998,1.5558800000000002,30545
2015-07-20 16:00:00+00:00,1.55589,1.56071,1.5549,1.558,26967
2015-07-20 20:00:00+00:00,1.5580500000000002,1.55842,1.55516,1.5559500000000002,13005
2015-07-21 00:00:00+00:00,1.55589,1.55724,1.55555,1.55688,6843
2015-07-21 04:00:00+00:00,1.55687,1.55697,1.55549,1.5558999999999998,10532
2015-07-21 08:00:00+00:00,1.55593,1.5590000000000002,1.55572,1.55737,27605
2015-07-21 12:00:00+00:00,1.55733,1.55783,1.5528300000000002,1.55462,33266
2015-07-21 16:00:00+00:00,1.55462,1.55733,1.55343,1.5567,51834
2015-07-21 20:00:00+00:00,1.55668,1.55719,1.55492,1.55528,33142
2015-07-22 00:00:00+00:00,1.55515,1.55705,1.5544099999999998,1.55662,17774
2015-07-22 04:00:00+00:00,1.55659,1.55775,1.55499,1.55736,30336
