symbol,timeframe,time,open,high,low,close,volume,quantity,sma_20,sma_50,ema_8,ema_21,ema_55,rsi_14,atr_14,atr_pct,bb_upper,bb_lower,bb_position,donchian_high_20,donchian_low_20,donchian_position,macd,macd_signal,fibo_382,fibo_500,fibo_618,fibo_zone,trigger_long_wick_rejection,trigger_bullish_engulfing,trend_proxy,volatility_proxy
WDOFUT,H1,2024-01-07,6525.152,6528.025,6514.811,6517.684,3110125357.69,47698.0,,,6517.684,6517.684,6517.684,,,,,,,,,,0.0,0.0,,,,NONE,0,0,RANGE,NORMAL_VOL
WDOFUT,H1,2024-01-07,6434.381,6460.808,6420.019,6447.02,48244331674.97,749452.0,,,6501.980888888889,6511.26,6515.160285714285,,,,,,,,,,-5.637014245015052,-1.1274028490030106,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-07,6447.02,6456.787,6416.572,6428.636,32677068770.32,507990.0,,,6485.682024691358,6503.748727272727,6512.070132653062,,,,,,,,,,-11.455768833046932,-3.1930760458117953,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-07,6429.211,6448.169,6419.444,6442.999,29165259381.43,453066.0,,,6476.196908093278,6498.226024793387,6509.603306486881,,,,,,,,,,-14.73830568881931,-5.502121974413299,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-07,6442.424,6445.871,6423.466,6442.999,20396212552.92,317004.0,,,6468.819595183661,6493.205386175806,6507.224581255206,,,,,,,,,,-17.142135924095783,-7.830124764349796,,,,NONE,1,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-07,6517.109,6529.748,6509.066,6525.727,14610813128.85,224180.0,,,6481.465685142847,6496.16189652346,6507.885381924663,,,,,,,,,,-12.230742109295534,-8.710248233338945,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-07,6459.085,6466.553,6451.042,6461.383,11296181257.55,174944.0,,,6477.002866222215,6493.00017865769,6506.224582570211,,,,,,,,,,-13.376257016681848,-9.643449990007525,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-07,6461.383,6488.959,6460.808,6488.959,22054360879.22,340444.0,,,6479.6597848395,6492.632798779718,6505.607954621275,,,,,,,,,,-11.921509357036484,-10.099061863413317,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-07,6488.959,6521.705,6487.81,6516.535,26222036920.62,403210.0,,,6487.854277097389,6494.805726163379,6505.998206241943,,,,,,,,,,-8.44609726635099,-9.768468944000851,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-07,6442.999,6464.255,6438.977,6459.085,15872160010.68,246031.0,,,6481.46110440908,6491.558387421254,6504.322734590445,,,,,,,,,,-10.209850217906023,-9.856745198781887,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-08,6591.358,6610.26,6589.64,6605.105,14612019420.09,221303.0,,,6508.937525651507,6501.880806746595,6507.922101212214,,,,,,,,,,0.17296271426948806,-7.850803616171612,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-08,6516.899,6523.772,6480.815,6484.252,42861924428.4,659444.0,,,6503.451853284506,6500.2781879514505,6507.076740454635,,,,,,,,,,-1.3350210307698944,-6.54764709909127,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-08,6483.679,6516.899,6473.369,6510.599,36761761866.18,566270.0,,,6505.040108110172,6501.216443592227,6507.202535438399,,,,,,,,,,-0.39952087624715205,-5.3180218545224465,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-08,6510.599,6546.11,6504.298,6544.392,25081526661.42,384245.0,,,6513.784972974578,6505.141494174752,6508.530730601313,,61.71921428571419,0.009430855346946545,,,,,,,3.033711676455823,-3.6476751483267926,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-08,6544.392,6589.067,6543.819,6575.894,38076520487.65,579887.0,,,6527.586978980227,6511.5735401588645,6510.936561651266,54.0333980044346,64.00735714285702,0.009733635782884732,,,,,,,8.20197408468266,-1.2777453017249019,,,,NONE,0,0,TREND_UP,NORMAL_VOL
WDOFUT,H1,2024-01-08,6575.321,6592.504,6569.021,6577.612,25684414547.89,390344.0,,,6538.703650317954,6517.577036508058,6513.317827306579,60.00468854860309,58.70864285714275,0.008925525381725578,,,,,,,12.294761167085198,1.4367559920371185,,,,NONE,0,0,TREND_UP,NORMAL_VOL
WDOFUT,H1,2024-01-08,6577.612,6600.523,6577.039,6599.377,22052616677.07,334737.0,,,6552.186616913965,6525.013396825507,6516.391369188486,63.01310143513688,57.51357142857133,0.008715000132371788,,,,,,,17.097488810938557,4.568902555817407,,,,NONE,0,0,TREND_UP,NORMAL_VOL
WDOFUT,H1,2024-01-08,6599.377,6600.523,6586.776,6591.358,13868981365.26,210356.0,,,6560.891368710862,6531.044724386824,6519.068748860326,61.41765854844847,56.44371428571425,0.00856329064294706,,,,,,,20.02577412950177,7.66027687055428,,,,NONE,0,0,TREND_UP,NORMAL_VOL
WDOFUT,H1,2024-01-08,6518.618,6544.392,6506.017,6516.899,59657958177.68,914754.0,,,6551.115286775114,6529.758749442568,6518.991257829601,55.10253400538567,60.93914285714287,0.00935094173734208,,,,,,,16.152051525761635,9.358631801595752,,,,NONE,0,0,TREND_UP,NORMAL_VOL
WDOFUT,H1,2024-01-08,6603.959,6614.269,6603.386,6610.26,3064738387.79,46367.0,6517.33875,,6564.258556380644,6537.07704494779,6522.250855764258,55.7522424988058,61.69778571428573,0.009333639783349782,6637.642744718424,6397.034755281576,0.8861935350421478,6614.269,6416.572,0.9797214929918006,20.380615850172944,11.563028611311191,,,,NONE,0,0,TREND_UP,NORMAL_VOL
WDOFUT,H1,2024-01-10,6248.662,6249.231,6193.531,6199.783,44280329426.76,713310.0,6501.443700000001,,6483.263988296057,6506.413949952536,6510.73414662982,37.899152200541025,86.12950000000008,0.013892341070647162,6687.559383216084,6315.3280167839175,-0.31041182233355263,6614.269,6193.531,0.014859603838969627,-9.283268121870606,7.393769264674833,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-10,6202.625,6204.898,6183.868,6187.847,3775325424.71,60940.0,6488.48505,,6417.61576867471,6477.453318138669,6499.202462821613,35.86694903480411,85.6208571428572,0.013836938299033123,6720.890274482878,6256.079825517122,-0.1467970990517669,6614.269,6183.868,0.009244866996125383,-33.37057017265397,-0.759098622790928,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-10,6232.18,6237.863,6198.078,6202.625,14014189624.3,225303.0,6477.1845,,6369.840042302552,6452.468925580608,6488.610410577984,35.0870992077744,86.77235714285727,0.013989618450713573,6741.615529924132,6212.753470075869,-0.019151440129350123,6614.269,6183.868,0.0435802890792531,-50.683224825857906,-10.743923863404325,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-10,6229.338,6234.453,6224.223,6231.611,7117099679.16,114280.0,6466.6151,,6339.12247734643,6432.390932346007,6479.4318602001995,38.89302294695188,83.50592857142874,0.013400375692807004,6752.802876671487,6180.427323328513,0.08942324034027536,6614.269,6183.868,0.11092678688014085,-61.35741038234755,-20.86662116719297,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-10,6235.022,6235.022,6222.517,6229.338,10534529054.9,169145.0,6455.93205,,6314.725926825001,6413.931574860006,6470.499936621622,28.65607821263322,73.60092857142874,0.011815208706194581,6761.150352396981,6150.713747603019,0.12880002899485052,6614.269,6183.868,0.10564566532140808,-69.20246846355985,-30.53379062646635,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-10,6223.654,6249.231,6223.086,6235.022,24575649283.49,394073.0,6441.3968,,6297.013943086112,6397.66706805455,6462.090010313706,33.712544013969435,66.59057142857156,0.010680086041167387,6760.014192347559,6122.7794076524415,0.17614009003174616,6614.269,6183.868,0.11885195434025377,-74.10682486948099,-39.24839747506928,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-10,6232.748,6239.569,6210.582,6212.855,18376723541.09,295246.0,6428.9704,,6278.311955733642,6380.865970958682,6453.188759945359,30.435211152844317,65.5517857142858,0.010550992372151902,6763.303845490011,6094.63695450999,0.1767966188915762,6614.269,6183.868,0.06734882121556218,-78.8730548186295,-47.17332894378133,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-10,6238.432,6248.662,6224.791,6232.748,34688813765.1,556252.0,6416.15985,,6268.186632237277,6367.400700871529,6445.315875661597,29.14079714277304,65.12285714285728,0.010448498341800004,6760.30545718227,6072.01424281773,0.23352580103854167,6614.269,6183.868,0.11356850936684446,-80.12153634780589,-53.76297042458624,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-10,6200.351,6245.821,6194.099,6237.863,43832306669.05,704624.0,6402.226250000001,,6261.44804729566,6355.624546246844,6437.906844387969,26.546179667541438,65.58528571428587,0.010514063183863748,6751.783454649647,6052.669045350354,0.2648979225521355,6614.269,6183.868,0.1254527754350011,-79.77859126271414,-58.966094592211824,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-10,6212.855,6233.885,6207.74,6223.654,19011644851.13,305619.0,6390.4547,,6253.049370118847,6343.627223860767,6430.254957088398,25.859543159255992,66.05957142857162,0.01061427441637527,6747.721334915188,6033.1880650848125,0.26655992513882953,6614.269,6183.868,0.09243937630256452,-79.73422583977481,-63.11972084172442,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-11,6581.09,6599.794,6551.616,6558.985,42222724250.45,642259.0,6388.1487,,6321.035065647991,6363.205203509788,6434.852458620956,48.07048518756302,91.24928571428583,0.013912104649467233,6740.138154991632,6036.159245008367,0.7426724687023096,6614.269,6183.868,0.8715523430475287,-52.040763176904875,-60.90392930876051,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-11,6674.045,6678.579,6668.377,6672.911,8990935615.98,134727.0,6397.58165,,6399.229717726215,6391.3602759179885,6443.354549384494,53.53779948724399,98.80978571428581,0.014807598320176278,6769.937690804342,6025.225609195658,0.8697124792245202,6678.579,6183.868,0.9885428057997504,-20.662434729620145,-52.85563039293244,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-11,6675.178,6680.846,6666.676,6673.478,15755186522.6,236070.0,6405.7256,,6460.173780453723,6417.007341743626,6451.573244049334,57.25774379045945,93.72614285714288,0.014044572089267826,6795.219805469175,6016.231394530824,0.8437180787804944,6680.846,6183.868,0.985174394037564,4.202425845654034,-41.444019145215144,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
WDOFUT,H1,2024-01-11,6650.806,6675.745,6647.405,6675.178,26936903553.56,404451.0,6412.2649,,6507.952495908452,6440.477401585114,6459.559128190429,53.28851254556542,88.7954285714286,0.013302331199471924,6815.703598906708,6008.826201093292,0.8258402090732455,6680.846,6183.868,0.9885950685945863,23.771163608667848,-28.40098259443855,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
