time,open,high,low,close,tick_volume,sma_20,sma_50,ema_8,ema_21,ema_55,rsi_14,atr_14,atr_pct,bb_upper,bb_lower,bb_position,donchian_high_20,donchian_low_20,donchian_position,macd,macd_signal,fibo_382,fibo_500,fibo_618,fibo_zone,trigger_long_wick_rejection,trigger_bullish_engulfing,trend_proxy,volatility_proxy
2024-07-10 00:00:00,0.67405,0.67445,0.67342,0.67353,2354,,,0.67353,0.67353,0.67353,,,,,,,,,,0.0,0.0,,,,NONE,0,0,RANGE,NORMAL_VOL
2024-07-10 04:00:00,0.67351,0.67462,0.6732,0.67451,5311,,,0.6737477777777777,0.6736190909090909,0.673565,,,,,,,,,,7.817663817655252e-05,1.5635327635310502e-05,,,,NONE,0,1,TREND_UP,NORMAL_VOL
2024-07-10 08:00:00,0.67453,0.67502,0.67331,0.67397,4944,,,0.6737971604938271,0.6736509917355372,0.6735794642857142,,,,,,,,,,9.545831608492872e-05,3.159992532523415e-05,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-10 12:00:00,0.67397,0.67462,0.6735,0.67445,4093,,,0.6739422359396433,0.6737236288504884,0.6736105548469388,,,,,,,,,,0.00014620084645666775,5.4520109551520877e-05,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-10 16:00:00,0.67447,0.67518,0.67416,0.67463,6950,,,0.6740950723975003,0.6738060262277167,0.6736469636024053,,,,,,,,,,0.00019864925804180533,8.334593924957777e-05,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-10 20:00:00,0.67467,0.67483,0.67383,0.67467,2860,,,0.6742228340869447,0.6738845692979243,0.6736835006166051,,,,,,,,,,0.00024066839238312543,0.00011481042987628731,,,,NONE,1,0,TREND_UP,NORMAL_VOL
2024-07-11 00:00:00,0.67469,0.67546,0.67424,0.67506,2385,,,0.6744088709565126,0.6739914266344766,0.6737326613088692,,,,,,,,,,0.00030195781795083754,0.00015223990749119735,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-11 04:00:00,0.67503,0.67633,0.67487,0.67574,4729,,,0.6747046774106209,0.6741503878495242,0.6738043519764096,,,,,,,,,,0.00040078049817704464,0.0002019480256283668,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-11 08:00:00,0.67574,0.67626,0.67529,0.67595,4505,,,0.6749814157638162,0.6743139889541129,0.6738809822629664,,,,,,,,,,0.0004903905126200092,0.0002596365230266953,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-11 12:00:00,0.67594,0.67984,0.67505,0.67901,6016,,,0.6758766567051904,0.6747408990491935,0.6740641614678605,,,,,,,,,,0.0007991118571251121,0.0003675315898463787,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-11 16:00:00,0.67899,0.6798,0.67615,0.67642,14063,,,0.6759973996595925,0.6748935445901759,0.6741482985582941,,,,,,,,,,0.000825271179946907,0.00045907950786648437,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-11 20:00:00,0.67642,0.67666,0.67544,0.67589,5721,,,0.6759735330685719,0.6749841314456144,0.674210502181212,,,,,,,,,,0.0007940823738391556,0.0005260800810610186,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-12 00:00:00,0.67588,0.67724,0.67546,0.67589,4943,,,0.6759549701644448,0.6750664831323767,0.6742704842461688,,,,,,,,,,0.0007605973277565736,0.0005729835304001296,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-12 04:00:00,0.6759,0.67715,0.67537,0.6769,5400,,,0.6761649767945682,0.6752331664839788,0.6743643955230912,,0.0017264285714285652,0.002550492792773771,,,,,,,0.0008062646297971598,0.0006196397502795357,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-12 08:00:00,0.67692,0.67774,0.67594,0.67766,5788,,,0.6764972041735531,0.6754537877127079,0.6744820956829808,68.03493449781647,0.0017814285714285688,0.0026287940433677194,,,,,,,0.0008934824347601733,0.0006744082871756633,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-12 12:00:00,0.67766,0.67792,0.67622,0.67744,6442,,,0.676706714357208,0.6756343524660982,0.6745877351228744,63.70439663236639,0.001801428571428565,0.002659170659288741,,,,,,,0.0009340834792780361,0.0007263433255961379,,,,NONE,1,0,TREND_UP,NORMAL_VOL
2024-07-12 16:00:00,0.67751,0.67935,0.67721,0.67883,10448,,,0.6771785556111618,0.6759248658782709,0.6747392445827717,71.05719237435027,0.0018321428571428536,0.002698971549788391,,,,,,,0.0010661317793499991,0.0007943010163469102,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-12 20:00:00,0.67882,0.67901,0.67826,0.67835,3616,,,0.6774388765864592,0.6761453326166099,0.674868200133387,66.89774696707096,0.0018057142857142835,0.0026619212585159337,,,,,,,0.0011191481765079336,0.000859270448379115,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-15 00:00:00,0.67686,0.67772,0.67629,0.67673,4492,,,0.677281348456135,0.6761984841969181,0.674934692985766,58.089368258860105,0.0018800000000000008,0.0027780651072067154,,,,,,,0.0010187006452041514,0.0008911564877441224,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-15 04:00:00,0.67673,0.67781,0.67622,0.67746,5209,0.6761545,,0.6773210487992161,0.6763131674517436,0.6750248825219887,60.20482809070947,0.0019221428571428564,0.0028372787428672637,0.6794009489101658,0.6729080510898342,0.7010658470416666,0.67984,0.6732,0.6415662650602325,0.0009866269309894982,0.0009102505763931976,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-15 08:00:00,0.67747,0.67885,0.6766,0.67849,6045,0.6764025,,0.6775808157327237,0.6765110613197669,0.6751486367176319,61.98462613556965,0.0019957142857142834,0.0029414056002509737,0.6795614063730483,0.6732435936269517,0.8304149844089281,0.67984,0.6732,0.7966867469879568,0.0010324195830323513,0.0009346843777210284,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-15 12:00:00,0.67848,0.67878,0.67705,0.67753,6462,0.6765535,,0.677569523347674,0.6766036921088789,0.6752336854062879,56.13433858807384,0.002014999999999997,0.002974038049975642,0.679618839510689,0.673488160489311,0.6592808882335597,0.67984,0.67331,0.6462480857580365,0.000979950355054049,0.0009437375731876325,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-15 16:00:00,0.67753,0.67824,0.67675,0.67707,9794,0.6767084999999999,,0.677458518159302,0.6766460837353445,0.675299268070349,53.77358490566002,0.0020521428571428518,0.003030916828603914,0.6795273932131901,0.6738896067868098,0.5641209107014913,0.67984,0.6735,0.5630914826498352,0.0008909793034466151,0.000933185919239429,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-15 20:00:00,0.67707,0.67707,0.67523,0.67588,5972,0.67678,,0.6771077363461238,0.6765764397594041,0.675320008496408,37.93369313801096,0.0018414285714285653,0.0027244903998173715,0.6794248599604757,0.6741351400395243,0.3298586667253755,0.67984,0.67383,0.34109816971713974,0.000716190253857274,0.0008897867861629981,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-16 00:00:00,0.67586,0.67641,0.67504,0.67505,2875,0.676801,,0.6766504616025407,0.6764376725085491,0.675310365335822,43.88938447814462,0.0016785714285714262,0.002486588295046924,0.679379827967161,0.674222172032839,0.16050469005740128,0.67984,0.67383,0.20299500831946873,0.0005048747277818233,0.0008128043744867632,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-16 04:00:00,0.67505,0.6752,0.67413,0.67418,5668,0.6767765000000001,,0.6761014701353094,0.6762324295532265,0.675269995145257,42.597402597402684,0.0016678571428571415,0.0024739048071095874,0.6794482096832517,0.6741047903167485,0.01407519756411977,0.67984,0.67413,0.008756567425568223,0.00026415886287622925,0.0007030752721646565,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-16 08:00:00,0.67418,0.67461,0.67324,0.67383,6053,0.676715,,0.6755966989941296,0.6760140268665695,0.6752185667472121,41.34453781512628,0.0016385714285714337,0.0024317282230999415,0.6796011009939656,0.6738288990060343,0.00019074072045237748,0.67984,0.67324,0.08939393939395242,4.463322669223668e-05,0.0005713868630701725,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-16 12:00:00,0.67383,0.67479,0.67175,0.67235,6734,0.6765455,,0.6748752103287674,0.6756809335150632,0.6751161179348117,31.60873080032374,0.0017285714285714365,0.0025709398803769414,0.6800124414702149,0.6730785585297852,-0.10507222807831208,0.67984,0.67175,0.07416563658838589,-0.00024593111193260686,0.00040792326806961667,,,,NONE,0,0,TREND_UP,NORMAL_VOL
2024-07-16 16:00:00,0.67234,0.67267,0.67144,0.67256,9778,0.6763760000000001,,0.6743607191445969,0.675397212286421,0.6750248280085686,28.42639593908642,0.0016878571428571457,0.0025096008428350564,0.6802706246356527,0.6724813753643475,0.010093994031260866,0.67984,0.67144,0.1333333333333351,-0.0004540264642806102,0.0002355333215995713,,,,NONE,1,0,TREND_UP,NORMAL_VOL
2024-07-16 20:00:00,0.67255,0.67362,0.67241,0.67331,4303,0.6760910000000001,,0.6741272260013532,0.6752074657149282,0.6749635841511197,33.27935222672029,0.0016528571428571543,0.0024548233991135648,0.6800082057710354,0.6721737942289648,0.1450275831099422,0.6798,0.67144,0.22368421052630916,-0.0005520609829089418,7.801446069786869e-05,,,,NONE,0,0,TREND_UP,NORMAL_VOL
