symbol,timeframe,time,open,high,low,close,volume,quantity,sma_20,sma_50,ema_8,ema_21,ema_55,rsi_14,atr_14,atr_pct,bb_upper,bb_lower,bb_position,donchian_high_20,donchian_low_20,donchian_position,macd,macd_signal,fibo_382,fibo_500,fibo_618,fibo_zone,trigger_long_wick_rejection,trigger_bullish_engulfing,trend_proxy,volatility_proxy
TIRB,D1,2024-01-11,9.98,9.98,9.82,9.83,0.0,0.0,,,9.83,9.83,9.83,,,,,,,,,,0.0,0.0,,,,NONE,0,0,RANGE,NORMAL_VOL
TIRB,D1,2024-02-12,9.86,9.87,9.75,9.77,0.0,0.0,,,9.816666666666666,9.824545454545454,9.827857142857143,,,,,,,,,,-0.004786324786323348,-0.0009572649572646696,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2024-03-12,9.77,9.86,9.74,9.8,0.0,0.0,,,9.812962962962963,9.822314049586776,9.826862244897958,,,,,,,,,,-0.0060885869432869555,-0.0019835293544691267,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2024-04-11,9.82,10.02,9.82,10.01,0.0,0.0,,,9.856748971193417,9.839376408715252,9.833402879008746,,,,,,,,,,0.009712644551322924,0.0003557054266892833,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2024-04-12,9.8,9.8,9.7,9.71,0.0,0.0,,,9.824138088705991,9.827614917013864,9.828995633329862,,,,,,,,,,-0.001949782563171354,-0.00010539217128284419,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2024-05-11,10.01,10.01,9.91,9.98,0.0,0.0,,,9.858774068993549,9.84146810637624,9.834388646425225,,,,,,,,,,0.010473669498841431,0.002010420162742011,,,,NONE,1,0,TREND_UP,NORMAL_VOL
TIRB,D1,2024-05-12,9.71,9.89,9.71,9.87,0.0,0.0,,,9.861268720328315,9.84406191488749,9.835660480481467,,,,,,,,,,0.011312856504705593,0.0038709074311347276,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2024-06-11,9.97,9.97,9.77,9.9,0.0,0.0,,,9.869875671366469,9.849147195352264,9.83795832046427,,,,,,,,,,0.014234580153122067,0.005943641975532196,,,,NONE,1,0,TREND_UP,NORMAL_VOL
TIRB,D1,2024-06-12,9.87,9.87,9.73,9.74,0.0,0.0,,,9.841014411062808,9.839224723047511,9.834459809019117,,,,,,,,,,0.003597929676489642,0.005474499515723686,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2024-07-11,9.9,10.05,9.81,9.83,0.0,0.0,,,9.838566764159962,9.838386111861375,9.834300530125578,,,,,,,,,,0.0024028567426412906,0.004860170961107207,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2024-08-11,9.83,9.83,9.7,9.77,0.0,0.0,,,9.823329705457748,9.83216919260125,9.832004082621093,,,,,,,,,,-0.0033471617296605416,0.003218704422953658,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2024-09-12,9.74,9.79,9.68,9.72,0.0,0.0,,,9.80036754868936,9.821971993273863,9.828003936813198,,,,,,,,,,-0.011802621652636347,0.00021443920783565697,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2024-10-12,9.72,9.84,9.72,9.78,0.0,0.0,,,9.79584142675839,9.818156357521692,9.826289510498443,,,,,,,,,,-0.013506442143256692,-0.0025297370623828127,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2024-11-11,9.77,9.88,9.73,9.85,0.0,0.0,,,9.807876665256526,9.821051234110628,9.827136313694927,,0.19214285714285698,0.019506889050036242,,,,,,,-0.009103379084418606,-0.0038444654667899713,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2024-11-12,9.77,9.98,9.68,9.88,0.0,0.0,,,9.823904072977298,9.826410212827843,9.829024302491538,51.6339869281046,0.202142857142857,0.02045980335454018,,,,,,,-0.0031567811997526007,-0.0037069286133824975,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2024-12-11,9.84,9.88,9.78,9.8,0.0,0.0,,,9.81859205676012,9.824009284388948,9.827987720259697,50.96774193548391,0.20071428571428576,0.020481049562682218,,,,,,,-0.004843557430287859,-0.00393425437676357,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2024-12-12,9.86,9.86,9.54,9.59,0.0,0.0,,,9.767793821924538,9.80273571308086,9.819488158821851,43.93063583815027,0.2150000000000001,0.022419186652763306,,,,,,,-0.022862045275516607,-0.007719812556514178,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2025-01-04,9.63,9.73,9.58,9.67,0.0,0.0,,,9.746061861496862,9.790668830073509,9.814149296006786,39.375000000000014,0.21000000000000021,0.021716649431230632,,,,,,,-0.03033679164684422,-0.012243208374580187,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
TIRB,D1,2025-01-07,10.94,11.01,10.93,10.97,0.0,0.0,,,10.01804811449756,9.897880754612281,9.855429678292257,74.2307692307692,0.28357142857142875,0.02584972001562705,,,,,,,0.06785634771062554,0.0037767028424609585,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2025-01-08,10.18,10.25,10.18,10.24,0.0,0.0,9.8855,,10.067370755720324,9.928982504192984,9.869164332638963,54.24836601307188,0.3185714285714289,0.031110491071428603,10.465825679887459,9.305174320112542,0.805431943033046,11.01,9.54,0.4761904761904767,0.08578138455524531,0.02017763918501783,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2025-01-09,10.96,10.99,10.83,10.88,0.0,0.0,9.937999999999999,,10.247955032226919,10.01543864017544,9.905265606473286,64.06685236768803,0.3528571428571432,0.03243172268907566,10.667891123820242,9.208108876179756,1.1453017232690699,11.01,9.54,0.9115646258503408,0.14990178225909112,0.04612246779983249,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2025-01-10,11.42,11.44,11.34,11.34,0.0,0.0,10.0165,,10.490631691732048,10.135853309250399,9.956506120527811,67.91044776119402,0.3785714285714287,0.03338372385991435,10.972880787409656,9.060119212590346,1.1919315075246764,11.44,9.54,0.9473684210526317,0.23512543536313935,0.08392306131249386,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2025-01-12,13.18,13.19,13.07,13.12,0.0,0.0,10.182500000000001,,11.074935760236038,10.407139372045817,10.069488044794674,79.96453900709218,0.4985714285714287,0.03800087108013939,11.860743128989359,8.504256871010643,1.3751711683661019,13.19,9.54,0.9808219178082191,0.4412109136029141,0.15538063177057793,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2025-02-01,9.27,9.27,9.14,9.23,0.0,0.0,10.1435,,10.664950035739139,10.300126701859835,10.039506328909152,46.82203389830509,0.7607142857142858,0.08241758241758242,11.874058473897643,8.412941526102356,0.2360678608153088,13.19,9.14,0.022222222222222192,0.28733246021694825,0.181770997459852,,,,NONE,1,0,TREND_UP,NORMAL_VOL
TIRB,D1,2025-02-04,9.67,9.74,9.65,9.68,0.0,0.0,10.142,,10.44607225001933,10.243751547145305,10.026666817162395,49.542217700915565,0.7878571428571428,0.08139020070838253,11.874191796843705,8.409808203156294,0.36664294310773554,13.19,9.14,0.13333333333333316,0.19939541029669705,0.18529588002722103,,,,NONE,0,0,TREND_UP,NORMAL_VOL
TIRB,D1,2025-02-05,10.58,10.6,10.5,10.6,0.0,0.0,10.173,,10.480278416681703,10.276137770132094,10.047143002263738,54.11214953271028,0.8457142857142858,0.07978436657681941,11.915147495115392,8.430852504884609,0.622549899247112,13.19,9.14,0.3604938271604937,0.20161686223613984,0.1885600764690048,,,,NONE,1,0,TREND_UP,NORMAL_VOL
